index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Count_Workers,year,month,Count_Workers_sa,Count_Workers_trend
80,2014-09-01,2014-09-01,4,"Electricity, gas, water and waste management",5581,2014,9,5613.66202001634,5673.541666666667
81,2014-10-01,2014-10-01,4,"Electricity, gas, water and waste management",5645,2014,10,5629.348600898693,5701.375
82,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",5691,2014,11,5690.655892565359,5732.624999999999
83,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",5681,2014,12,5698.744434232026,5768.124999999999
84,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",5746,2015,1,5753.770475898693,5804.458333333333
85,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",5820,2015,2,5810.31214256536,5840.625
86,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",5779,2015,3,5775.895475898693,5885.166666666668
87,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",5968,2015,4,5947.939746732026,5930.166666666667
88,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",5941,2015,5,5939.098600898693,5974.458333333334
89,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",6177,2015,6,6194.89808006536,6020.041666666666
90,2015-07-01,2015-07-01,4,"Electricity, gas, water and waste management",6111,2015,7,6089.4340788398695,6059.916666666666
91,2015-08-01,2015-08-01,4,"Electricity, gas, water and waste management",6203,2015,8,6199.240451388889,6092.041666666667
92,2015-09-01,2015-09-01,4,"Electricity, gas, water and waste management",6139,2015,9,6171.66202001634,6126.124999999999
93,2015-10-01,2015-10-01,4,"Electricity, gas, water and waste management",6167,2015,10,6151.348600898693,6160.041666666667
94,2015-11-01,2015-11-01,4,"Electricity, gas, water and waste management",6232,2015,11,6231.655892565359,6195.249999999999
95,2015-12-01,2015-12-01,4,"Electricity, gas, water and waste management",6234,2015,12,6251.744434232026,6226.75
96,2016-01-01,2016-01-01,4,"Electricity, gas, water and waste management",6150,2016,1,6157.770475898693,6245.416666666666
97,2016-02-01,2016-02-01,4,"Electricity, gas, water and waste management",6187,2016,2,6177.31214256536,6257.125
98,2016-03-01,2016-03-01,4,"Electricity, gas, water and waste management",6230,2016,3,6226.895475898693,6267.624999999999
99,2016-04-01,2016-04-01,4,"Electricity, gas, water and waste management",6331,2016,4,6310.939746732026,6286.916666666666
100,2016-05-01,2016-05-01,4,"Electricity, gas, water and waste management",6423,2016,5,6421.098600898693,6307.25
101,2016-06-01,2016-06-01,4,"Electricity, gas, water and waste management",6451,2016,6,6468.89808006536,6318.708333333333
102,2016-07-01,2016-07-01,4,"Electricity, gas, water and waste management",6285,2016,7,6263.4340788398695,6337.208333333333
103,2016-08-01,2016-08-01,4,"Electricity, gas, water and waste management",6310,2016,8,6306.240451388889,6366.624999999999
104,2016-09-01,2016-09-01,4,"Electricity, gas, water and waste management",6284,2016,9,6316.66202001634,6395.958333333333
105,2016-10-01,2016-10-01,4,"Electricity, gas, water and waste management",6485,2016,10,6469.348600898693,6422.875
106,2016-11-01,2016-11-01,4,"Electricity, gas, water and waste management",6402,2016,11,6401.655892565359,6443.791666666667
107,2016-12-01,2016-12-01,4,"Electricity, gas, water and waste management",6339,2016,12,6356.744434232026,6462.166666666666
108,2017-01-01,2017-01-01,4,"Electricity, gas, water and waste management",6489,2017,1,6496.770475898693,6492.333333333332
109,2017-02-01,2017-02-01,4,"Electricity, gas, water and waste management",6554,2017,2,6544.31214256536,6531.458333333333
110,2017-03-01,2017-03-01,4,"Electricity, gas, water and waste management",6567,2017,3,6563.895475898693,6571.708333333334
111,2017-04-01,2017-04-01,4,"Electricity, gas, water and waste management",6640,2017,4,6619.939746732026,6612.958333333333
112,2017-05-01,2017-05-01,4,"Electricity, gas, water and waste management",6616,2017,5,6614.098600898693,6658.375
113,2017-06-01,2017-06-01,4,"Electricity, gas, water and waste management",6699,2017,6,6716.89808006536,6703.291666666667
114,2017-07-01,2017-07-01,4,"Electricity, gas, water and waste management",6761,2017,7,6739.4340788398695,6739.833333333332
115,2017-08-01,2017-08-01,4,"Electricity, gas, water and waste management",6773,2017,8,6769.240451388889,6770.583333333332
116,2017-09-01,2017-09-01,4,"Electricity, gas, water and waste management",6787,2017,9,6819.66202001634,6800.541666666666
117,2017-10-01,2017-10-01,4,"Electricity, gas, water and waste management",6972,2017,10,6956.348600898693,6832.166666666666
118,2017-11-01,2017-11-01,4,"Electricity, gas, water and waste management",7005,2017,11,7004.655892565359,6868.75
119,2017-12-01,2017-12-01,4,"Electricity, gas, water and waste management",6814,2017,12,6831.744434232026,6903.500000000001
120,2018-01-01,2018-01-01,4,"Electricity, gas, water and waste management",6891,2018,1,6898.770475898693,6932.333333333334
121,2018-02-01,2018-02-01,4,"Electricity, gas, water and waste management",6890,2018,2,6880.31214256536,6957.833333333334
122,2018-03-01,2018-03-01,4,"Electricity, gas, water and waste management",6950,2018,3,6946.895475898693,6981.625000000001
123,2018-04-01,2018-04-01,4,"Electricity, gas, water and waste management",7016,2018,4,6995.939746732026,7004.000000000001
124,2018-05-01,2018-05-01,4,"Electricity, gas, water and waste management",7118,2018,5,7116.098600898693,7023.125000000001
125,2018-06-01,2018-06-01,4,"Electricity, gas, water and waste management",7031,2018,6,7048.89808006536,7077.708333333333
126,2018-07-01,2018-07-01,4,"Electricity, gas, water and waste management",7121,2018,7,7099.4340788398695,7164.708333333333
127,2018-08-01,2018-08-01,4,"Electricity, gas, water and waste management",7025,2018,8,7021.240451388889,7256.958333333333
128,2018-09-01,2018-09-01,4,"Electricity, gas, water and waste management",7106,2018,9,7138.66202001634,7357.874999999999
129,2018-10-01,2018-10-01,4,"Electricity, gas, water and waste management",7190,2018,10,7174.348600898693,7460.666666666667
130,2018-11-01,2018-11-01,4,"Electricity, gas, water and waste management",7246,2018,11,7245.655892565359,7563.291666666667
131,2018-12-01,2018-12-01,4,"Electricity, gas, water and waste management",7883,2018,12,7900.744434232026,7652.916666666666
132,2019-01-01,2019-01-01,4,"Electricity, gas, water and waste management",7910,2019,1,7917.770475898693,7751.708333333332
133,2019-02-01,2019-02-01,4,"Electricity, gas, water and waste management",8085,2019,2,8075.31214256536,7880.041666666667
134,2019-03-01,2019-03-01,4,"Electricity, gas, water and waste management",8177,2019,3,8173.895475898693,8014.083333333333
135,2019-04-01,2019-04-01,4,"Electricity, gas, water and waste management",8256,2019,4,8235.939746732027,8140.458333333332
136,2019-05-01,2019-05-01,4,"Electricity, gas, water and waste management",8341,2019,5,8339.098600898693,8261.041666666666
137,2019-06-01,2019-06-01,4,"Electricity, gas, water and waste management",7959,2019,6,7976.89808006536,8355.416666666666
138,2019-07-01,2019-07-01,4,"Electricity, gas, water and waste management",8564,2019,7,8542.43407883987,8409.625
139,2019-08-01,2019-08-01,4,"Electricity, gas, water and waste management",8662,2019,8,8658.240451388889,8445.166666666666
140,2019-09-01,2019-09-01,4,"Electricity, gas, water and waste management",8686,2019,9,8718.66202001634,8472.916666666666
141,2019-10-01,2019-10-01,4,"Electricity, gas, water and waste management",8643,2019,10,8627.348600898693,8488.625
142,2019-11-01,2019-11-01,4,"Electricity, gas, water and waste management",8687,2019,11,8686.655892565359,8490.916666666666
143,2019-12-01,2019-12-01,4,"Electricity, gas, water and waste management",8707,2019,12,8724.744434232027,8505.75
144,2020-01-01,2020-01-01,4,"Electricity, gas, water and waste management",8387,2020,1,8394.770475898693,8515.291666666666
145,2020-02-01,2020-02-01,4,"Electricity, gas, water and waste management",8461,2020,2,8451.312142565359,8499.458333333334
146,2020-03-01,2020-03-01,4,"Electricity, gas, water and waste management",8467,2020,3,8463.895475898693,8485.166666666666
147,2020-04-01,2020-04-01,4,"Electricity, gas, water and waste management",8343,2020,4,8322.939746732027,8481.833333333334
148,2020-05-01,2020-05-01,4,"Electricity, gas, water and waste management",8309,2020,5,8307.098600898693,8491.791666666666
149,2020-06-01,2020-06-01,4,"Electricity, gas, water and waste management",8347,2020,6,8364.898080065359,8508.166666666668
150,2020-07-01,2020-07-01,4,"Electricity, gas, water and waste management",8405,2020,7,8383.43407883987,8541.583333333334
151,2020-08-01,2020-08-01,4,"Electricity, gas, water and waste management",8441,2020,8,8437.240451388889,8589.958333333332
152,2020-09-01,2020-09-01,4,"Electricity, gas, water and waste management",8564,2020,9,8596.66202001634,8638.333333333332
153,2020-10-01,2020-10-01,4,"Electricity, gas, water and waste management",8685,2020,10,8669.348600898693,8695.75
154,2020-11-01,2020-11-01,4,"Electricity, gas, water and waste management",8884,2020,11,8883.655892565359,8763.166666666666
155,2020-12-01,2020-12-01,4,"Electricity, gas, water and waste management",8903,2020,12,8920.744434232027,8831.25
156,2021-01-01,2021-01-01,4,"Electricity, gas, water and waste management",8993,2021,1,9000.770475898693,8895.833333333334
157,2021-02-01,2021-02-01,4,"Electricity, gas, water and waste management",9016,2021,2,9006.312142565359,8956.208333333332
158,2021-03-01,2021-03-01,4,"Electricity, gas, water and waste management",9073,2021,3,9069.895475898693,9011.5
159,2021-04-01,2021-04-01,4,"Electricity, gas, water and waste management",9115,2021,4,9094.939746732027,9061.208333333334
160,2021-05-01,2021-05-01,4,"Electricity, gas, water and waste management",9155,2021,5,9153.098600898693,9102.75
161,2021-06-01,2021-06-01,4,"Electricity, gas, water and waste management",9135,2021,6,9152.898080065359,9142.250000000002
162,2021-07-01,2021-07-01,4,"Electricity, gas, water and waste management",9167,2021,7,9145.43407883987,9183.416666666666
163,2021-08-01,2021-08-01,4,"Electricity, gas, water and waste management",9128,2021,8,9124.240451388889,9229.750000000002
164,2021-09-01,2021-09-01,4,"Electricity, gas, water and waste management",9204,2021,9,9236.66202001634,9281.666666666666
165,2021-10-01,2021-10-01,4,"Electricity, gas, water and waste management",9238,2021,10,9222.348600898693,9327.416666666666
166,2021-11-01,2021-11-01,4,"Electricity, gas, water and waste management",9328,2021,11,9327.655892565359,9364.25
167,2021-12-01,2021-12-01,4,"Electricity, gas, water and waste management",9407,2021,12,9424.744434232027,9398.708333333334
168,2022-01-01,2022-01-01,4,"Electricity, gas, water and waste management",9477,2022,1,9484.770475898693,9434.833333333334
169,2022-02-01,2022-02-01,4,"Electricity, gas, water and waste management",9644,2022,2,9634.312142565359,9475.041666666664
170,2022-03-01,2022-03-01,4,"Electricity, gas, water and waste management",9691,2022,3,9687.895475898693,9519.583333333334
171,2022-04-01,2022-04-01,4,"Electricity, gas, water and waste management",9595,2022,4,9574.939746732027,9566.541666666664
172,2022-05-01,2022-05-01,4,"Electricity, gas, water and waste management",9559,2022,5,9557.098600898693,9615.583333333334
173,2022-06-01,2022-06-01,4,"Electricity, gas, water and waste management",9558,2022,6,9575.898080065359,9635.0
174,2022-07-01,2022-07-01,4,"Electricity, gas, water and waste management",9611,2022,7,9589.43407883987,9631.249999999998
175,2022-08-01,2022-08-01,4,"Electricity, gas, water and waste management",9649,2022,8,9645.240451388889,9623.291666666666
176,2022-09-01,2022-09-01,4,"Electricity, gas, water and waste management",9752,2022,9,9784.66202001634,9602.041666666668
177,2022-10-01,2022-10-01,4,"Electricity, gas, water and waste management",9817,2022,10,9801.348600898693,9586.791666666668
178,2022-11-01,2022-11-01,4,"Electricity, gas, water and waste management",9926,2022,11,9925.655892565359,9574.583333333332
179,2022-12-01,2022-12-01,4,"Electricity, gas, water and waste management",9275,2022,12,9292.744434232027,9555.25
180,2023-01-01,2023-01-01,4,"Electricity, gas, water and waste management",9519,2023,1,9526.770475898693,9522.333333333334
181,2023-02-01,2023-02-01,4,"Electricity, gas, water and waste management",9411,2023,2,9401.312142565359,9475.375
182,2023-03-01,2023-03-01,4,"Electricity, gas, water and waste management",9414,2023,3,9410.895475898693,9427.541666666666
183,2023-04-01,2023-04-01,4,"Electricity, gas, water and waste management",9506,2023,4,9485.939746732027,9378.208333333332
184,2023-05-01,2023-05-01,4,"Electricity, gas, water and waste management",9355,2023,5,9353.098600898693,9322.958333333334
185,2023-06-01,2023-06-01,4,"Electricity, gas, water and waste management",9298,2023,6,9315.898080065359,9285.833333333332
186,2023-07-01,2023-07-01,4,"Electricity, gas, water and waste management",9081,2023,7,9059.43407883987,9258.791666666666
187,2023-08-01,2023-08-01,4,"Electricity, gas, water and waste management",9052,2023,8,9048.240451388889,9225.25
188,2023-09-01,2023-09-01,4,"Electricity, gas, water and waste management",9201,2023,9,9233.66202001634,9193.041666666666
189,2023-10-01,2023-10-01,4,"Electricity, gas, water and waste management",9184,2023,10,9168.348600898693,9158.583333333334
190,2023-11-01,2023-11-01,4,"Electricity, gas, water and waste management",9233,2023,11,9232.655892565359,9131.583333333332
191,2023-12-01,2023-12-01,4,"Electricity, gas, water and waste management",9077,2023,12,9094.744434232027,9111.500000000002
192,2024-01-01,2024-01-01,4,"Electricity, gas, water and waste management",9068,2024,1,9075.770475898693,9101.666666666666
193,2024-02-01,2024-02-01,4,"Electricity, gas, water and waste management",9057,2024,2,9047.312142565359,9104.0
194,2024-03-01,2024-03-01,4,"Electricity, gas, water and waste management",8995,2024,3,8991.895475898693,9098.749999999998
195,2024-04-01,2024-04-01,4,"Electricity, gas, water and waste management",9098,2024,4,9077.939746732027,9087.708333333334
196,2024-05-01,2024-05-01,4,"Electricity, gas, water and waste management",9115,2024,5,9113.098600898693,9075.791666666666
197,2024-06-01,2024-06-01,4,"Electricity, gas, water and waste management",9056,2024,6,9073.898080065359,9097.208333333334
198,2024-07-01,2024-07-01,4,"Electricity, gas, water and waste management",9087,2024,7,9065.43407883987,9159.041666666666
199,2024-08-01,2024-08-01,4,"Electricity, gas, water and waste management",9102,2024,8,9098.240451388889,9224.791666666666
200,2024-09-01,2024-09-01,4,"Electricity, gas, water and waste management",9025,2024,9,9057.66202001634,9287.833333333332
201,2024-10-01,2024-10-01,4,"Electricity, gas, water and waste management",9095,2024,10,9079.348600898693,
202,2024-11-01,2024-11-01,4,"Electricity, gas, water and waste management",9036,2024,11,9035.655892565359,
203,2024-12-01,2024-12-01,4,"Electricity, gas, water and waste management",9788,2024,12,9805.744434232027,
204,2025-01-01,2025-01-01,4,"Electricity, gas, water and waste management",9841,2025,1,9848.770475898693,
205,2025-02-01,2025-02-01,4,"Electricity, gas, water and waste management",9862,2025,2,9852.312142565359,
206,2025-03-01,2025-03-01,4,"Electricity, gas, water and waste management",9703,2025,3,9699.895475898693,
0,2008-01-01,2008-01-01,5,Construction,50733,2008,1,51768.16513480392,
1,2008-02-01,2008-02-01,5,Construction,52180,2008,2,52559.17815563725,
2,2008-03-01,2008-03-01,5,Construction,53291,2008,3,52565.36825980392,
3,2008-04-01,2008-04-01,5,Construction,53776,2008,4,53506.32919730392,
4,2008-05-01,2008-05-01,5,Construction,54110,2008,5,54095.61565563726,
5,2008-06-01,2008-06-01,5,Construction,54616,2008,6,54964.18596813725,
6,2008-07-01,2008-07-01,5,Construction,56817,2008,7,57449.06893382353,55324.79166666667
7,2008-08-01,2008-08-01,5,Construction,56983,2008,8,57252.179227941175,55517.33333333333
8,2008-09-01,2008-09-01,5,Construction,57415,2008,9,57895.796875,55598.87499999999
9,2008-10-01,2008-10-01,5,Construction,58316,2008,10,57836.20940563726,55575.416666666664
10,2008-11-01,2008-11-01,5,Construction,57763,2008,11,56700.29794730392,55489.625
11,2008-12-01,2008-12-01,5,Construction,56389,2008,12,55796.60523897059,55349.95833333333
12,2009-01-01,2009-01-01,5,Construction,53750,2009,1,54785.16513480392,55077.125
13,2009-02-01,2009-02-01,5,Construction,53784,2009,2,54163.17815563725,54719.70833333333
14,2009-03-01,2009-03-01,5,Construction,53644,2009,3,52918.36825980392,54376.20833333333
15,2009-04-01,2009-04-01,5,Construction,52860,2009,4,52590.32919730392,54066.291666666664
16,2009-05-01,2009-05-01,5,Construction,52967,2009,5,52952.61565563726,53852.66666666667
17,2009-06-01,2009-06-01,5,Construction,52407,2009,6,52755.18596813725,53742.25
18,2009-07-01,2009-07-01,5,Construction,52478,2009,7,53110.06893382353,53718.333333333336
19,2009-08-01,2009-08-01,5,Construction,52744,2009,8,53013.179227941175,53794.99999999999
20,2009-09-01,2009-09-01,5,Construction,53410,2009,9,53890.796875,53924.24999999999
21,2009-10-01,2009-10-01,5,Construction,54883,2009,10,54403.20940563726,54159.33333333333
22,2009-11-01,2009-11-01,5,Construction,56069,2009,11,55006.29794730392,54518.08333333333
23,2009-12-01,2009-12-01,5,Construction,55433,2009,12,54840.60523897059,54984.16666666666
24,2010-01-01,2010-01-01,5,Construction,54132,2010,1,55167.16513480392,55527.458333333336
25,2010-02-01,2010-02-01,5,Construction,55242,2010,2,55621.17815563725,56111.791666666664
26,2010-03-01,2010-03-01,5,Construction,55288,2010,3,54562.36825980392,56715.24999999999
27,2010-04-01,2010-04-01,5,Construction,56858,2010,4,56588.32919730392,57235.875
28,2010-05-01,2010-05-01,5,Construction,57579,2010,5,57564.61565563726,57671.00000000001
29,2010-06-01,2010-06-01,5,Construction,58981,2010,6,59329.18596813725,58150.25
30,2010-07-01,2010-07-01,5,Construction,58943,2010,7,59575.06893382353,58681.041666666664
31,2010-08-01,2010-08-01,5,Construction,60303,2010,8,60572.179227941175,59197.625
32,2010-09-01,2010-09-01,5,Construction,60334,2010,9,60814.796875,59776.70833333333
33,2010-10-01,2010-10-01,5,Construction,60454,2010,10,59974.20940563726,60375.125
34,2010-11-01,2010-11-01,5,Construction,60941,2010,11,59878.29794730392,60936.91666666666
35,2010-12-01,2010-12-01,5,Construction,62063,2010,12,61470.60523897059,61454.45833333333
36,2011-01-01,2011-01-01,5,Construction,60241,2011,1,61276.16513480392,61923.833333333336
37,2011-02-01,2011-02-01,5,Construction,61531,2011,2,61910.17815563725,62386.12499999999
38,2011-03-01,2011-03-01,5,Construction,62897,2011,3,62171.36825980392,62872.666666666664
39,2011-04-01,2011-04-01,5,Construction,63611,2011,4,63341.32919730392,63405.791666666664
40,2011-05-01,2011-05-01,5,Construction,64309,2011,5,64294.61565563726,64017.29166666667
41,2011-06-01,2011-06-01,5,Construction,64672,2011,6,65020.18596813725,64673.45833333333
42,2011-07-01,2011-07-01,5,Construction,64517,2011,7,65149.06893382353,65275.875
43,2011-08-01,2011-08-01,5,Construction,65824,2011,8,66093.17922794117,65829.33333333334
44,2011-09-01,2011-09-01,5,Construction,66490,2011,9,66970.796875,66393.04166666666
45,2011-10-01,2011-10-01,5,Construction,67093,2011,10,66613.20940563726,66978.625
46,2011-11-01,2011-11-01,5,Construction,68978,2011,11,67915.29794730392,67573.25
47,2011-12-01,2011-12-01,5,Construction,69774,2011,12,69181.60523897059,68165.20833333333
48,2012-01-01,2012-01-01,5,Construction,66988,2012,1,68023.16513480392,68721.58333333334
49,2012-02-01,2012-02-01,5,Construction,68067,2012,2,68446.17815563726,69264.91666666666
50,2012-03-01,2012-03-01,5,Construction,69890,2012,3,69164.36825980393,69804.20833333333
51,2012-04-01,2012-04-01,5,Construction,70672,2012,4,70402.32919730393,70340.58333333333
52,2012-05-01,2012-05-01,5,Construction,71519,2012,5,71504.61565563726,70788.125
53,2012-06-01,2012-06-01,5,Construction,71669,2012,6,72017.18596813726,71075.0
54,2012-07-01,2012-07-01,5,Construction,70873,2012,7,71505.06893382352,71428.75
55,2012-08-01,2012-08-01,5,Construction,72508,2012,8,72777.17922794117,71887.41666666666
56,2012-09-01,2012-09-01,5,Construction,72749,2012,9,73229.796875,72313.08333333334
57,2012-10-01,2012-10-01,5,Construction,73707,2012,10,73227.20940563726,72731.95833333333
58,2012-11-01,2012-11-01,5,Construction,73105,2012,11,72042.29794730392,73133.04166666667
59,2012-12-01,2012-12-01,5,Construction,72532,2012,12,71939.60523897059,73494.41666666667
60,2013-01-01,2013-01-01,5,Construction,72720,2013,1,73755.16513480392,73853.375
61,2013-02-01,2013-02-01,5,Construction,73343,2013,2,73722.17815563726,74219.66666666666
62,2013-03-01,2013-03-01,5,Construction,74830,2013,3,74104.36825980393,74465.375
63,2013-04-01,2013-04-01,5,Construction,75785,2013,4,75515.32919730393,74584.91666666666
64,2013-05-01,2013-05-01,5,Construction,76032,2013,5,76017.61565563726,74707.58333333333
65,2013-06-01,2013-06-01,5,Construction,75829,2013,6,76177.18596813726,74832.83333333333
66,2013-07-01,2013-07-01,5,Construction,75328,2013,7,75960.06893382352,74828.75
67,2013-08-01,2013-08-01,5,Construction,76844,2013,8,77113.17922794117,74695.58333333333
68,2013-09-01,2013-09-01,5,Construction,74310,2013,9,74790.796875,74512.5
69,2013-10-01,2013-10-01,5,Construction,75015,2013,10,74535.20940563726,74255.0
70,2013-11-01,2013-11-01,5,Construction,74741,2013,11,73678.29794730392,73927.62499999999
71,2013-12-01,2013-12-01,5,Construction,73902,2013,12,73309.60523897059,73529.37499999999
72,2014-01-01,2014-01-01,5,Construction,71252,2014,1,72287.16513480392,73200.37499999999
73,2014-02-01,2014-02-01,5,Construction,71615,2014,2,71994.17815563726,72911.0
74,2014-03-01,2014-03-01,5,Construction,72164,2014,3,71438.36825980393,72620.75
75,2014-04-01,2014-04-01,5,Construction,72271,2014,4,72001.32919730393,72414.08333333334
76,2014-05-01,2014-05-01,5,Construction,71689,2014,5,71674.61565563726,72271.04166666667
77,2014-06-01,2014-06-01,5,Construction,70614,2014,6,70962.18596813726,72167.87500000001
78,2014-07-01,2014-07-01,5,Construction,72647,2014,7,73279.06893382352,72096.29166666666
79,2014-08-01,2014-08-01,5,Construction,72580,2014,8,72849.17922794117,72097.29166666667
80,2014-09-01,2014-09-01,5,Construction,71608,2014,9,72088.796875,72165.95833333334
81,2014-10-01,2014-10-01,5,Construction,72757,2014,10,72277.20940563726,72268.625
82,2014-11-01,2014-11-01,5,Construction,73566,2014,11,72503.29794730392,72407.95833333333
83,2014-12-01,2014-12-01,5,Construction,72601,2014,12,72008.60523897059,72615.70833333333
84,2015-01-01,2015-01-01,5,Construction,70835,2015,1,71870.16513480392,72641.58333333333
85,2015-02-01,2015-02-01,5,Construction,72056,2015,2,72435.17815563726,72442.125
86,2015-03-01,2015-03-01,5,Construction,73371,2015,3,72645.36825980393,72291.08333333334
87,2015-04-01,2015-04-01,5,Construction,73528,2015,4,73258.32919730393,72193.625
88,2015-05-01,2015-05-01,5,Construction,73776,2015,5,73761.61565563726,72106.54166666667
89,2015-06-01,2015-06-01,5,Construction,73513,2015,6,73861.18596813726,72051.0
90,2015-07-01,2015-07-01,5,Construction,70369,2015,7,71001.06893382352,72123.20833333333
91,2015-08-01,2015-08-01,5,Construction,70071,2015,8,70340.17922794117,72294.29166666667
92,2015-09-01,2015-09-01,5,Construction,70492,2015,9,70972.796875,72460.20833333333
93,2015-10-01,2015-10-01,5,Construction,71534,2015,10,71054.20940563726,72656.75
94,2015-11-01,2015-11-01,5,Construction,72699,2015,11,71636.29794730392,72860.41666666666
95,2015-12-01,2015-12-01,5,Construction,72135,2015,12,71542.60523897059,73054.375
96,2016-01-01,2016-01-01,5,Construction,73034,2016,1,74069.16513480392,73238.08333333333
97,2016-02-01,2016-02-01,5,Construction,73963,2016,2,74342.17815563726,73442.08333333333
98,2016-03-01,2016-03-01,5,Construction,75446,2016,3,74720.36825980393,73634.625
99,2016-04-01,2016-04-01,5,Construction,76170,2016,4,75900.32919730393,73751.58333333334
100,2016-05-01,2016-05-01,5,Construction,76022,2016,5,76007.61565563726,73798.45833333334
101,2016-06-01,2016-06-01,5,Construction,75922,2016,6,76270.18596813726,73778.5
102,2016-07-01,2016-07-01,5,Construction,72369,2016,7,73001.06893382352,73715.75000000001
103,2016-08-01,2016-08-01,5,Construction,72967,2016,8,73236.17922794117,73631.70833333334
104,2016-09-01,2016-09-01,5,Construction,72217,2016,9,72697.796875,73534.54166666667
105,2016-10-01,2016-10-01,5,Construction,72616,2016,10,72136.20940563726,73418.45833333334
106,2016-11-01,2016-11-01,5,Construction,72742,2016,11,71679.29794730392,73312.99999999999
107,2016-12-01,2016-12-01,5,Construction,71613,2016,12,71020.60523897059,73211.625
108,2017-01-01,2017-01-01,5,Construction,72050,2017,1,73085.16513480392,73240.12499999999
109,2017-02-01,2017-02-01,5,Construction,72930,2017,2,73309.17815563726,73412.33333333333
110,2017-03-01,2017-03-01,5,Construction,74147,2017,3,73421.36825980393,73587.54166666667
111,2017-04-01,2017-04-01,5,Construction,74683,2017,4,74413.32919730393,73790.83333333333
112,2017-05-01,2017-05-01,5,Construction,74978,2017,5,74963.61565563726,74042.41666666667
113,2017-06-01,2017-06-01,5,Construction,74533,2017,6,74881.18596813726,74345.91666666666
114,2017-07-01,2017-07-01,5,Construction,74442,2017,7,75074.06893382352,74606.45833333334
115,2017-08-01,2017-08-01,5,Construction,75027,2017,8,75296.17922794117,74762.79166666666
116,2017-09-01,2017-09-01,5,Construction,74362,2017,9,74842.796875,74889.25
117,2017-10-01,2017-10-01,5,Construction,75350,2017,10,74870.20940563726,75004.62499999999
118,2017-11-01,2017-11-01,5,Construction,76046,2017,11,74983.29794730392,75118.875
119,2017-12-01,2017-12-01,5,Construction,75593,2017,12,75000.60523897059,75257.62499999999
120,2018-01-01,2018-01-01,5,Construction,74323,2018,1,75358.16513480392,75416.20833333334
121,2018-02-01,2018-02-01,5,Construction,74409,2018,2,74788.17815563726,75461.625
122,2018-03-01,2018-03-01,5,Construction,75703,2018,3,74977.36825980393,75425.45833333333
123,2018-04-01,2018-04-01,5,Construction,75896,2018,4,75626.32919730393,75455.75000000001
124,2018-05-01,2018-05-01,5,Construction,76507,2018,5,76492.61565563726,75518.87499999999
125,2018-06-01,2018-06-01,5,Construction,76334,2018,6,76682.18596813726,75670.20833333333
126,2018-07-01,2018-07-01,5,Construction,76447,2018,7,77079.06893382352,75899.37500000001
127,2018-08-01,2018-08-01,5,Construction,74112,2018,8,74381.17922794117,76151.16666666667
128,2018-09-01,2018-09-01,5,Construction,74409,2018,9,74889.796875,76560.62499999999
129,2018-10-01,2018-10-01,5,Construction,76030,2018,10,75550.20940563726,77130.29166666667
130,2018-11-01,2018-11-01,5,Construction,76881,2018,11,75818.29794730392,77713.79166666669
131,2018-12-01,2018-12-01,5,Construction,78390,2018,12,77797.60523897059,78208.25
132,2019-01-01,2019-01-01,5,Construction,77026,2019,1,78061.16513480392,78711.62499999999
133,2019-02-01,2019-02-01,5,Construction,77749,2019,2,78128.17815563726,79446.79166666667
134,2019-03-01,2019-03-01,5,Construction,82190,2019,3,81464.36825980393,80266.16666666667
135,2019-04-01,2019-04-01,5,Construction,83081,2019,4,82811.32919730393,80986.375
136,2019-05-01,2019-05-01,5,Construction,83326,2019,5,83311.61565563726,81629.45833333333
137,2019-06-01,2019-06-01,5,Construction,81382,2019,6,81730.18596813726,82167.16666666666
138,2019-07-01,2019-07-01,5,Construction,83480,2019,7,84112.06893382352,82462.54166666666
139,2019-08-01,2019-08-01,5,Construction,84723,2019,8,84992.17922794117,82608.91666666667
140,2019-09-01,2019-09-01,5,Construction,83463,2019,9,83943.796875,82596.625
141,2019-10-01,2019-10-01,5,Construction,84261,2019,10,83781.20940563726,81806.41666666667
142,2019-11-01,2019-11-01,5,Construction,84084,2019,11,83021.29794730392,80415.29166666666
143,2019-12-01,2019-12-01,5,Construction,84092,2019,12,83499.60523897059,79072.20833333331
144,2020-01-01,2020-01-01,5,Construction,78413,2020,1,79448.16513480392,77696.45833333333
145,2020-02-01,2020-02-01,5,Construction,79875,2020,2,80254.17815563726,76187.91666666667
146,2020-03-01,2020-03-01,5,Construction,79769,2020,3,79043.36825980393,74726.33333333333
147,2020-04-01,2020-04-01,5,Construction,66537,2020,4,66267.32919730393,73574.66666666666
148,2020-05-01,2020-05-01,5,Construction,66483,2020,5,66468.61565563726,72850.29166666667
149,2020-06-01,2020-06-01,5,Construction,65991,2020,6,66339.18596813726,72353.91666666667
150,2020-07-01,2020-07-01,5,Construction,65853,2020,7,66485.06893382352,72067.20833333334
