index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend
82,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",1229305.09,2014,11,1261983.1547099673,1244115.9791666663
83,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",1317206.28,2014,12,1233916.627236009,1241648.715
84,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",1271392.74,2015,1,1241345.8687724674,1241437.0016666667
85,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",1245804.44,2015,2,1238948.042392259,1243107.2216666667
86,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",1225348.33,2015,3,1225572.9159339257,1243145.55875
87,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",1230052.97,2015,4,1247466.6194755924,1243964.3404166668
88,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",1204438.76,2015,5,1229084.989892259,1245650.0220833332
89,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",1212613.75,2015,6,1258367.795907884,1247586.5299999998
90,2015-07-01,2015-07-01,4,"Electricity, gas, water and waste management",1243891.31,2015,7,1244973.9729330067,1250116.90625
91,2015-08-01,2015-08-01,4,"Electricity, gas, water and waste management",1238062.31,2015,8,1249321.9291830065,1251724.2416666662
92,2015-09-01,2015-09-01,4,"Electricity, gas, water and waste management",1283182.31,2015,9,1246922.929035948,1254300.3024999998
93,2015-10-01,2015-10-01,4,"Electricity, gas, water and waste management",1244978.47,2015,10,1268371.9145276756,1257232.6041666665
94,2015-11-01,2015-11-01,4,"Electricity, gas, water and waste management",1232352.1,2015,11,1265030.1647099673,1259987.1525
95,2015-12-01,2015-12-01,4,"Electricity, gas, water and waste management",1360635.46,2015,12,1277345.807236009,1262661.6495833334
96,2016-01-01,2016-01-01,4,"Electricity, gas, water and waste management",1288692.59,2016,1,1258645.7187724675,1265176.0341666667
97,2016-02-01,2016-02-01,4,"Electricity, gas, water and waste management",1267080.64,2016,2,1260224.242392259,1268555.8070833334
98,2016-03-01,2016-03-01,4,"Electricity, gas, water and waste management",1265897.59,2016,3,1266122.1759339257,1272941.7874999999
99,2016-04-01,2016-04-01,4,"Electricity, gas, water and waste management",1259878.95,2016,4,1277292.5994755924,1277225.5891666666
100,2016-05-01,2016-05-01,4,"Electricity, gas, water and waste management",1240721.94,2016,5,1265368.169892259,1281877.0620833333
101,2016-06-01,2016-06-01,4,"Electricity, gas, water and waste management",1240518.5,2016,6,1286272.545907884,1286105.3770833332
102,2016-07-01,2016-07-01,4,"Electricity, gas, water and waste management",1276331.79,2016,7,1277414.4529330067,1288539.4437499999
103,2016-08-01,2016-08-01,4,"Electricity, gas, water and waste management",1286736.38,2016,8,1297995.9991830064,1290981.0908333333
104,2016-09-01,2016-09-01,4,"Electricity, gas, water and waste management",1339771.77,2016,9,1303512.3890359479,1293323.2966666664
105,2016-10-01,2016-10-01,4,"Electricity, gas, water and waste management",1291200.25,2016,10,1314593.6945276756,1295077.47625
106,2016-11-01,2016-11-01,4,"Electricity, gas, water and waste management",1297765.67,2016,11,1330443.7347099672,1297085.9170833332
107,2016-12-01,2016-12-01,4,"Electricity, gas, water and waste management",1396701.45,2016,12,1313411.797236009,1299361.9533333331
108,2017-01-01,2017-01-01,4,"Electricity, gas, water and waste management",1311044.2,2017,1,1280997.3287724673,1301345.4212500004
109,2017-02-01,2017-02-01,4,"Electricity, gas, water and waste management",1303328.56,2017,2,1296472.162392259,1302457.9341666666
110,2017-03-01,2017-03-01,4,"Electricity, gas, water and waste management",1285862.61,2017,3,1286087.1959339257,1303723.1887500002
111,2017-04-01,2017-04-01,4,"Electricity, gas, water and waste management",1282014.24,2017,4,1299427.8894755924,1305063.3491666664
112,2017-05-01,2017-05-01,4,"Electricity, gas, water and waste management",1266789.23,2017,5,1291435.459892259,1305444.1683333332
113,2017-06-01,2017-06-01,4,"Electricity, gas, water and waste management",1269076.08,2017,6,1314830.125907884,1304586.0041666667
114,2017-07-01,2017-07-01,4,"Electricity, gas, water and waste management",1295377.44,2017,7,1296460.1029330066,1305583.2137499999
115,2017-08-01,2017-08-01,4,"Electricity, gas, water and waste management",1294391.04,2017,8,1305650.6591830065,1307491.2529166667
116,2017-09-01,2017-09-01,4,"Electricity, gas, water and waste management",1362483.22,2017,9,1326223.8390359478,1308558.5533333332
117,2017-10-01,2017-10-01,4,"Electricity, gas, water and waste management",1300652.65,2017,10,1324046.0945276755,1310799.0816666665
118,2017-11-01,2017-11-01,4,"Electricity, gas, water and waste management",1297452.93,2017,11,1330130.9947099672,1313277.8791666667
119,2017-12-01,2017-12-01,4,"Electricity, gas, water and waste management",1376418.25,2017,12,1293128.597236009,1314881.71375
120,2018-01-01,2018-01-01,4,"Electricity, gas, water and waste management",1355260.43,2018,1,1325213.5587724673,1315321.6354166665
121,2018-02-01,2018-02-01,4,"Electricity, gas, water and waste management",1304905.27,2018,2,1298048.872392259,1316126.6795833332
122,2018-03-01,2018-03-01,4,"Electricity, gas, water and waste management",1309901.11,2018,3,1310125.6959339257,1318254.7291666665
123,2018-04-01,2018-04-01,4,"Electricity, gas, water and waste management",1311748.42,2018,4,1329162.0694755923,1320900.0799999998
124,2018-05-01,2018-05-01,4,"Electricity, gas, water and waste management",1296546.19,2018,5,1321192.419892259,1323826.0275
125,2018-06-01,2018-06-01,4,"Electricity, gas, water and waste management",1277811.15,2018,6,1323565.1959078838,1336829.969583333
126,2018-07-01,2018-07-01,4,"Electricity, gas, water and waste management",1297200.49,2018,7,1298283.1529330066,1357840.7529166667
127,2018-08-01,2018-08-01,4,"Electricity, gas, water and waste management",1311889.05,2018,8,1323148.6691830065,1377924.0333333334
128,2018-09-01,2018-09-01,4,"Electricity, gas, water and waste management",1396058.4,2018,9,1359799.0190359477,1397867.1229166666
129,2018-10-01,2018-10-01,4,"Electricity, gas, water and waste management",1330565.89,2018,10,1353959.3345276755,1415625.44125
130,2018-11-01,2018-11-01,4,"Electricity, gas, water and waste management",1337762.43,2018,11,1370440.4947099672,1433565.4725
131,2018-12-01,2018-12-01,4,"Electricity, gas, water and waste management",1648203.36,2018,12,1564913.7072360092,1444618.3437499998
132,2019-01-01,2019-01-01,4,"Electricity, gas, water and waste management",1587734.12,2019,1,1557687.2487724675,1454161.2220833332
133,2019-02-01,2019-02-01,4,"Electricity, gas, water and waste management",1554430.31,2019,2,1547573.912392259,1469740.133333333
134,2019-03-01,2019-03-01,4,"Electricity, gas, water and waste management",1539010.22,2019,3,1539234.8059339256,1485222.7766666666
135,2019-04-01,2019-04-01,4,"Electricity, gas, water and waste management",1508838.95,2019,4,1526252.5994755924,1500483.07625
136,2019-05-01,2019-05-01,4,"Electricity, gas, water and waste management",1530016.41,2019,5,1554662.639892259,1516037.5304166668
137,2019-06-01,2019-06-01,4,"Electricity, gas, water and waste management",1309609.84,2019,6,1355363.885907884,1523999.1358333332
138,2019-07-01,2019-07-01,4,"Electricity, gas, water and waste management",1494430.88,2019,7,1495513.5429330065,1524082.827083333
139,2019-08-01,2019-08-01,4,"Electricity, gas, water and waste management",1488552.53,2019,8,1499812.1491830065,1524490.1220833333
140,2019-09-01,2019-09-01,4,"Electricity, gas, water and waste management",1590978.36,2019,9,1554718.979035948,1526529.0704166668
141,2019-10-01,2019-10-01,4,"Electricity, gas, water and waste management",1501893.12,2019,10,1525286.5645276757,1529851.752916667
142,2019-11-01,2019-11-01,4,"Electricity, gas, water and waste management",1539742.1,2019,11,1572420.1647099673,1530914.1425
143,2019-12-01,2019-12-01,4,"Electricity, gas, water and waste management",1637302.22,2019,12,1554012.567236009,1540125.0029166667
144,2020-01-01,2020-01-01,4,"Electricity, gas, water and waste management",1600643.85,2020,1,1570596.9787724675,1552712.204583333
145,2020-02-01,2020-02-01,4,"Electricity, gas, water and waste management",1551295.66,2020,2,1544439.262392259,1558959.08375
146,2020-03-01,2020-03-01,4,"Electricity, gas, water and waste management",1591079.63,2020,3,1591304.2159339255,1563161.4020833333
147,2020-04-01,2020-04-01,4,"Electricity, gas, water and waste management",1536513.92,2020,4,1553927.5694755923,1565768.31
148,2020-05-01,2020-05-01,4,"Electricity, gas, water and waste management",1527838.79,2020,5,1552485.019892259,1566972.8800000001
149,2020-06-01,2020-06-01,4,"Electricity, gas, water and waste management",1532848.11,2020,6,1578602.155907884,1567231.5029166667
150,2020-07-01,2020-07-01,4,"Electricity, gas, water and waste management",1573285.45,2020,7,1574368.1129330066,1567699.3254166667
151,2020-08-01,2020-08-01,4,"Electricity, gas, water and waste management",1559623.06,2020,8,1570882.6791830065,1568029.9258333335
152,2020-09-01,2020-09-01,4,"Electricity, gas, water and waste management",1620763.47,2020,9,1584504.0890359478,1570261.8916666666
153,2020-10-01,2020-10-01,4,"Electricity, gas, water and waste management",1534673.8,2020,10,1558067.2445276757,1572380.6775000002
154,2020-11-01,2020-11-01,4,"Electricity, gas, water and waste management",1535871.1,2020,11,1568549.1647099673,1573091.4520833334
155,2020-12-01,2020-12-01,4,"Electricity, gas, water and waste management",1647380.17,2020,12,1564090.517236009,1574619.6854166666
156,2021-01-01,2021-01-01,4,"Electricity, gas, water and waste management",1601793.64,2021,1,1571746.7687724673,1574979.2791666663
157,2021-02-01,2021-02-01,4,"Electricity, gas, water and waste management",1558080.28,2021,2,1551223.882392259,1573066.8079166664
158,2021-03-01,2021-03-01,4,"Electricity, gas, water and waste management",1637862.19,2021,3,1638086.7759339255,1571274.3599999996
159,2021-04-01,2021-04-01,4,"Electricity, gas, water and waste management",1540582.22,2021,4,1557995.8694755924,1570209.7345833331
160,2021-05-01,2021-05-01,4,"Electricity, gas, water and waste management",1540829.08,2021,5,1565475.309892259,1569982.1654166665
161,2021-06-01,2021-06-01,4,"Electricity, gas, water and waste management",1556535.42,2021,6,1602289.4659078838,1571077.9770833333
162,2021-07-01,2021-07-01,4,"Electricity, gas, water and waste management",1558228.39,2021,7,1559311.0529330065,1571611.7745833334
163,2021-08-01,2021-08-01,4,"Electricity, gas, water and waste management",1528780.81,2021,8,1540040.4291830065,1572349.3104166668
164,2021-09-01,2021-09-01,4,"Electricity, gas, water and waste management",1608586.97,2021,9,1572327.5890359478,1571027.9595833332
165,2021-10-01,2021-10-01,4,"Electricity, gas, water and waste management",1521299.29,2021,10,1544692.7345276757,1568444.1850000003
166,2021-11-01,2021-11-01,4,"Electricity, gas, water and waste management",1543783.95,2021,11,1576462.0147099672,1569244.6191666666
167,2021-12-01,2021-12-01,4,"Electricity, gas, water and waste management",1665766.8,2021,12,1582477.1472360091,1569133.1791666667
168,2022-01-01,2022-01-01,4,"Electricity, gas, water and waste management",1596218.15,2022,1,1566171.2787724673,1567882.4108333332
169,2022-02-01,2022-02-01,4,"Electricity, gas, water and waste management",1581356.63,2022,2,1574500.232392259,1569070.2579166666
170,2022-03-01,2022-03-01,4,"Electricity, gas, water and waste management",1582873.42,2022,3,1583098.0059339255,1570937.1137499998
171,2022-04-01,2022-04-01,4,"Electricity, gas, water and waste management",1533560.4,2022,4,1550974.0494755923,1572493.2099999997
172,2022-05-01,2022-05-01,4,"Electricity, gas, water and waste management",1567061.32,2022,5,1591707.549892259,1574575.4733333332
173,2022-06-01,2022-06-01,4,"Electricity, gas, water and waste management",1527628.62,2022,6,1573382.665907884,1566921.3224999995
174,2022-07-01,2022-07-01,4,"Electricity, gas, water and waste management",1557116.75,2022,7,1558199.4129330066,1550278.9512499997
175,2022-08-01,2022-08-01,4,"Electricity, gas, water and waste management",1558400.78,2022,8,1569660.3991830065,1533927.2824999997
176,2022-09-01,2022-09-01,4,"Electricity, gas, water and waste management",1623771.54,2022,9,1587512.1590359479,1517037.2112499997
177,2022-10-01,2022-10-01,4,"Electricity, gas, water and waste management",1543461.03,2022,10,1566854.4745276757,1502751.470833333
178,2022-11-01,2022-11-01,4,"Electricity, gas, water and waste management",1571596.53,2022,11,1604274.5947099673,1491129.5691666664
179,2022-12-01,2022-12-01,4,"Electricity, gas, water and waste management",1454254.6,2022,12,1370964.9472360092,1481075.87625
180,2023-01-01,2023-01-01,4,"Electricity, gas, water and waste management",1408313.44,2023,1,1378266.5687724673,1470994.1504166669
181,2023-02-01,2023-02-01,4,"Electricity, gas, water and waste management",1376821.29,2023,2,1369964.892392259,1460168.5837500002
182,2023-03-01,2023-03-01,4,"Electricity, gas, water and waste management",1382047.05,2023,3,1382271.6359339256,1449391.0170833336
183,2023-04-01,2023-04-01,4,"Electricity, gas, water and waste management",1391529.0,2023,4,1408942.6494755924,1438498.8758333332
184,2023-05-01,2023-05-01,4,"Electricity, gas, water and waste management",1430167.08,2023,5,1454813.309892259,1426779.3558333332
185,2023-06-01,2023-06-01,4,"Electricity, gas, water and waste management",1423234.23,2023,6,1468988.275907884,1423335.0829166668
186,2023-07-01,2023-07-01,4,"Electricity, gas, water and waste management",1419549.72,2023,7,1420632.3829330066,1429438.4733333334
187,2023-08-01,2023-08-01,4,"Electricity, gas, water and waste management",1436154.21,2023,8,1447413.8291830064,1435142.4458333333
188,2023-09-01,2023-09-01,4,"Electricity, gas, water and waste management",1487356.51,2023,9,1451097.1290359478,1440062.5725
189,2023-10-01,2023-10-01,4,"Electricity, gas, water and waste management",1418464.67,2023,10,1441858.1145276756,1444516.6529166668
190,2023-11-01,2023-11-01,4,"Electricity, gas, water and waste management",1415324.41,2023,11,1448002.4747099672,1447040.1729166666
191,2023-12-01,2023-12-01,4,"Electricity, gas, water and waste management",1527864.17,2023,12,1444574.517236009,1447761.813333333
192,2024-01-01,2024-01-01,4,"Electricity, gas, water and waste management",1481185.24,2024,1,1451138.3687724674,1450722.6020833333
193,2024-02-01,2024-02-01,4,"Electricity, gas, water and waste management",1440844.83,2024,2,1433988.4323922591,1454857.60875
194,2024-03-01,2024-03-01,4,"Electricity, gas, water and waste management",1436106.55,2024,3,1436331.1359339256,1459386.9454166666
195,2024-04-01,2024-04-01,4,"Electricity, gas, water and waste management",1444367.43,2024,4,1461781.0794755924,1464658.7499999998
196,2024-05-01,2024-05-01,4,"Electricity, gas, water and waste management",1437893.13,2024,5,1462539.359892259,1469976.0074999998
197,2024-06-01,2024-06-01,4,"Electricity, gas, water and waste management",1432827.55,2024,6,1478581.595907884,1486182.0195833333
198,2024-07-01,2024-07-01,4,"Electricity, gas, water and waste management",1481015.33,2024,7,1482097.9929330067,1510277.8450000002
199,2024-08-01,2024-08-01,4,"Electricity, gas, water and waste management",1473928.76,2024,8,1485188.3791830065,1534032.235
200,2024-09-01,2024-09-01,4,"Electricity, gas, water and waste management",1558286.04,2024,9,1522026.6590359479,1559111.5112500002
201,2024-10-01,2024-10-01,4,"Electricity, gas, water and waste management",1474058.45,2024,10,1497451.8945276756,
202,2024-11-01,2024-11-01,4,"Electricity, gas, water and waste management",1487344.81,2024,11,1520022.8747099673,
203,2024-12-01,2024-12-01,4,"Electricity, gas, water and waste management",1844788.06,2024,12,1761498.4072360091,
204,2025-01-01,2025-01-01,4,"Electricity, gas, water and waste management",1742561.16,2025,1,1712514.2887724673,
205,2025-02-01,2025-02-01,4,"Electricity, gas, water and waste management",1749574.27,2025,2,1742717.872392259,
206,2025-03-01,2025-03-01,4,"Electricity, gas, water and waste management",1729279.74,2025,3,1729504.3259339256,
0,2008-01-01,2008-01-01,5,Construction,728697.56,2008,1,733139.6913636132,
1,2008-02-01,2008-02-01,5,Construction,758246.82,2008,2,770303.6900354881,
2,2008-03-01,2008-03-01,5,Construction,758487.82,2008,3,766796.5899313214,
3,2008-04-01,2008-04-01,5,Construction,755005.26,2008,4,757812.6704000714,
4,2008-05-01,2008-05-01,5,Construction,751191.04,2008,5,754427.3960771549,
5,2008-06-01,2008-06-01,5,Construction,737898.4,2008,6,760453.6290459048,
6,2008-07-01,2008-07-01,5,Construction,744106.16,2008,7,741116.9765505005,740855.2279166668
7,2008-08-01,2008-08-01,5,Construction,712221.55,2008,8,714536.2977514808,740876.2654166666
8,2008-09-01,2008-09-01,5,Construction,731951.41,2008,9,703449.5211338338,740038.8445833334
9,2008-10-01,2008-10-01,5,Construction,719416.98,2008,10,732683.2802959047,739918.8579166667
10,2008-11-01,2008-11-01,5,Construction,717098.83,2008,11,723525.0055042382,740419.3458333333
11,2008-12-01,2008-12-01,5,Construction,769821.43,2008,12,725898.5119104882,741046.8183333335
12,2009-01-01,2009-01-01,5,Construction,740936.51,2009,1,745378.6413636132,742114.0354166667
13,2009-02-01,2009-02-01,5,Construction,746512.77,2009,2,758569.6400354882,745075.6133333334
14,2009-03-01,2009-03-01,5,Construction,750123.77,2009,3,758432.5399313215,749527.8866666667
15,2009-04-01,2009-04-01,5,Construction,760489.63,2009,4,763297.0404000714,753596.71125
16,2009-05-01,2009-05-01,5,Construction,757718.38,2009,5,760954.7360771549,757995.6175
17,2009-06-01,2009-06-01,5,Construction,746430.4,2009,6,768985.6290459048,763514.4025
18,2009-07-01,2009-07-01,5,Construction,761187.37,2009,7,758198.1865505005,768333.1970833332
19,2009-08-01,2009-08-01,5,Construction,766218.21,2009,8,768532.9577514807,772182.2841666667
20,2009-09-01,2009-09-01,5,Construction,784809.31,2009,9,756307.4211338338,776404.0933333333
21,2009-10-01,2009-10-01,5,Construction,764210.87,2009,10,777477.1702959047,781235.32125
22,2009-11-01,2009-11-01,5,Construction,777878.69,2009,11,784304.8655042382,785965.9929166668
23,2009-12-01,2009-12-01,5,Construction,841492.41,2009,12,797569.4919104882,789773.7183333334
24,2010-01-01,2010-01-01,5,Construction,784916.6,2010,1,789358.7313636132,792931.1508333334
25,2010-02-01,2010-02-01,5,Construction,794910.77,2010,2,806967.6400354882,795569.0191666665
26,2010-03-01,2010-03-01,5,Construction,803049.19,2010,3,811357.9599313214,799410.46625
27,2010-04-01,2010-04-01,5,Construction,823513.68,2010,4,826321.0904000715,804377.1349999999
28,2010-05-01,2010-05-01,5,Construction,808230.45,2010,5,811466.8060771548,808899.8374999998
29,2010-06-01,2010-06-01,5,Construction,787303.74,2010,6,809858.9690459048,815199.0775
30,2010-07-01,2010-07-01,5,Construction,796092.41,2010,7,793103.2265505005,823368.1079166665
31,2010-08-01,2010-08-01,5,Construction,794622.01,2010,8,796936.7577514808,831008.12125
32,2010-09-01,2010-09-01,5,Construction,848600.24,2010,9,820098.3511338338,837982.8112499998
33,2010-10-01,2010-10-01,5,Construction,819619.99,2010,10,832886.2902959047,844100.0583333333
34,2010-11-01,2010-11-01,5,Construction,831014.43,2010,11,837440.6055042383,849934.9429166667
35,2010-12-01,2010-12-01,5,Construction,939538.43,2010,12,895615.5119104882,856703.6283333333
36,2011-01-01,2011-01-01,5,Construction,882927.31,2011,1,887369.4413636132,864485.50375
37,2011-02-01,2011-02-01,5,Construction,880260.38,2011,2,892317.2500354882,872929.9916666667
38,2011-03-01,2011-03-01,5,Construction,885092.14,2011,3,893400.9099313215,881491.6941666667
39,2011-04-01,2011-04-01,5,Construction,888284.66,2011,4,891092.0704000714,888740.3983333334
40,2011-05-01,2011-05-01,5,Construction,883496.7,2011,5,886733.0560771548,894468.5908333334
41,2011-06-01,2011-06-01,5,Construction,874485.94,2011,6,897041.1690459048,897968.4766666666
42,2011-07-01,2011-07-01,5,Construction,895675.22,2011,7,892686.0365505004,897721.3366666666
43,2011-08-01,2011-08-01,5,Construction,897706.91,2011,8,900021.6577514808,896129.3883333333
44,2011-09-01,2011-09-01,5,Construction,950996.2,2011,9,922494.3111338337,895304.2145833333
45,2011-10-01,2011-10-01,5,Construction,891192.93,2011,10,904459.2302959048,895421.2625
46,2011-11-01,2011-11-01,5,Construction,896918.11,2011,11,903344.2855042382,896310.3029166668
47,2011-12-01,2011-12-01,5,Construction,957632.01,2011,12,913709.0919104882,897317.445
48,2012-01-01,2012-01-01,5,Construction,858902.37,2012,1,863344.5013636132,902048.8245833332
49,2012-02-01,2012-02-01,5,Construction,866078.56,2012,2,878135.4300354882,910114.3979166665
50,2012-03-01,2012-03-01,5,Construction,879469.79,2012,3,887778.5599313215,917532.8658333331
51,2012-04-01,2012-04-01,5,Construction,896716.16,2012,4,899523.5704000714,925189.1575
52,2012-05-01,2012-05-01,5,Construction,896402.17,2012,5,899638.5260771549,931390.5808333332
53,2012-06-01,2012-06-01,5,Construction,885751.88,2012,6,908307.1090459048,935785.2158333333
54,2012-07-01,2012-07-01,5,Construction,997962.39,2012,7,994973.2065505005,944476.2004166667
55,2012-08-01,2012-08-01,5,Construction,988993.5,2012,8,991308.2477514808,956912.4974999999
56,2012-09-01,2012-09-01,5,Construction,1037752.84,2012,9,1009250.9511338337,969162.0116666667
57,2012-10-01,2012-10-01,5,Construction,988187.29,2012,10,1001453.5902959048,982029.0575
58,2012-11-01,2012-11-01,5,Construction,948757.91,2012,11,955184.0855042383,994764.3366666667
59,2012-12-01,2012-12-01,5,Construction,1011263.45,2012,12,967340.5319104881,1006907.6787500001
60,2013-01-01,2013-01-01,5,Construction,1013854.56,2013,1,1018296.6913636132,1015853.0854166667
61,2013-02-01,2013-02-01,5,Construction,1009597.5,2013,2,1021654.3700354882,1022644.1741666666
62,2013-03-01,2013-03-01,5,Construction,1029939.19,2013,3,1038247.9599313214,1027508.7958333332
63,2013-04-01,2013-04-01,5,Construction,1055055.86,2013,4,1057863.2704000715,1029427.9845833333
64,2013-05-01,2013-05-01,5,Construction,1043709.17,2013,5,1046945.5260771549,1033580.7904166665
65,2013-06-01,2013-06-01,5,Construction,1029885.09,2013,6,1052440.3190459048,1038833.1966666665
66,2013-07-01,2013-07-01,5,Construction,1068518.94,2013,7,1065529.7565505004,1041204.3291666666
67,2013-08-01,2013-08-01,5,Construction,1081423.08,2013,8,1083737.827751481,1041358.63375
68,2013-09-01,2013-09-01,5,Construction,1062074.18,2013,9,1033572.2911338337,1040225.41375
69,2013-10-01,2013-10-01,5,Construction,1009926.48,2013,10,1023192.7802959047,1037679.3458333332
70,2013-11-01,2013-11-01,5,Construction,1026686.06,2013,11,1033112.2355042383,1034538.55875
71,2013-12-01,2013-12-01,5,Construction,1059393.05,2013,12,1015470.1319104882,1031263.13625
72,2014-01-01,2014-01-01,5,Construction,1022632.14,2014,1,1027074.2713636132,1026209.0579166667
73,2014-02-01,2014-02-01,5,Construction,1004523.23,2014,2,1016580.1000354881,1018957.7679166668
74,2014-03-01,2014-03-01,5,Construction,1007816.18,2014,3,1016124.9499313215,1013684.9224999999
75,2014-04-01,2014-04-01,5,Construction,1016073.24,2014,4,1018880.6504000714,1010713.1449999999
76,2014-05-01,2014-05-01,5,Construction,1007312.9,2014,5,1010549.2560771549,1007654.1508333334
77,2014-06-01,2014-06-01,5,Construction,987671.22,2014,6,1010226.4490459048,1004800.23125
78,2014-07-01,2014-07-01,5,Construction,989434.93,2014,7,986445.7465505005,1001924.98
79,2014-08-01,2014-08-01,5,Construction,986476.13,2014,8,988790.8777514808,999486.68375
80,2014-09-01,2014-09-01,5,Construction,1030472.84,2014,9,1001970.9511338337,997461.8891666668
81,2014-10-01,2014-10-01,5,Construction,970205.16,2014,10,983471.4602959048,995269.6491666668
82,2014-11-01,2014-11-01,5,Construction,992991.52,2014,11,999417.6955042382,992996.7491666665
83,2014-12-01,2014-12-01,5,Construction,1024593.52,2014,12,980670.6019104882,990883.1045833334
84,2015-01-01,2015-01-01,5,Construction,988425.64,2015,1,992867.7713636132,990643.7479166666
85,2015-02-01,2015-02-01,5,Construction,980210.62,2015,2,992267.4900354882,991345.0520833333
86,2015-03-01,2015-03-01,5,Construction,983533.72,2015,3,991842.4899313215,990952.6516666666
87,2015-04-01,2015-04-01,5,Construction,987741.94,2015,4,990549.3504000714,991220.2562499999
88,2015-05-01,2015-05-01,5,Construction,981094.6,2015,5,984330.9560771548,991637.3854166666
89,2015-06-01,2015-06-01,5,Construction,963162.05,2015,6,985717.2790459049,991651.7908333333
90,2015-07-01,2015-07-01,5,Construction,1008199.54,2015,7,1005210.3565505005,990993.9358333333
91,2015-08-01,2015-08-01,5,Construction,984542.82,2015,8,986857.5677514807,989735.24125
92,2015-09-01,2015-09-01,5,Construction,1022988.54,2015,9,994486.6511338338,988750.9079166666
93,2015-10-01,2015-10-01,5,Construction,984111.97,2015,10,997378.2702959047,987100.2858333333
94,2015-11-01,2015-11-01,5,Construction,989095.81,2015,11,995521.9855042383,985022.9591666667
95,2015-12-01,2015-12-01,5,Construction,1028834.96,2015,12,984912.0419104882,983203.6458333334
96,2016-01-01,2016-01-01,5,Construction,968395.68,2016,1,972837.8113636132,981354.6133333333
97,2016-02-01,2016-02-01,5,Construction,970031.91,2016,2,982088.7800354882,980132.21625
98,2016-03-01,2016-03-01,5,Construction,970088.43,2016,3,978397.1999313215,979229.2758333333
99,2016-04-01,2016-04-01,5,Construction,961572.3,2016,4,964379.7104000715,978478.4654166667
100,2016-05-01,2016-05-01,5,Construction,957408.4,2016,5,960644.7560771549,979032.4541666667
101,2016-06-01,2016-06-01,5,Construction,943184.73,2016,6,965739.9590459048,980003.8720833332
102,2016-07-01,2016-07-01,5,Construction,983800.08,2016,7,980810.8965505004,980980.91375
103,2016-08-01,2016-08-01,5,Construction,979604.75,2016,8,981919.4977514808,981937.6929166666
104,2016-09-01,2016-09-01,5,Construction,1006256.04,2016,9,977754.1511338338,982984.4920833332
105,2016-10-01,2016-10-01,5,Construction,982825.02,2016,10,996091.3202959048,985205.1179166666
106,2016-11-01,2016-11-01,5,Construction,1003678.49,2016,11,1010104.6655042382,988286.8508333333
107,2016-12-01,2016-12-01,5,Construction,1037566.31,2016,12,993643.3919104883,991354.8187499999
108,2017-01-01,2017-01-01,5,Construction,983113.33,2017,1,987555.4613636131,993083.7120833333
109,2017-02-01,2017-02-01,5,Construction,978276.96,2017,2,990333.8300354881,993686.96625
110,2017-03-01,2017-03-01,5,Construction,986966.56,2017,3,995275.3299313216,994469.1499999999
111,2017-04-01,2017-04-01,5,Construction,997989.19,2017,4,1000796.6004000714,995173.5870833333
112,2017-05-01,2017-05-01,5,Construction,994953.1,2017,5,998189.4560771548,995439.4949999998
113,2017-06-01,2017-06-01,5,Construction,979271.26,2017,6,1001826.4890459048,994744.1770833334
114,2017-07-01,2017-07-01,5,Construction,989206.99,2017,7,986217.8065505004,994359.6716666666
115,2017-08-01,2017-08-01,5,Construction,988675.94,2017,8,990990.6877514807,994959.1075
116,2017-09-01,2017-09-01,5,Construction,1015957.26,2017,9,987455.3711338338,995584.8916666666
117,2017-10-01,2017-10-01,5,Construction,990030.29,2017,10,1003296.5902959048,995650.5699999997
118,2017-11-01,2017-11-01,5,Construction,1002855.01,2017,11,1009281.1855042382,995592.2687499999
119,2017-12-01,2017-12-01,5,Construction,1021702.16,2017,12,977779.2419104882,995766.3204166665
120,2018-01-01,2018-01-01,5,Construction,989749.35,2018,1,994191.4813636132,996007.7316666666
121,2018-02-01,2018-02-01,5,Construction,986027.4,2018,2,998084.2700354882,997651.3158333333
122,2018-03-01,2018-03-01,5,Construction,994234.94,2018,3,1002543.7099313214,1001039.7558333334
123,2018-04-01,2018-04-01,5,Construction,992297.09,2018,4,995104.5004000714,1004725.085
124,2018-05-01,2018-05-01,5,Construction,999245.97,2018,5,1002482.3260771548,1008432.6270833333
125,2018-06-01,2018-06-01,5,Construction,979155.63,2018,6,1001710.8590459048,1016262.0220833332
126,2018-07-01,2018-07-01,5,Construction,995116.49,2018,7,992127.3065505004,1026962.89875
127,2018-08-01,2018-08-01,5,Construction,1022212.46,2018,8,1024527.2077514807,1036346.4141666667
128,2018-09-01,2018-09-01,5,Construction,1063743.3,2018,9,1035241.4111338338,1044693.3845833333
129,2018-10-01,2018-10-01,5,Construction,1030692.15,2018,10,1043958.4502959048,1052798.6775
130,2018-11-01,2018-11-01,5,Construction,1051174.16,2018,11,1057600.335504238,1060810.9108333332
