index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_sa,Avg_Taxable_Income_trend
44,2011-09-01,2011-09-01,4,"Electricity, gas, water and waste management",825678.54,2011,9,796711.478494179,772628.49625
45,2011-10-01,2011-10-01,4,"Electricity, gas, water and waste management",785972.22,2011,10,799116.7703737745,768667.5812499999
46,2011-11-01,2011-11-01,4,"Electricity, gas, water and waste management",791193.86,2011,11,810291.2311550245,764878.9649999999
47,2011-12-01,2011-12-01,4,"Electricity, gas, water and waste management",884216.08,2011,12,826120.6685248162,760524.2195833334
48,2012-01-01,2012-01-01,4,"Electricity, gas, water and waste management",720228.35,2012,1,699371.8018321078,761794.8779166667
49,2012-02-01,2012-02-01,4,"Electricity, gas, water and waste management",719140.15,2012,2,717694.4065456495,768417.9170833334
50,2012-03-01,2012-03-01,4,"Electricity, gas, water and waste management",711807.93,2012,3,711205.5534466913,774803.0833333333
51,2012-04-01,2012-04-01,4,"Electricity, gas, water and waste management",711418.09,2012,4,724089.9558164828,781122.93875
52,2012-05-01,2012-05-01,4,"Electricity, gas, water and waste management",692387.74,2012,5,709180.1534466911,782545.7441666666
53,2012-06-01,2012-06-01,4,"Electricity, gas, water and waste management",698281.49,2012,6,733581.2909987745,777747.3220833333
54,2012-07-01,2012-07-01,4,"Electricity, gas, water and waste management",856817.31,2012,7,859602.0557245711,782649.7441666668
55,2012-08-01,2012-08-01,4,"Electricity, gas, water and waste management",863408.61,2012,8,873585.0036412377,799544.2237500001
56,2012-09-01,2012-09-01,4,"Electricity, gas, water and waste management",899851.8,2012,9,870884.738494179,817498.8925000002
57,2012-10-01,2012-10-01,4,"Electricity, gas, water and waste management",863475.49,2012,10,876620.0403737745,834614.64125
58,2012-11-01,2012-11-01,4,"Electricity, gas, water and waste management",747837.92,2012,11,766935.2911550245,850856.96875
59,2012-12-01,2012-12-01,4,"Electricity, gas, water and waste management",812409.89,2012,12,754314.4785248162,866585.5666666667
60,2013-01-01,2013-01-01,4,"Electricity, gas, water and waste management",909692.67,2013,1,888836.1218321079,876548.59125
61,2013-02-01,2013-02-01,4,"Electricity, gas, water and waste management",935143.34,2013,2,933697.5965456495,881036.1183333334
62,2013-03-01,2013-03-01,4,"Electricity, gas, water and waste management",926716.79,2013,3,926114.4134466912,880122.4
63,2013-04-01,2013-04-01,4,"Electricity, gas, water and waste management",907287.2,2013,4,919959.0658164828,874412.8533333333
64,2013-05-01,2013-05-01,4,"Electricity, gas, water and waste management",886334.49,2013,5,903126.9034466911,873754.5900000001
65,2013-06-01,2013-06-01,4,"Electricity, gas, water and waste management",881821.09,2013,6,917120.8909987744,877589.00125
66,2013-07-01,2013-07-01,4,"Electricity, gas, water and waste management",912390.3,2013,7,915175.0457245711,876594.1583333333
67,2013-08-01,2013-08-01,4,"Electricity, gas, water and waste management",915536.27,2013,8,925712.6636412378,869425.1379166667
68,2013-09-01,2013-09-01,4,"Electricity, gas, water and waste management",825794.9,2013,9,796827.838494179,860178.5062499999
69,2013-10-01,2013-10-01,4,"Electricity, gas, water and waste management",800503.27,2013,10,813647.8203737745,851211.36625
70,2013-11-01,2013-11-01,4,"Electricity, gas, water and waste management",795011.82,2013,11,814109.1911550245,844297.57625
71,2013-12-01,2013-12-01,4,"Electricity, gas, water and waste management",857261.86,2013,12,799166.4485248162,838783.6883333334
72,2014-01-01,2014-01-01,4,"Electricity, gas, water and waste management",840964.47,2014,1,820107.9218321078,831876.9587500001
73,2014-02-01,2014-02-01,4,"Electricity, gas, water and waste management",831815.05,2014,2,830369.3065456495,823205.4395833332
74,2014-03-01,2014-03-01,4,"Electricity, gas, water and waste management",808125.92,2014,3,807523.5434466912,820724.5108333332
75,2014-04-01,2014-04-01,4,"Electricity, gas, water and waste management",810666.71,2014,4,823338.5758164828,823343.5325
76,2014-05-01,2014-05-01,4,"Electricity, gas, water and waste management",817024.02,2014,5,833816.4334466911,825609.0187499999
77,2014-06-01,2014-06-01,4,"Electricity, gas, water and waste management",818798.25,2014,6,854098.0509987745,828454.0599999999
78,2014-07-01,2014-07-01,4,"Electricity, gas, water and waste management",809651.63,2014,7,812436.3757245711,830455.26125
79,2014-08-01,2014-08-01,4,"Electricity, gas, water and waste management",810158.48,2014,8,820334.8736412377,831661.18625
80,2014-09-01,2014-09-01,4,"Electricity, gas, water and waste management",871630.4,2014,9,842663.338494179,833277.5479166666
81,2014-10-01,2014-10-01,4,"Electricity, gas, water and waste management",817524.29,2014,10,830668.8403737745,835750.905
82,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",832362.47,2014,11,851459.8411550245,837515.70625
83,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",888192.2,2014,12,830096.7885248162,838676.0758333334
84,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",858062.96,2015,1,837206.4118321078,841598.8216666668
85,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",843658.76,2015,2,842213.0165456495,846005.2570833333
86,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",835074.89,2015,3,834472.5134466912,849402.0283333334
87,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",843078.31,2015,4,855750.1758164829,853024.9145833332
88,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",826967.65,2015,5,843760.0634466911,856937.7266666668
89,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",836703.49,2015,6,872003.2909987745,861292.9783333334
90,2015-07-01,2015-07-01,4,"Electricity, gas, water and waste management",861892.29,2015,7,864677.0357245711,866412.1258333334
91,2015-08-01,2015-08-01,4,"Electricity, gas, water and waste management",863672.27,2015,8,873848.6636412378,870917.4824999999
92,2015-09-01,2015-09-01,4,"Electricity, gas, water and waste management",899639.12,2015,9,870672.0584941789,875951.6129166665
93,2015-10-01,2015-10-01,4,"Electricity, gas, water and waste management",876464.84,2015,10,889609.3903737745,881064.8733333332
94,2015-11-01,2015-11-01,4,"Electricity, gas, water and waste management",867329.41,2015,11,886426.7811550245,885976.0545833331
95,2015-12-01,2015-12-01,4,"Electricity, gas, water and waste management",957751.3,2015,12,899655.8885248163,890824.8220833334
96,2016-01-01,2016-01-01,4,"Electricity, gas, water and waste management",911363.4,2016,1,890506.8518321079,895541.0445833332
97,2016-02-01,2016-02-01,4,"Electricity, gas, water and waste management",898486.88,2016,2,897041.1365456495,900630.7679166667
98,2016-03-01,2016-03-01,4,"Electricity, gas, water and waste management",901065.9,2016,3,900463.5234466912,906169.9866666667
99,2016-04-01,2016-04-01,4,"Electricity, gas, water and waste management",899805.55,2016,4,912477.4158164829,911466.3225
100,2016-05-01,2016-05-01,4,"Electricity, gas, water and waste management",888108.76,2016,5,904901.1734466911,916930.3300000001
101,2016-06-01,2016-06-01,4,"Electricity, gas, water and waste management",891932.8,2016,6,927232.6009987745,922126.0058333332
102,2016-07-01,2016-07-01,4,"Electricity, gas, water and waste management",919852.32,2016,7,922637.065724571,926018.8266666667
103,2016-08-01,2016-08-01,4,"Electricity, gas, water and waste management",927865.6,2016,8,938041.9936412377,929878.0695833333
104,2016-09-01,2016-09-01,4,"Electricity, gas, water and waste management",968387.04,2016,9,939419.978494179,933650.2495833333
105,2016-10-01,2016-10-01,4,"Electricity, gas, water and waste management",934828.98,2016,10,947973.5303737745,936960.7954166665
106,2016-11-01,2016-11-01,4,"Electricity, gas, water and waste management",940101.45,2016,11,959198.8211550245,940367.1966666665
107,2016-12-01,2016-12-01,4,"Electricity, gas, water and waste management",1009675.48,2016,12,951580.0685248162,943605.9537499999
108,2017-01-01,2017-01-01,4,"Electricity, gas, water and waste management",952866.92,2017,1,932010.3718321079,946337.0137499998
109,2017-02-01,2017-02-01,4,"Electricity, gas, water and waste management",949605.19,2017,2,948159.4465456494,948514.7216666666
110,2017-03-01,2017-03-01,4,"Electricity, gas, water and waste management",940479.91,2017,3,939877.5334466912,950742.1004166666
111,2017-04-01,2017-04-01,4,"Electricity, gas, water and waste management",939844.64,2017,4,952516.5058164828,953044.3641666665
112,2017-05-01,2017-05-01,4,"Electricity, gas, water and waste management",929823.3,2017,5,946615.7134466912,954808.5504166665
113,2017-06-01,2017-06-01,4,"Electricity, gas, water and waste management",927948.43,2017,6,963248.2309987745,955880.1579166666
114,2017-07-01,2017-07-01,4,"Electricity, gas, water and waste management",949382.13,2017,7,952166.8757245711,958446.6383333332
115,2017-08-01,2017-08-01,4,"Electricity, gas, water and waste management",950600.78,2017,8,960777.1736412378,961519.7595833333
116,2017-09-01,2017-09-01,4,"Electricity, gas, water and waste management",999108.95,2017,9,970141.8884941789,963809.0249999999
117,2017-10-01,2017-10-01,4,"Electricity, gas, water and waste management",959361.4,2017,10,972505.9503737745,966930.0204166665
118,2017-11-01,2017-11-01,4,"Electricity, gas, water and waste management",957909.5,2017,11,977006.8711550245,970318.4049999998
119,2017-12-01,2017-12-01,4,"Electricity, gas, water and waste management",1017586.01,2017,12,959490.5985248162,973295.2454166664
120,2018-01-01,2018-01-01,4,"Electricity, gas, water and waste management",1006551.92,2018,1,985695.3718321079,975666.7291666664
121,2018-02-01,2018-02-01,4,"Electricity, gas, water and waste management",969675.1,2018,2,968229.3565456495,978377.6637500001
122,2018-03-01,2018-03-01,4,"Electricity, gas, water and waste management",975352.37,2018,3,974749.9934466912,982337.2975
123,2018-04-01,2018-04-01,4,"Electricity, gas, water and waste management",979876.07,2018,4,992547.9358164828,986812.3470833332
124,2018-05-01,2018-05-01,4,"Electricity, gas, water and waste management",971113.1,2018,5,987905.5134466911,991323.0608333333
125,2018-06-01,2018-06-01,4,"Electricity, gas, water and waste management",958102.8,2018,6,993402.6009987745,1003399.4175
126,2018-07-01,2018-07-01,4,"Electricity, gas, water and waste management",976143.37,2018,7,978928.115724571,1021355.4029166667
127,2018-08-01,2018-08-01,4,"Electricity, gas, water and waste management",988901.97,2018,8,999078.3636412377,1038422.56
128,2018-09-01,2018-09-01,4,"Electricity, gas, water and waste management",1055838.97,2018,9,1026871.9084941789,1055505.10375
129,2018-10-01,2018-10-01,4,"Electricity, gas, water and waste management",1010032.57,2018,10,1023177.1203737744,1071071.8929166666
130,2018-11-01,2018-11-01,4,"Electricity, gas, water and waste management",1015495.46,2018,11,1034592.8311550245,1086950.1070833332
131,2018-12-01,2018-12-01,4,"Electricity, gas, water and waste management",1249832.61,2018,12,1191737.1985248164,1097657.1183333332
132,2019-01-01,2019-01-01,4,"Electricity, gas, water and waste management",1205248.97,2019,1,1184392.421832108,1107144.0404166668
133,2019-02-01,2019-02-01,4,"Electricity, gas, water and waste management",1180589.82,2019,2,1179144.0765456494,1121281.75875
134,2019-03-01,2019-03-01,4,"Electricity, gas, water and waste management",1174418.7,2019,3,1173816.323446691,1135303.0691666666
135,2019-04-01,2019-04-01,4,"Electricity, gas, water and waste management",1154412.68,2019,4,1167084.5458164827,1149274.2320833332
136,2019-05-01,2019-05-01,4,"Electricity, gas, water and waste management",1177653.63,2019,5,1194446.043446691,1163724.590833333
137,2019-06-01,2019-06-01,4,"Electricity, gas, water and waste management",1008530.54,2019,6,1043830.3409987745,1172677.3295833333
138,2019-07-01,2019-07-01,4,"Electricity, gas, water and waste management",1153401.76,2019,7,1156186.5057245712,1176050.5462500001
139,2019-08-01,2019-08-01,4,"Electricity, gas, water and waste management",1150948.82,2019,8,1161125.2136412377,1180027.1804166667
140,2019-09-01,2019-09-01,4,"Electricity, gas, water and waste management",1230303.57,2019,9,1201336.508494179,1185379.7795833335
141,2019-10-01,2019-10-01,4,"Electricity, gas, water and waste management",1170875.88,2019,10,1184020.4303737744,1191484.3925
142,2019-11-01,2019-11-01,4,"Electricity, gas, water and waste management",1201460.76,2019,11,1220558.1311550245,1195323.7612499997
143,2019-12-01,2019-12-01,4,"Electricity, gas, water and waste management",1278733.04,2019,12,1220637.6285248164,1205056.8191666668
144,2020-01-01,2020-01-01,4,"Electricity, gas, water and waste management",1257305.74,2020,1,1236449.191832108,1217311.1391666667
145,2020-02-01,2020-02-01,4,"Electricity, gas, water and waste management",1223972.27,2020,2,1222526.5265456494,1224636.51125
146,2020-03-01,2020-03-01,4,"Electricity, gas, water and waste management",1259498.63,2020,3,1258896.253446691,1230734.5795833333
147,2020-04-01,2020-04-01,4,"Electricity, gas, water and waste management",1215843.46,2020,4,1228515.3258164828,1235850.2399999998
148,2020-05-01,2020-05-01,4,"Electricity, gas, water and waste management",1208367.7,2020,5,1225160.113446691,1239629.41875
149,2020-06-01,2020-06-01,4,"Electricity, gas, water and waste management",1211409.86,2020,6,1246709.6609987747,1242793.9329166666
150,2020-07-01,2020-07-01,4,"Electricity, gas, water and waste management",1244626.12,2020,7,1247410.8657245713,1246387.3395833333
151,2020-08-01,2020-08-01,4,"Electricity, gas, water and waste management",1235533.39,2020,8,1245709.7836412375,1249730.714583333
152,2020-09-01,2020-09-01,4,"Electricity, gas, water and waste management",1292072.64,2020,9,1263105.5784941788,1254513.8058333334
153,2020-10-01,2020-10-01,4,"Electricity, gas, water and waste management",1231882.66,2020,10,1245027.2103737744,1259435.5816666665
154,2020-11-01,2020-11-01,4,"Electricity, gas, water and waste management",1231154.27,2020,11,1250251.6411550245,1263528.5983333334
155,2020-12-01,2020-12-01,4,"Electricity, gas, water and waste management",1324987.87,2020,12,1266892.4585248164,1268537.8358333337
156,2021-01-01,2021-01-01,4,"Electricity, gas, water and waste management",1297292.67,2021,1,1276436.1218321077,1273104.5258333334
157,2021-02-01,2021-02-01,4,"Electricity, gas, water and waste management",1264226.34,2021,2,1262780.5965456495,1276328.8358333334
158,2021-03-01,2021-03-01,4,"Electricity, gas, water and waste management",1334038.75,2021,3,1333436.373446691,1280169.3933333333
159,2021-04-01,2021-04-01,4,"Electricity, gas, water and waste management",1259425.96,2021,4,1272097.8258164828,1285234.4654166666
160,2021-05-01,2021-05-01,4,"Electricity, gas, water and waste management",1263017.6,2021,5,1279810.0134466912,1291567.2641666664
161,2021-06-01,2021-06-01,4,"Electricity, gas, water and waste management",1276981.66,2021,6,1312281.4609987745,1299906.7329166667
162,2021-07-01,2021-07-01,4,"Electricity, gas, water and waste management",1288654.88,2021,7,1291439.625724571,1308489.7133333331
163,2021-08-01,2021-08-01,4,"Electricity, gas, water and waste management",1268888.07,2021,8,1279064.4636412377,1317416.0825
164,2021-09-01,2021-09-01,4,"Electricity, gas, water and waste management",1350891.34,2021,9,1321924.278494179,1325566.2574999998
165,2021-10-01,2021-10-01,4,"Electricity, gas, water and waste management",1294625.69,2021,10,1307770.2403737744,1334008.1583333332
166,2021-11-01,2021-11-01,4,"Electricity, gas, water and waste management",1320398.41,2021,11,1339495.7811550244,1346337.0091666665
167,2021-12-01,2021-12-01,4,"Electricity, gas, water and waste management",1435890.98,2021,12,1377795.5685248163,1358945.8991666667
168,2022-01-01,2022-01-01,4,"Electricity, gas, water and waste management",1392381.09,2022,1,1371524.541832108,1371489.6637499998
169,2022-02-01,2022-02-01,4,"Electricity, gas, water and waste management",1383370.78,2022,2,1381925.0365456494,1387112.379583333
170,2022-03-01,2022-03-01,4,"Electricity, gas, water and waste management",1410498.51,2022,3,1409896.133446691,1404059.6499999997
171,2022-04-01,2022-04-01,4,"Electricity, gas, water and waste management",1385571.82,2022,4,1398243.6858164829,1420187.5566666666
172,2022-05-01,2022-05-01,4,"Electricity, gas, water and waste management",1432764.16,2022,5,1449556.573446691,1436446.06375
173,2022-06-01,2022-06-01,4,"Electricity, gas, water and waste management",1409848.46,2022,6,1445148.2609987746,1443983.44625
174,2022-07-01,2022-07-01,4,"Electricity, gas, water and waste management",1456838.43,2022,7,1459623.175724571,1442548.2791666666
175,2022-08-01,2022-08-01,4,"Electricity, gas, water and waste management",1475649.7,2022,8,1485826.0936412376,1440578.12875
176,2022-09-01,2022-09-01,4,"Electricity, gas, water and waste management",1550864.2,2022,9,1521897.138494179,1437356.3945833333
177,2022-10-01,2022-10-01,4,"Electricity, gas, water and waste management",1481722.59,2022,10,1494867.1403737746,1435437.4170833332
178,2022-11-01,2022-11-01,4,"Electricity, gas, water and waste management",1523505.68,2022,11,1542603.0511550244,1434819.9758333333
179,2022-12-01,2022-12-01,4,"Electricity, gas, water and waste management",1413680.89,2022,12,1355585.4785248162,1434479.0916666668
180,2023-01-01,2023-01-01,4,"Electricity, gas, water and waste management",1380147.17,2023,1,1359290.6218321077,1432813.62875
181,2023-02-01,2023-02-01,4,"Electricity, gas, water and waste management",1348321.09,2023,2,1346875.3465456495,1429216.0591666666
182,2023-03-01,2023-03-01,4,"Electricity, gas, water and waste management",1368226.58,2023,3,1367624.2034466912,1424998.4045833335
183,2023-04-01,2023-04-01,4,"Electricity, gas, water and waste management",1381788.29,2023,4,1394460.1558164828,1420454.6629166668
184,2023-05-01,2023-05-01,4,"Electricity, gas, water and waste management",1421729.1,2023,5,1438521.5134466912,1414745.47875
185,2023-06-01,2023-06-01,4,"Electricity, gas, water and waste management",1412702.3,2023,6,1448002.1009987746,1416595.2895833333
186,2023-07-01,2023-07-01,4,"Electricity, gas, water and waste management",1414013.48,2023,7,1416798.2257245712,1427286.4362499998
187,2023-08-01,2023-08-01,4,"Electricity, gas, water and waste management",1432132.98,2023,8,1442309.3736412376,1437805.8441666667
188,2023-09-01,2023-09-01,4,"Electricity, gas, water and waste management",1493157.21,2023,9,1464190.148494179,1447497.76875
189,2023-10-01,2023-10-01,4,"Electricity, gas, water and waste management",1430379.78,2023,10,1443524.3303737745,1456499.08125
190,2023-11-01,2023-11-01,4,"Electricity, gas, water and waste management",1437828.07,2023,11,1456925.4411550246,1463838.8525000003
191,2023-12-01,2023-12-01,4,"Electricity, gas, water and waste management",1543753.96,2023,12,1485658.5485248163,1469501.5945833332
192,2024-01-01,2024-01-01,4,"Electricity, gas, water and waste management",1506661.62,2024,1,1485805.0718321078,1477759.2758333334
193,2024-02-01,2024-02-01,4,"Electricity, gas, water and waste management",1474272.43,2024,2,1472826.6865456493,1487611.02625
194,2024-03-01,2024-03-01,4,"Electricity, gas, water and waste management",1474881.43,2024,3,1474279.053446691,1497746.885416667
195,2024-04-01,2024-04-01,4,"Electricity, gas, water and waste management",1491164.94,2024,4,1503836.8058164828,1508643.1908333336
196,2024-05-01,2024-05-01,4,"Electricity, gas, water and waste management",1488506.96,2024,5,1505299.373446691,1519554.2433333334
197,2024-06-01,2024-06-01,4,"Electricity, gas, water and waste management",1481830.25,2024,6,1517130.0509987746,1542093.4154166665
198,2024-07-01,2024-07-01,4,"Electricity, gas, water and waste management",1543069.88,2024,7,1545854.625724571,1573679.2220833332
199,2024-08-01,2024-08-01,4,"Electricity, gas, water and waste management",1539518.59,2024,8,1549694.9836412377,1605092.5358333332
200,2024-09-01,2024-09-01,4,"Electricity, gas, water and waste management",1629032.22,2024,9,1600065.158494179,1637931.0441666667
201,2024-10-01,2024-10-01,4,"Electricity, gas, water and waste management",1556016.1,2024,10,1569160.6503737746,
202,2024-11-01,2024-11-01,4,"Electricity, gas, water and waste management",1574057.01,2024,11,1593154.3811550245,
203,2024-12-01,2024-12-01,4,"Electricity, gas, water and waste management",1948465.15,2024,12,1890369.7385248162,
204,2025-01-01,2025-01-01,4,"Electricity, gas, water and waste management",1860009.79,2025,1,1839153.2418321078,
205,2025-02-01,2025-02-01,4,"Electricity, gas, water and waste management",1874843.79,2025,2,1873398.0465456494,
206,2025-03-01,2025-03-01,4,"Electricity, gas, water and waste management",1862434.27,2025,3,1861831.893446691,
0,2008-01-01,2008-01-01,5,Construction,395301.58,2008,1,399050.9772218393,
1,2008-02-01,2008-02-01,5,Construction,412952.2,2008,2,423707.14969579765,
2,2008-03-01,2008-03-01,5,Construction,416493.87,2008,3,422870.5903989226,
3,2008-04-01,2008-04-01,5,Construction,416072.17,2008,4,418281.5238885059,
4,2008-05-01,2008-05-01,5,Construction,418753.12,2008,5,420039.95727392257,
5,2008-06-01,2008-06-01,5,Construction,417455.28,2008,6,434639.04503433924,
6,2008-07-01,2008-07-01,5,Construction,425735.84,2008,7,423995.57056283194,420820.7154166666
7,2008-08-01,2008-08-01,5,Construction,411292.4,2008,8,413718.7360040084,422819.43833333324
8,2008-09-01,2008-09-01,5,Construction,427177.52,2008,9,405422.49499910645,424160.65874999994
9,2008-10-01,2008-10-01,5,Construction,423573.19,2008,10,430668.4831593393,425749.40249999997
10,2008-11-01,2008-11-01,5,Construction,421690.98,2008,11,424692.9456072559,427352.68166666664
11,2008-12-01,2008-12-01,5,Construction,447357.25,2008,12,416767.92615413095,428578.0716666666
12,2009-01-01,2009-01-01,5,Construction,427287.95,2009,1,431037.3472218393,429578.1820833333
13,2009-02-01,2009-02-01,5,Construction,428935.18,2009,2,439690.12969579763,431163.3566666667
14,2009-03-01,2009-03-01,5,Construction,432700.18,2009,3,439076.9003989226,433369.4691666667
15,2009-04-01,2009-04-01,5,Construction,437995.71,2009,4,440205.0638885059,435194.46875
16,2009-05-01,2009-05-01,5,Construction,435308.28,2009,5,436595.1172739226,436995.5520833334
17,2009-06-01,2009-06-01,5,Construction,430309.48,2009,6,447493.2450343392,439511.3445833333
18,2009-07-01,2009-07-01,5,Construction,436884.29,2009,7,435144.0205628319,442003.20083333325
19,2009-08-01,2009-08-01,5,Construction,438188.14,2009,8,440614.4760040084,444302.67041666666
20,2009-09-01,2009-09-01,5,Construction,453228.48,2009,9,431473.4549991064,446882.15499999997
21,2009-10-01,2009-10-01,5,Construction,441322.22,2009,10,448417.51315933926,449882.4154166666
22,2009-11-01,2009-11-01,5,Construction,447167.95,2009,11,450169.91560725594,453060.47666666657
23,2009-12-01,2009-12-01,5,Construction,482259.3,2009,12,451669.97615413094,455751.25499999995
24,2010-01-01,2010-01-01,5,Construction,452190.45,2010,1,455939.8472218393,458204.24374999997
25,2010-02-01,2010-02-01,5,Construction,459219.95,2010,2,469974.89969579765,460612.6779166665
26,2010-03-01,2010-03-01,5,Construction,464323.04,2010,3,470699.7603989226,463687.34666666656
27,2010-04-01,2010-04-01,5,Construction,478379.1,2010,4,480588.4538885059,467341.0416666666
28,2010-05-01,2010-05-01,5,Construction,471198.36,2010,5,472485.19727392256,470850.6658333333
29,2010-06-01,2010-06-01,5,Construction,458998.08,2010,6,476181.84503433923,475641.1383333333
30,2010-07-01,2010-07-01,5,Construction,467067.42,2010,7,465327.1505628319,481582.06375
31,2010-08-01,2010-08-01,5,Construction,465807.43,2010,8,468233.76600400836,487131.5808333333
32,2010-09-01,2010-09-01,5,Construction,499401.24,2010,9,477646.2149991064,492446.53958333324
33,2010-10-01,2010-10-01,5,Construction,482838.14,2010,10,489933.4331593393,497402.07749999996
34,2010-11-01,2010-11-01,5,Construction,489883.01,2010,11,492884.97560725594,502189.70375
35,2010-12-01,2010-12-01,5,Construction,554515.58,2010,12,523926.2561541309,507564.01999999996
36,2011-01-01,2011-01-01,5,Construction,522516.38,2011,1,526265.7772218393,513483.11249999993
37,2011-02-01,2011-02-01,5,Construction,522082.43,2011,2,532837.3796957976,519765.49666666664
38,2011-03-01,2011-03-01,5,Construction,529019.57,2011,3,535396.2903989225,526250.92125
39,2011-04-01,2011-04-01,5,Construction,532615.48,2011,4,534824.8338885059,532085.4058333333
40,2011-05-01,2011-05-01,5,Construction,531865.01,2011,5,533151.8472739226,537126.3391666666
41,2011-06-01,2011-06-01,5,Construction,527315.02,2011,6,544498.7850343393,541098.7479166667
42,2011-07-01,2011-07-01,5,Construction,540808.7,2011,7,539068.4305628318,542894.9679166668
43,2011-08-01,2011-08-01,5,Construction,542843.37,2011,8,545269.7060040084,543795.8225
44,2011-09-01,2011-09-01,5,Construction,578015.49,2011,9,556260.4649991064,545078.9708333334
45,2011-10-01,2011-10-01,5,Construction,544251.52,2011,10,551346.8131593392,546762.3920833333
46,2011-11-01,2011-11-01,5,Construction,549452.03,2011,11,552453.995607256,548783.56
47,2011-12-01,2011-12-01,5,Construction,590284.37,2011,12,559695.046154131,550683.0120833333
48,2012-01-01,2012-01-01,5,Construction,529856.87,2012,1,533606.2672218393,554757.8291666666
49,2012-02-01,2012-02-01,5,Construction,536362.45,2012,2,547117.3996957976,560901.9754166667
50,2012-03-01,2012-03-01,5,Construction,545535.11,2012,3,551911.8303989226,566785.6975
51,2012-04-01,2012-04-01,5,Construction,556502.05,2012,4,558711.403888506,572927.5404166665
52,2012-05-01,2012-05-01,5,Construction,556486.47,2012,5,557773.3072739226,577969.6229166667
53,2012-06-01,2012-06-01,5,Construction,548280.41,2012,6,565464.1750343393,581571.5691666666
54,2012-07-01,2012-07-01,5,Construction,617638.92,2012,7,615898.6505628319,587729.3483333334
55,2012-08-01,2012-08-01,5,Construction,613472.66,2012,8,615898.9960040085,596170.3816666666
56,2012-09-01,2012-09-01,5,Construction,648595.53,2012,9,626840.5049991064,604511.19875
57,2012-10-01,2012-10-01,5,Construction,621075.71,2012,10,628171.0031593392,613174.8466666666
58,2012-11-01,2012-11-01,5,Construction,593637.82,2012,11,596639.7856072559,621608.7229166665
59,2012-12-01,2012-12-01,5,Construction,632545.29,2012,12,601955.966154131,629895.1470833332
60,2013-01-01,2013-01-01,5,Construction,635382.65,2013,1,639132.0472218393,636535.1708333333
61,2013-02-01,2013-02-01,5,Construction,633421.47,2013,2,644176.4196957976,641957.41625
62,2013-03-01,2013-03-01,5,Construction,648655.7,2013,3,655032.4203989225,646136.82375
63,2013-04-01,2013-04-01,5,Construction,661309.01,2013,4,663518.363888506,648291.97875
64,2013-05-01,2013-05-01,5,Construction,654092.54,2013,5,655379.3772739227,651938.5054166667
65,2013-06-01,2013-06-01,5,Construction,649548.52,2013,6,666732.2850343393,656696.2079166668
66,2013-07-01,2013-07-01,5,Construction,675731.38,2013,7,673991.1105628319,659819.3849999999
67,2013-08-01,2013-08-01,5,Construction,685514.09,2013,8,687940.4260040084,661612.7770833331
68,2013-09-01,2013-09-01,5,Construction,676859.88,2013,9,655104.8549991064,662811.5108333332
69,2013-10-01,2013-10-01,5,Construction,644535.08,2013,10,651630.3731593392,663562.6466666667
70,2013-11-01,2013-11-01,5,Construction,657695.09,2013,11,660697.0556072559,664337.9508333334
71,2013-12-01,2013-12-01,5,Construction,682672.88,2013,12,652083.556154131,664931.3475
72,2014-01-01,2014-01-01,5,Construction,660211.31,2014,1,663960.7072218393,664209.51375
73,2014-02-01,2014-02-01,5,Construction,651634.22,2014,2,662389.1696957976,662104.18125
74,2014-03-01,2014-03-01,5,Construction,659212.56,2014,3,665589.2803989226,661414.9133333333
75,2014-04-01,2014-04-01,5,Construction,668779.41,2014,4,670988.763888506,662492.0270833333
76,2014-05-01,2014-05-01,5,Construction,665229.44,2014,5,666516.2772739226,663615.0804166667
77,2014-06-01,2014-06-01,5,Construction,652653.14,2014,6,669836.9050343393,664567.9970833333
78,2014-07-01,2014-07-01,5,Construction,655302.75,2014,7,653562.4805628319,665196.6504166668
79,2014-08-01,2014-08-01,5,Construction,655414.74,2014,8,657841.0760040084,665990.0487500001
80,2014-09-01,2014-09-01,5,Construction,690416.8,2014,9,668661.7749991064,666957.96875
81,2014-10-01,2014-10-01,5,Construction,656828.89,2014,10,663924.1831593392,667761.4933333334
82,2014-11-01,2014-11-01,5,Construction,672354.56,2014,11,675356.525607256,668453.53625
83,2014-12-01,2014-12-01,5,Construction,690883.41,2014,12,660294.086154131,669300.1520833333
84,2015-01-01,2015-01-01,5,Construction,667088.46,2015,1,670837.8572218393,671600.4595833333
85,2015-02-01,2015-02-01,5,Construction,663798.63,2015,2,674553.5796957976,674712.1695833334
86,2015-03-01,2015-03-01,5,Construction,670278.23,2015,3,676654.9503989225,677137.2858333334
87,2015-04-01,2015-04-01,5,Construction,676998.33,2015,4,679207.6838885059,679753.3858333334
88,2015-05-01,2015-05-01,5,Construction,673619.55,2015,5,674906.3872739227,682243.26125
