index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_sa,Avg_Taxable_Income_trend,Nominal_Wage_Growth_SA,Nominal_Wage_Growth_SA_Annual,Nominal_Wage_Growth_SA_Annual_cycle
74,2014-03-01,2014-03-01,4,"Electricity, gas, water and waste management",808125.92,2014,3,807523.5434466912,820724.5108333332,-2.7512774037852017,-12.805207248491469,-18.553081791860453
75,2014-04-01,2014-04-01,4,"Electricity, gas, water and waste management",810666.71,2014,4,823338.5758164828,823343.5325,1.9584608397037462,-10.502694477416485,-16.13798954139021
76,2014-05-01,2014-05-01,4,"Electricity, gas, water and waste management",817024.02,2014,5,833816.4334466911,825609.0187499999,1.2726061838919334,-7.674499534393631,-13.20465503791289
77,2014-06-01,2014-06-01,4,"Electricity, gas, water and waste management",818798.25,2014,6,854098.0509987745,828454.0599999999,2.4323840042641764,-6.871813805415128,-12.30457044887049
78,2014-07-01,2014-07-01,4,"Electricity, gas, water and waste management",809651.63,2014,7,812436.3757245711,830455.26125,-4.877856263163771,-11.226122311787778,-16.569419689249223
79,2014-08-01,2014-08-01,4,"Electricity, gas, water and waste management",810158.48,2014,8,820334.8736412377,831661.18625,0.9721989503020945,-11.383423187223407,-16.645304843767118
80,2014-09-01,2014-09-01,4,"Electricity, gas, water and waste management",871630.4,2014,9,842663.338494179,833277.5479166666,2.7218719538072866,5.752246317927168,0.5637607366793818
81,2014-10-01,2014-10-01,4,"Electricity, gas, water and waste management",817524.29,2014,10,830668.8403737745,835750.905,-1.4234033418183745,2.0919394821436343,-3.031017333981506
82,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",832362.47,2014,11,851459.8411550245,837515.70625,2.5029229183430868,4.5879165111756715,-0.4772308645572556
83,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",888192.2,2014,12,830096.7885248162,838676.0758333334,-2.508991216923262,3.8703251440415753,-1.1445607431072942
84,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",858062.96,2015,1,837206.4118321078,841598.8216666668,0.8564812447866776,2.0849073085164482,-2.8870899865973225
85,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",843658.76,2015,2,842213.0165456495,846005.2570833333,0.5980131832227009,1.4263183750456765,-3.5099793378355377
86,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",835074.89,2015,3,834472.5134466912,849402.0283333334,-0.9190671417910523,3.3372364457605386,-1.570344531015337
87,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",843078.31,2015,4,855750.1758164829,853024.9145833332,2.5498338203983284,3.9366065130445715,-0.9490073269039572
88,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",826967.65,2015,5,843760.0634466911,856937.7266666668,-1.401122980588554,1.1925442580804857,-3.6776066806135113
89,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",836703.49,2015,6,872003.2909987745,861292.9783333334,3.347305564180414,2.096391623779237,-2.7645479629404672
90,2015-07-01,2015-07-01,4,"Electricity, gas, water and waste management",861892.29,2015,7,864677.0357245711,866412.1258333334,-0.8401637183974464,6.430123214683636,1.5724244935453182
91,2015-08-01,2015-08-01,4,"Electricity, gas, water and waste management",863672.27,2015,8,873848.6636412378,870917.4824999999,1.0606998379436794,6.523407905660195,1.6632819579862925
92,2015-09-01,2015-09-01,4,"Electricity, gas, water and waste management",899639.12,2015,9,870672.0584941789,875951.6129166665,-0.3635189111375725,3.323832747969191,-1.5440982569863744
93,2015-10-01,2015-10-01,4,"Electricity, gas, water and waste management",876464.84,2015,10,889609.3903737745,881064.8733333332,2.1750246484706803,7.095553262053089,2.2147167964749475
94,2015-11-01,2015-11-01,4,"Electricity, gas, water and waste management",867329.41,2015,11,886426.7811550245,885976.0545833331,-0.357753554895901,4.106704545521089,-0.791848442276974
95,2015-12-01,2015-12-01,4,"Electricity, gas, water and waste management",957751.3,2015,12,899655.8885248163,890824.8220833334,1.4924083580320158,8.379637285865794,3.458828967129862
96,2016-01-01,2016-01-01,4,"Electricity, gas, water and waste management",911363.4,2016,1,890506.8518321079,895541.0445833332,-1.0169484587835287,6.366463424875057,1.4191393293043948
97,2016-02-01,2016-02-01,4,"Electricity, gas, water and waste management",898486.88,2016,2,897041.1365456495,900630.7679166667,0.7337714134482143,6.510006248167288,1.5321576041909992
98,2016-03-01,2016-03-01,4,"Electricity, gas, water and waste management",901065.9,2016,3,900463.5234466912,906169.9866666667,0.38151950469302864,7.908110685087988,2.895969445311999
99,2016-04-01,2016-04-01,4,"Electricity, gas, water and waste management",899805.55,2016,4,912477.4158164829,911466.3225,1.334189787478146,6.628948681883218,1.5789757008865424
100,2016-05-01,2016-05-01,4,"Electricity, gas, water and waste management",888108.76,2016,5,904901.1734466911,916930.3300000001,-0.8302936860100307,7.246267351199753,2.1551300400912385
101,2016-06-01,2016-06-01,4,"Electricity, gas, water and waste management",891932.8,2016,6,927232.6009987745,922126.0058333332,2.4678305440830606,6.333612564322033,1.1981727072858765
102,2016-07-01,2016-07-01,4,"Electricity, gas, water and waste management",919852.32,2016,7,922637.065724571,926018.8266666667,-0.4956183884446519,6.703084227445832,1.5203813526517678
103,2016-08-01,2016-08-01,4,"Electricity, gas, water and waste management",927865.6,2016,8,938041.9936412377,929878.0695833333,1.669662805554939,7.346046594900413,2.1132887293439326
104,2016-09-01,2016-09-01,4,"Electricity, gas, water and waste management",968387.04,2016,9,939419.978494179,933650.2495833333,0.1469001241183543,7.895960290594273,2.6105122287590294
105,2016-10-01,2016-10-01,4,"Electricity, gas, water and waste management",934828.98,2016,10,947973.5303737745,936960.7954166665,0.9105141550540763,6.560647923857688,1.2200149214752978
106,2016-11-01,2016-11-01,4,"Electricity, gas, water and waste management",940101.45,2016,11,959198.8211550245,940367.1966666665,1.184135465979086,8.209594018039157,2.8114016492479283
107,2016-12-01,2016-12-01,4,"Electricity, gas, water and waste management",1009675.48,2016,12,951580.0685248162,943605.9537499999,-0.794282943450042,5.771560066720749,0.3135448103703009
108,2017-01-01,2017-01-01,4,"Electricity, gas, water and waste management",952866.92,2017,1,932010.3718321079,946337.0137499998,-2.0565475612626227,4.660662623158007,-0.8593498301046942
109,2017-02-01,2017-02-01,4,"Electricity, gas, water and waste management",949605.19,2017,2,948159.4465456494,948514.7216666666,1.7327140557241272,5.698546913561597,0.11444974650371886
110,2017-03-01,2017-03-01,4,"Electricity, gas, water and waste management",940479.91,2017,3,939877.5334466912,950742.1004166666,-0.8734726136127247,4.377080134144196,-1.2730958403359498
111,2017-04-01,2017-04-01,4,"Electricity, gas, water and waste management",939844.64,2017,4,952516.5058164828,953044.3641666665,1.3447467271020308,4.3879540803947625,-1.3302022549787962
112,2017-05-01,2017-05-01,4,"Electricity, gas, water and waste management",929823.3,2017,5,946615.7134466912,954808.5504166665,-0.6194950254151843,4.609844834338417,-1.1780910519733885
113,2017-06-01,2017-06-01,4,"Electricity, gas, water and waste management",927948.43,2017,6,963248.2309987745,955880.1579166666,1.7570506506302541,3.884206612365171,-1.9751953875971093
114,2017-07-01,2017-07-01,4,"Electricity, gas, water and waste management",949382.13,2017,7,952166.8757245711,958446.6383333332,-1.1504153257269278,3.200587868948168,-2.7318450898354776
115,2017-08-01,2017-08-01,4,"Electricity, gas, water and waste management",950600.78,2017,8,960777.1736412378,961519.7595833333,0.9042845467728045,2.4236846702084147,-3.5832071343210004
116,2017-09-01,2017-09-01,4,"Electricity, gas, water and waste management",999108.95,2017,9,970141.8884941789,963809.0249999999,0.9747020547386631,3.270306221211605,-2.8123142786898763
117,2017-10-01,2017-10-01,4,"Electricity, gas, water and waste management",959361.4,2017,10,972505.9503737745,966930.0204166665,0.24368207451233026,2.587880274497456,-3.5715530849010824
118,2017-11-01,2017-11-01,4,"Electricity, gas, water and waste management",957909.5,2017,11,977006.8711550245,970318.4049999998,0.4628167858016896,1.8565546169621472,-4.380568380601275
119,2017-12-01,2017-12-01,4,"Electricity, gas, water and waste management",1017586.01,2017,12,959490.5985248162,973295.2454166664,-1.7928505056981292,0.8313047174541177,-5.484149753204876
120,2018-01-01,2018-01-01,4,"Electricity, gas, water and waste management",1006551.92,2018,1,985695.3718321079,975666.7291666664,2.7311130872549105,5.760129031017991,-0.634030003248176
121,2018-02-01,2018-02-01,4,"Electricity, gas, water and waste management",969675.1,2018,2,968229.3565456495,978377.6637500001,-1.7719485944216684,2.116723096850337,-4.356202531145203
122,2018-03-01,2018-03-01,4,"Electricity, gas, water and waste management",975352.37,2018,3,974749.9934466912,982337.2975,0.6734599459270019,3.710319563881548,-2.8411187353693483
123,2018-04-01,2018-04-01,4,"Electricity, gas, water and waste management",979876.07,2018,4,992547.9358164828,986812.3470833332,1.825898177937768,4.202701974774237,-2.4266455079879314
124,2018-05-01,2018-05-01,4,"Electricity, gas, water and waste management",971113.1,2018,5,987905.5134466911,991323.0608333333,-0.46772777437421587,4.36183336210012,-2.3444483289467017
125,2018-06-01,2018-06-01,4,"Electricity, gas, water and waste management",958102.8,2018,6,993402.6009987745,1003399.4175,0.5564385943048977,3.1304879707625854,-3.6513627417431644
126,2018-07-01,2018-07-01,4,"Electricity, gas, water and waste management",976143.37,2018,7,978928.115724571,1021355.4029166667,-1.4570613424658596,2.810561959492186,-4.045084286168572
127,2018-08-01,2018-08-01,4,"Electricity, gas, water and waste management",988901.97,2018,8,999078.3636412377,1038422.56,2.0583991401403434,3.9864800133461387,-2.9407518015922856
128,2018-09-01,2018-09-01,4,"Electricity, gas, water and waste management",1055838.97,2018,9,1026871.9084941789,1055505.10375,2.7819184024409083,5.84760030185425,-1.1485394308409687
129,2018-10-01,2018-10-01,4,"Electricity, gas, water and waste management",1010032.57,2018,10,1023177.1203737744,1071071.8929166666,-0.35981002984321053,5.210371204466657,-1.8515084158348305
130,2018-11-01,2018-11-01,4,"Electricity, gas, water and waste management",1015495.46,2018,11,1034592.8311550245,1086950.1070833332,1.1157120848323654,5.894120266720471,-1.2298319702201388
131,2018-12-01,2018-12-01,4,"Electricity, gas, water and waste management",1249832.61,2018,12,1191737.1985248164,1097657.1183333332,15.189006016439844,24.20519808709656,17.02335403163097
132,2019-01-01,2019-01-01,4,"Electricity, gas, water and waste management",1205248.97,2019,1,1184392.421832108,1107144.0404166668,-0.6163084194904855,20.15805853188524,12.923026472600016
133,2019-02-01,2019-02-01,4,"Electricity, gas, water and waste management",1180589.82,2019,2,1179144.0765456494,1121281.75875,-0.4431255375933585,21.78354938053935,14.500424795690684
134,2019-03-01,2019-03-01,4,"Electricity, gas, water and waste management",1174418.7,2019,3,1173816.323446691,1135303.0691666666,-0.45183224043038317,20.422296110626938,13.096466427311423
135,2019-04-01,2019-04-01,4,"Electricity, gas, water and waste management",1154412.68,2019,4,1167084.5458164827,1149274.2320833332,-0.5734949749584106,17.584703337922303,10.221736046083137
136,2019-05-01,2019-05-01,4,"Electricity, gas, water and waste management",1177653.63,2019,5,1194446.043446691,1163724.590833333,2.344431491984711,20.9069113582941,13.512452957739406
137,2019-06-01,2019-06-01,4,"Electricity, gas, water and waste management",1008530.54,2019,6,1043830.3409987745,1172677.3295833333,-12.609669836010351,5.0762641399669794,-2.344038731050313
138,2019-07-01,2019-07-01,4,"Electricity, gas, water and waste management",1153401.76,2019,7,1156186.5057245712,1176050.5462500001,10.763833959673018,18.10739595203057,10.666791124494114
139,2019-08-01,2019-08-01,4,"Electricity, gas, water and waste management",1150948.82,2019,8,1161125.2136412377,1180027.1804166667,0.4271549522688378,16.219633604055296,8.764183296352225
140,2019-09-01,2019-09-01,4,"Electricity, gas, water and waste management",1230303.57,2019,9,1201336.508494179,1185379.7795833335,3.4631316571655857,16.98990872735411,9.524901072759004
141,2019-10-01,2019-10-01,4,"Electricity, gas, water and waste management",1170875.88,2019,10,1184020.4303737744,1191484.3925,-1.441401139311882,15.719986969728428,8.250474133566799
142,2019-11-01,2019-11-01,4,"Electricity, gas, water and waste management",1201460.76,2019,11,1220558.1311550245,1195323.7612499997,3.0859012094677896,17.974733093055306,10.50545777809655
143,2019-12-01,2019-12-01,4,"Electricity, gas, water and waste management",1278733.04,2019,12,1220637.6285248164,1205056.8191666668,0.006513198164248557,2.4250673752379326,-5.039600839370515
144,2020-01-01,2020-01-01,4,"Electricity, gas, water and waste management",1257305.74,2020,1,1236449.191832108,1217311.1391666667,1.2953527679136378,4.3952299120146865,-3.0609158073489793
145,2020-02-01,2020-02-01,4,"Electricity, gas, water and waste management",1223972.27,2020,2,1222526.5265456494,1224636.51125,-1.1260200078119342,3.6791475158057585,-3.7649756118626696
146,2020-03-01,2020-03-01,4,"Electricity, gas, water and waste management",1259498.63,2020,3,1258896.253446691,1230734.5795833333,2.9749642327849823,7.248146775653863,-0.18084534413536257
147,2020-04-01,2020-04-01,4,"Electricity, gas, water and waste management",1215843.46,2020,4,1228515.3258164828,1235850.2399999998,-2.413298756512239,5.263610097503557,-2.1475052277512425
148,2020-05-01,2020-05-01,4,"Electricity, gas, water and waste management",1208367.7,2020,5,1225160.113446691,1239629.41875,-0.2731111528919472,2.571407069286402,-4.819446908895888
149,2020-06-01,2020-06-01,4,"Electricity, gas, water and waste management",1211409.86,2020,6,1246709.6609987747,1242793.9329166666,1.7589168399760657,19.436043582128292,12.067490839695848
150,2020-07-01,2020-07-01,4,"Electricity, gas, water and waste management",1244626.12,2020,7,1247410.8657245713,1246387.3395833333,0.05624442865348467,7.890107655497203,0.5455885607215407
151,2020-08-01,2020-08-01,4,"Electricity, gas, water and waste management",1235533.39,2020,8,1245709.7836412375,1249730.714583333,-0.13636902884806013,7.284707024382531,-0.034446600955059026
152,2020-09-01,2020-09-01,4,"Electricity, gas, water and waste management",1292072.64,2020,9,1263105.5784941788,1254513.8058333334,1.3964564685438274,5.141695899796184,-2.1511652342359646
153,2020-10-01,2020-10-01,4,"Electricity, gas, water and waste management",1231882.66,2020,10,1245027.2103737744,1259435.5816666665,-1.4312634215388975,5.152510753614381,-2.1135354013672076
154,2020-11-01,2020-11-01,4,"Electricity, gas, water and waste management",1231154.27,2020,11,1250251.6411550245,1263528.5983333334,0.4196238232963445,2.432781302427678,-4.806315321383307
155,2020-12-01,2020-12-01,4,"Electricity, gas, water and waste management",1324987.87,2020,12,1266892.4585248164,1268537.8358333337,1.3309974425963267,3.7893989927133997,-3.422985175288484
156,2021-01-01,2021-01-01,4,"Electricity, gas, water and waste management",1297292.67,2021,1,1276436.1218321077,1273104.5258333334,0.7533128201271388,3.2340131939226024,-3.9522301353468583
157,2021-02-01,2021-02-01,4,"Electricity, gas, water and waste management",1264226.34,2021,2,1262780.5965456495,1276328.8358333334,-1.0698165817227157,3.292695015276381,-3.868287222129865
158,2021-03-01,2021-03-01,4,"Electricity, gas, water and waste management",1334038.75,2021,3,1333436.373446691,1280169.3933333333,5.595253608926298,5.921069333228934,-1.2158091933729391
159,2021-04-01,2021-04-01,4,"Electricity, gas, water and waste management",1259425.96,2021,4,1272097.8258164828,1285234.4654166666,-4.600035581124828,3.547574790817909,-3.5666051923328324
160,2021-05-01,2021-05-01,4,"Electricity, gas, water and waste management",1263017.6,2021,5,1279810.0134466912,1291567.2641666664,0.6062574334846138,4.460633300104422,-2.6324917119990507
161,2021-06-01,2021-06-01,4,"Electricity, gas, water and waste management",1276981.66,2021,6,1312281.4609987745,1299906.7329166667,2.53720843022891,5.259588663768633,-1.8143358346402652
162,2021-07-01,2021-07-01,4,"Electricity, gas, water and waste management",1288654.88,2021,7,1291439.625724571,1308489.7133333331,-1.5882138012024316,3.5296117109277603,-3.527157303652036
163,2021-08-01,2021-08-01,4,"Electricity, gas, water and waste management",1268888.07,2021,8,1279064.4636412377,1317416.0825,-0.9582454988083744,2.677564264005672,-4.364270869618378
164,2021-09-01,2021-09-01,4,"Electricity, gas, water and waste management",1350891.34,2021,9,1321924.278494179,1325566.2574999998,3.3508721468914926,4.656673282222479,-2.372598930607124
165,2021-10-01,2021-10-01,4,"Electricity, gas, water and waste management",1294625.69,2021,10,1307770.2403737744,1334008.1583333332,-1.0707147414319107,5.039490661506396,-1.9797052730484568
166,2021-11-01,2021-11-01,4,"Electricity, gas, water and waste management",1320398.41,2021,11,1339495.7811550244,1346337.0091666665,2.4259261911467433,7.138094209382784,0.12639053531510314
167,2021-12-01,2021-12-01,4,"Electricity, gas, water and waste management",1435890.98,2021,12,1377795.5685248163,1358945.8991666667,2.8592689808075944,8.75394823402269,1.7470707028903742
168,2022-01-01,2022-01-01,4,"Electricity, gas, water and waste management",1392381.09,2022,1,1371524.541832108,1371489.6637499998,-0.4551492860020212,7.4495243728700755,0.4447237921214695
169,2022-02-01,2022-02-01,4,"Electricity, gas, water and waste management",1383370.78,2022,2,1381925.0365456494,1387112.379583333,0.7583163404169424,9.435086374142966,2.429516995742749
170,2022-03-01,2022-03-01,4,"Electricity, gas, water and waste management",1410498.51,2022,3,1409896.133446691,1404059.6499999997,2.024067598555135,5.734038872988401,-1.275245038093158
171,2022-04-01,2022-04-01,4,"Electricity, gas, water and waste management",1385571.82,2022,4,1398243.6858164829,1420187.5566666666,-0.8264756072294599,9.916364719752169,2.900301807692008
172,2022-05-01,2022-05-01,4,"Electricity, gas, water and waste management",1432764.16,2022,5,1449556.573446691,1436446.06375,3.669810073216584,13.263418649370529,6.2374033746206665
173,2022-06-01,2022-06-01,4,"Electricity, gas, water and waste management",1409848.46,2022,6,1445148.2609987746,1443983.44625,-0.3041145498333009,10.124870612656167,3.08559834121969
174,2022-07-01,2022-07-01,4,"Electricity, gas, water and waste management",1456838.43,2022,7,1459623.175724571,1442548.2791666666,1.0016214333464113,13.022951026892926,5.966937724374649
175,2022-08-01,2022-08-01,4,"Electricity, gas, water and waste management",1475649.7,2022,8,1485826.0936412376,1440578.12875,1.7951837400539405,16.16506719382942,9.08862561680671
176,2022-09-01,2022-09-01,4,"Electricity, gas, water and waste management",1550864.2,2022,9,1521897.138494179,1437356.3945833333,2.4276760926000396,15.127406558247912,8.02660021308455
177,2022-10-01,2022-10-01,4,"Electricity, gas, water and waste management",1481722.59,2022,10,1494867.1403737746,1435437.4170833332,-1.7760726028533513,14.306557392415197,7.177130406977284
178,2022-11-01,2022-11-01,4,"Electricity, gas, water and waste management",1523505.68,2022,11,1542603.0511550244,1434819.9758333333,3.1933212987285353,15.162964516757494,8.000279706769847
179,2022-12-01,2022-12-01,4,"Electricity, gas, water and waste management",1413680.89,2022,12,1355585.4785248162,1434479.0916666668,-12.1235059460163,-1.612001846092459,-8.813018356138961
180,2023-01-01,2023-01-01,4,"Electricity, gas, water and waste management",1380147.17,2023,1,1359290.6218321077,1432813.62875,0.27332421053398726,-0.8919942463193609,-8.136914753721069
181,2023-02-01,2023-02-01,4,"Electricity, gas, water and waste management",1348321.09,2023,2,1346875.3465456495,1429216.0591666666,-0.9133643009854975,-2.5362945943589232,-9.831121816514573
182,2023-03-01,2023-03-01,4,"Electricity, gas, water and waste management",1368226.58,2023,3,1367624.2034466912,1424998.4045833335,1.5405179814343306,-2.998230082145148,-10.349334371719799
183,2023-04-01,2023-04-01,4,"Electricity, gas, water and waste management",1381788.29,2023,4,1394460.1558164828,1420454.6629166668,1.9622314596480228,-0.270591602764203,-7.684635090267815
184,2023-05-01,2023-05-01,4,"Electricity, gas, water and waste management",1421729.1,2023,5,1438521.5134466912,1414745.47875,3.1597430336336663,-0.7612714261824971,-8.245128163994842
185,2023-06-01,2023-06-01,4,"Electricity, gas, water and waste management",1412702.3,2023,6,1448002.1009987746,1416595.2895833333,0.6590508006632412,0.19747731613555253,-7.363219351211261
186,2023-07-01,2023-07-01,4,"Electricity, gas, water and waste management",1414013.48,2023,7,1416798.2257245712,1427286.4362499998,-2.154960635256009,-2.9339730083924764,-10.578625291529384
187,2023-08-01,2023-08-01,4,"Electricity, gas, water and waste management",1432132.98,2023,8,1442309.3736412376,1437805.8441666667,1.8006196968251897,-2.9287895929567265,-10.664545370205115
188,2023-09-01,2023-09-01,4,"Electricity, gas, water and waste management",1493157.21,2023,9,1464190.148494179,1447497.76875,1.5170652879902713,-3.791779913397919,-11.625737629949779
189,2023-10-01,2023-10-01,4,"Electricity, gas, water and waste management",1430379.78,2023,10,1443524.3303737745,1456499.08125,-1.4114162796176277,-3.4346069034042914,-11.373733283163503
190,2023-11-01,2023-11-01,4,"Electricity, gas, water and waste management",1437828.07,2023,11,1456925.4411550246,1463838.8525000003,0.9283605755214364,-5.55409312433609,-13.605133465152761
191,2023-12-01,2023-12-01,4,"Electricity, gas, water and waste management",1543753.96,2023,12,1485658.5485248163,1469501.5945833332,1.972174179827113,9.595342533585494,1.4259521202027123
192,2024-01-01,2024-01-01,4,"Electricity, gas, water and waste management",1506661.62,2024,1,1485805.0718321078,1477759.2758333334,0.009862515679470718,9.307387836567194,1.013625403332778
193,2024-02-01,2024-02-01,4,"Electricity, gas, water and waste management",1474272.43,2024,2,1472826.6865456493,1487611.02625,-0.873491787886771,9.351373185575707,0.9276199467102852
194,2024-03-01,2024-03-01,4,"Electricity, gas, water and waste management",1474881.43,2024,3,1474279.053446691,1497746.885416667,0.09861084907742956,7.79854946491938,-0.7604180250339327
195,2024-04-01,2024-04-01,4,"Electricity, gas, water and waste management",1491164.94,2024,4,1503836.8058164828,1508643.1908333336,2.004895362291781,7.843655449298792,-0.8553615544381383
196,2024-05-01,2024-05-01,4,"Electricity, gas, water and waste management",1488506.96,2024,5,1505299.373446691,1519554.2433333334,0.0972557410851671,4.642117575287452,-4.201390154744624
197,2024-06-01,2024-06-01,4,"Electricity, gas, water and waste management",1481830.25,2024,6,1517130.0509987746,1542093.4154166665,0.7859351940733728,4.774022769187858,-4.2180162494547035
198,2024-07-01,2024-07-01,4,"Electricity, gas, water and waste management",1543069.88,2024,7,1545854.625724571,1573679.2220833332,1.8933495323546046,9.109017618510817,-0.035160182727468126
199,2024-08-01,2024-08-01,4,"Electricity, gas, water and waste management",1539518.59,2024,8,1549694.9836412377,1605092.5358333332,0.24842943526248717,7.445393614054918,-1.8540648490125573
200,2024-09-01,2024-09-01,4,"Electricity, gas, water and waste management",1629032.22,2024,9,1600065.158494179,1637931.0441666667,3.250328315226847,9.279874621458028,-0.17754049662261728
201,2024-10-01,2024-10-01,4,"Electricity, gas, water and waste management",1556016.1,2024,10,1569160.6503737746,,-1.9314531009155034,8.703443188066595,-0.9141243861057848
202,2024-11-01,2024-11-01,4,"Electricity, gas, water and waste management",1574057.01,2024,11,1593154.3811550245,,1.5290805804704988,9.350440053541798,-0.42899421578422015
203,2024-12-01,2024-12-01,4,"Electricity, gas, water and waste management",1948465.15,2024,12,1890369.7385248162,,18.65577880495881,27.241198214883067,17.298671626787076
204,2025-01-01,2025-01-01,4,"Electricity, gas, water and waste management",1860009.79,2025,1,1839153.2418321078,,-2.709337525296829,23.78159670462663,13.67524409973045
205,2025-02-01,2025-02-01,4,"Electricity, gas, water and waste management",1874843.79,2025,2,1873398.0465456494,,1.8619875676823883,27.197453961096784,16.926900089551797
206,2025-03-01,2025-03-01,4,"Electricity, gas, water and waste management",1862434.27,2025,3,1861831.893446691,,-0.6173889804297117,26.287617604953905,15.85274014623429
0,2008-01-01,2008-01-01,5,Construction,395301.58,2008,1,399050.9772218393,,,,
1,2008-02-01,2008-02-01,5,Construction,412952.2,2008,2,423707.14969579765,,6.178702441881634,,
2,2008-03-01,2008-03-01,5,Construction,416493.87,2008,3,422870.5903989226,,-0.19743808842396238,,
3,2008-04-01,2008-04-01,5,Construction,416072.17,2008,4,418281.5238885059,,-1.085217703621233,,
4,2008-05-01,2008-05-01,5,Construction,418753.12,2008,5,420039.95727392257,,0.4203947066725888,,
5,2008-06-01,2008-06-01,5,Construction,417455.28,2008,6,434639.04503433924,,3.4756426162799725,,
6,2008-07-01,2008-07-01,5,Construction,425735.84,2008,7,423995.57056283194,420820.7154166666,-2.4488077159902644,,
7,2008-08-01,2008-08-01,5,Construction,411292.4,2008,8,413718.7360040084,422819.43833333324,-2.423807056564664,,
8,2008-09-01,2008-09-01,5,Construction,427177.52,2008,9,405422.49499910645,424160.65874999994,-2.0052853020467443,,
9,2008-10-01,2008-10-01,5,Construction,423573.19,2008,10,430668.4831593393,425749.40249999997,6.2270812477458914,,
10,2008-11-01,2008-11-01,5,Construction,421690.98,2008,11,424692.9456072559,427352.68166666664,-1.387502867228052,,
11,2008-12-01,2008-12-01,5,Construction,447357.25,2008,12,416767.92615413095,428578.0716666666,-1.8660586513376654,,
12,2009-01-01,2009-01-01,5,Construction,427287.95,2009,1,431037.3472218393,429578.1820833333,3.4238289878456563,8.015609991156158,0.6348855849819879
13,2009-02-01,2009-02-01,5,Construction,428935.18,2009,2,439690.12969579763,431163.3566666667,2.0074321934579586,3.7721761389853947,-3.6852292625875593
14,2009-03-01,2009-03-01,5,Construction,432700.18,2009,3,439076.9003989226,433369.4691666667,-0.1394685155428177,3.83245143265023,-3.7016398631300333
15,2009-04-01,2009-04-01,5,Construction,437995.71,2009,4,440205.0638885059,435194.46875,0.2569398409614232,5.241335977786066,-2.3694225744075794
16,2009-05-01,2009-05-01,5,Construction,435308.28,2009,5,436595.1172739226,436995.5520833334,-0.8200602198201068,3.9413297981086615,-3.7460252740660023
17,2009-06-01,2009-06-01,5,Construction,430309.48,2009,6,447493.2450343392,439511.3445833333,2.4961634542465694,2.9574425369410573,-4.806367937562232
18,2009-07-01,2009-07-01,5,Construction,436884.29,2009,7,435144.0205628319,442003.20083333325,-2.7596448904071536,2.6293788836522447,-5.210646589791248
19,2009-08-01,2009-08-01,5,Construction,438188.14,2009,8,440614.4760040084,444302.67041666666,1.2571597408372437,6.500972196661503,-1.4148915004253855
20,2009-09-01,2009-09-01,5,Construction,453228.48,2009,9,431473.4549991064,446882.15499999997,-2.0746075089958738,6.425632598422393,-1.5655159694962943
21,2009-10-01,2009-10-01,5,Construction,441322.22,2009,10,448417.51315933926,449882.4154166666,3.9270221525604443,4.121274412697895,-3.9444181783535193
22,2009-11-01,2009-11-01,5,Construction,447167.95,2009,11,450169.91560725594,453060.47666666657,0.3907970577621045,5.998915278324501,-2.1403809136745586
23,2009-12-01,2009-12-01,5,Construction,482259.3,2009,12,451669.97615413094,455751.25499999995,0.3332209672100239,8.374456816307973,0.1627274553578104
24,2010-01-01,2010-01-01,5,Construction,452190.45,2010,1,455939.8472218393,458204.24374999997,0.9453519811224442,5.77734160636052,-2.505403966447912
25,2010-02-01,2010-02-01,5,Construction,459219.95,2010,2,469974.89969579765,460612.6779166665,3.078268451305055,6.887752977523687,-1.4643465805669829
26,2010-03-01,2010-03-01,5,Construction,464323.04,2010,3,470699.7603989226,463687.34666666656,0.15423391836333344,7.2021233572681975,-1.2174033582247432
27,2010-04-01,2010-04-01,5,Construction,478379.1,2010,4,480588.4538885059,467341.0416666666,2.100849484436207,9.17376770800351,0.6890165632627276
28,2010-05-01,2010-05-01,5,Construction,471198.36,2010,5,472485.19727392256,470850.6658333333,-1.686111380541666,8.220449240040928,-0.3270383119743734
29,2010-06-01,2010-06-01,5,Construction,458998.08,2010,6,476181.84503433923,475641.1383333333,0.7823838253018467,6.410957107922055,-2.196498852061378
30,2010-07-01,2010-07-01,5,Construction,467067.42,2010,7,465327.1505628319,481582.06375,-2.2795271564216346,6.936354074441842,-1.7280197934265038
31,2010-08-01,2010-08-01,5,Construction,465807.43,2010,8,468233.76600400836,487131.5808333333,0.6246391248954097,6.268357374565414,-2.4495844520341796
32,2010-09-01,2010-09-01,5,Construction,499401.24,2010,9,477646.2149991064,492446.53958333324,2.0102029538419774,10.701182069264403,1.9333350156437241
33,2010-10-01,2010-10-01,5,Construction,482838.14,2010,10,489933.4331593393,497402.07749999996,2.572451696336775,9.25831814807998,0.444560282819479
