index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend,Real_Avg_Wage_sa_cycle
180,2023-01-01,2023-01-01,3,Manufacturing,1223448.49,2023,1,1197574.9853815616,1246673.0379166668,-91898.74298392562
181,2023-02-01,2023-02-01,3,Manufacturing,1196618.7,2023,2,1200642.9055898949,1244082.2354166664,-90024.95202716207
182,2023-03-01,2023-03-01,3,Manufacturing,1188627.62,2023,3,1199135.6464232283,1241559.19625,-92751.16189589654
183,2023-04-01,2023-04-01,3,Manufacturing,1194675.14,2023,4,1208107.5914232282,1238616.7487499998,-85025.99850135017
184,2023-05-01,2023-05-01,3,Manufacturing,1232469.79,2023,5,1257517.0450690615,1235396.2066666665,-36893.451144698774
185,2023-06-01,2023-06-01,3,Manufacturing,1235785.11,2023,6,1270092.5587148948,1236620.755,-25626.606187314494
186,2023-07-01,2023-07-01,3,Manufacturing,1240658.4,2023,7,1249431.2158533751,1242355.8433333333,-47629.73318039882
187,2023-08-01,2023-08-01,3,Manufacturing,1239911.34,2023,8,1253700.265387689,1247375.9120833331,-44736.73852845444
188,2023-09-01,2023-09-01,3,Manufacturing,1302656.1,2023,9,1256388.3659759243,1252052.5458333332,-43459.7513677096
189,2023-10-01,2023-10-01,3,Manufacturing,1227308.75,2023,10,1253074.8697305198,1256923.254166667,-48219.862189157866
190,2023-11-01,2023-11-01,3,Manufacturing,1234282.39,2023,11,1256518.7622565613,1259516.7808333333,-46258.19265355775
191,2023-12-01,2023-12-01,3,Manufacturing,1357260.37,2023,12,1271517.9881940617,1260309.9629166669,-32776.53331990191
192,2024-01-01,2024-01-01,3,Manufacturing,1292584.33,2024,1,1266710.8253815616,1262987.760416667,-39135.98461815715
193,2024-02-01,2024-02-01,3,Manufacturing,1247964.51,2024,2,1251988.715589895,1266967.2520833334,-55444.23014064715
194,2024-03-01,2024-03-01,3,Manufacturing,1249521.02,2024,3,1260029.0464232282,1271453.5958333334,-49022.70567117189
195,2024-04-01,2024-04-01,3,Manufacturing,1250678.74,2024,4,1264111.1914232282,1276214.6270833334,-46590.433245614404
196,2024-05-01,2024-05-01,3,Manufacturing,1238710.83,2024,5,1263758.0850690615,1280703.74125,-48622.49570073979
197,2024-06-01,2024-06-01,3,Manufacturing,1248580.44,2024,6,1282887.8887148947,1290611.257083333,-31198.389504229417
198,2024-07-01,2024-07-01,3,Manufacturing,1292130.21,2024,7,1300903.0258533752,1305549.8699999999,-14912.973811704665
199,2024-08-01,2024-08-01,3,Manufacturing,1283947.33,2024,8,1297736.255387689,1320162.5970833334,-19830.531639934983
200,2024-09-01,2024-09-01,3,Manufacturing,1366292.36,2024,9,1320024.6259759243,1334540.7333333334,689.0588184555527
201,2024-10-01,2024-10-01,3,Manufacturing,1277937.24,2024,10,1303703.3597305198,,-17415.754161445657
202,2024-11-01,2024-11-01,3,Manufacturing,1291392.64,2024,11,1313629.0122565613,,-9285.194128715433
203,2024-12-01,2024-12-01,3,Manufacturing,1537930.5,2024,12,1452188.1181940616,,127470.62878331519
204,2025-01-01,2025-01-01,3,Manufacturing,1470440.91,2025,1,1444567.4053815615,,118041.86928485893
205,2025-02-01,2025-02-01,3,Manufacturing,1420813.38,2025,2,1424837.5855898948,,96501.68244875525
206,2025-03-01,2025-03-01,3,Manufacturing,1421747.42,2025,3,1432255.4464232281,,102108.38836428453
0,2008-01-01,2008-01-01,4,"Electricity, gas, water and waste management",958683.47,2008,1,928636.5987724673,,-42420.5461377569
1,2008-02-01,2008-02-01,4,"Electricity, gas, water and waste management",1124345.33,2008,2,1117488.9323922591,,141271.13619706966
2,2008-03-01,2008-03-01,4,"Electricity, gas, water and waste management",1133751.86,2008,3,1133976.4459339257,,152598.3257727999
3,2008-04-01,2008-04-01,4,"Electricity, gas, water and waste management",1091290.34,2008,4,1108703.9894755925,,122165.10993152531
4,2008-05-01,2008-05-01,4,"Electricity, gas, water and waste management",1074653.91,2008,5,1099300.139892259,,107598.12535599386
5,2008-06-01,2008-06-01,4,"Electricity, gas, water and waste management",1064893.8,2008,6,1110647.845907884,,113777.43794589234
6,2008-07-01,2008-07-01,4,"Electricity, gas, water and waste management",1051732.33,2008,7,1052814.9929330067,1025191.3108333333,50767.22005503869
7,2008-08-01,2008-08-01,4,"Electricity, gas, water and waste management",923735.09,2008,8,934994.7091830065,1019821.4704166668,-72243.99107023934
8,2008-09-01,2008-09-01,4,"Electricity, gas, water and waste management",951958.43,2008,9,915699.0490359478,1005834.415,-96749.12374330568
9,2008-10-01,2008-10-01,4,"Electricity, gas, water and waste management",982902.14,2008,10,1006295.5845276758,992744.7470833334,-11385.031181540922
10,2008-11-01,2008-11-01,4,"Electricity, gas, water and waste management",912138.48,2008,11,944816.5447099673,983803.6966666665,-78123.16306537692
11,2008-12-01,2008-12-01,4,"Electricity, gas, water and waste management",1024622.48,2008,12,941332.8272360091,976150.1758333333,-86896.21262637293
12,2009-01-01,2009-01-01,4,"Electricity, gas, water and waste management",973859.61,2009,1,943812.7387724674,969217.7762499999,-89738.86128042429
13,2009-02-01,2009-02-01,4,"Electricity, gas, water and waste management",980293.02,2009,2,973436.622392259,968397.7316666665,-65473.083541708766
14,2009-03-01,2009-03-01,4,"Electricity, gas, water and waste management",942114.84,2009,3,942339.4259339256,973511.1633333331,-101965.55672929378
15,2009-04-01,2009-04-01,4,"Electricity, gas, water and waste management",968775.33,2009,4,986188.9794755923,976190.6874999999,-63549.570729117375
16,2009-05-01,2009-05-01,4,"Electricity, gas, water and waste management",982583.71,2009,5,1007229.939892259,979368.5095833334,-47980.80185897183
17,2009-06-01,2009-06-01,4,"Electricity, gas, water and waste management",973279.5,2009,6,1019033.5459078839,985613.1779166665,-41687.854236064944
18,2009-07-01,2009-07-01,4,"Electricity, gas, water and waste management",976969.04,2009,7,978051.7029330066,991771.4833333334,-88218.29506878683
19,2009-08-01,2009-08-01,4,"Electricity, gas, water and waste management",978817.31,2009,8,990076.9291830066,997407.1533333333,-81778.75709514541
20,2009-09-01,2009-09-01,4,"Electricity, gas, water and waste management",1019598.57,2009,9,983339.1890359477,1003472.3275000001,-94137.74619374354
21,2009-10-01,2009-10-01,4,"Electricity, gas, water and waste management",979570.58,2009,10,1002964.0245276757,1011088.9029166667,-80167.55957647343
22,2009-11-01,2009-11-01,4,"Electricity, gas, water and waste management",991737.77,2009,11,1024415.8347099674,1017379.7729166667,-64400.91106779862
23,2009-12-01,2009-12-01,4,"Electricity, gas, water and waste management",1094895.23,2009,12,1011605.5772360091,1022125.1558333335,-82923.33731392352
24,2010-01-01,2010-01-01,4,"Electricity, gas, water and waste management",1051386.19,2010,1,1021339.3187724673,1026913.9145833334,-78924.76902696281
25,2010-02-01,2010-02-01,4,"Electricity, gas, water and waste management",1038022.52,2010,2,1031166.122392259,1032237.0466666666,-74851.50067221525
26,2010-03-01,2010-03-01,4,"Electricity, gas, water and waste management",1029949.52,2010,3,1030174.1059339256,1038624.3354166666,-81610.16296193935
27,2010-04-01,2010-04-01,4,"Electricity, gas, water and waste management",1063738.46,2010,4,1081152.1094755924,1044872.0124999998,-36406.08681093529
28,2010-05-01,2010-05-01,4,"Electricity, gas, water and waste management",1038601.46,2010,5,1063247.689892259,1050856.1770833333,-60085.256629080744
29,2010-06-01,2010-06-01,4,"Electricity, gas, water and waste management",1031150.94,2010,6,1076904.9859078838,1065567.6024999998,-52196.79406613088
30,2010-07-01,2010-07-01,4,"Electricity, gas, water and waste management",1034027.81,2010,7,1035110.4729330066,1088239.6641666666,-99747.02046445233
31,2010-08-01,2010-08-01,4,"Electricity, gas, water and waste management",1049513.71,2010,8,1060773.3291830064,1110352.6779166667,-79819.15160853113
32,2010-09-01,2010-09-01,4,"Electricity, gas, water and waste management",1102197.1,2010,9,1065937.719035948,1132165.01875,-80360.64746723301
33,2010-10-01,2010-10-01,4,"Electricity, gas, water and waste management",1046916.3,2010,10,1070309.7445276757,1150605.3533333333,-81656.41446312703
34,2010-11-01,2010-11-01,4,"Electricity, gas, water and waste management",1068012.0,2010,11,1100690.0647099672,1166670.8891666667,-56896.18193612597
35,2010-12-01,2010-12-01,4,"Electricity, gas, water and waste management",1371695.21,2010,12,1288405.557236009,1183832.5908333333,125257.16944019357
36,2011-01-01,2011-01-01,4,"Electricity, gas, water and waste management",1318715.69,2011,1,1288668.8187724673,1203060.8120833333,120026.91701948293
37,2011-02-01,2011-02-01,4,"Electricity, gas, water and waste management",1301405.35,2011,2,1294548.9523922591,1223905.4108333332,120491.87807114073
38,2011-03-01,2011-03-01,4,"Electricity, gas, water and waste management",1290062.87,2011,3,1290287.4559339257,1244898.3020833333,110902.33849656954
39,2011-04-01,2011-04-01,4,"Electricity, gas, water and waste management",1246193.14,2011,4,1263606.7894755923,1265579.9491666665,78988.61671547522
40,2011-05-01,2011-05-01,4,"Electricity, gas, water and waste management",1241719.64,2011,5,1266365.869892259,1284896.952083333,76616.63221651758
41,2011-06-01,2011-06-01,4,"Electricity, gas, water and waste management",1239913.6,2011,6,1285667.645907884,1296826.5862499997,90895.72685724683
42,2011-07-01,2011-07-01,4,"Electricity, gas, water and waste management",1286742.46,2011,7,1287825.1229330066,1293141.9795833332,88144.70800407627
43,2011-08-01,2011-08-01,4,"Electricity, gas, water and waste management",1297069.43,2011,8,1308329.0491830064,1280999.879583333,103859.42447234108
44,2011-09-01,2011-09-01,4,"Electricity, gas, water and waste management",1358470.77,2011,9,1322211.3890359479,1269219.3945833333,113076.26111114235
45,2011-10-01,2011-10-01,4,"Electricity, gas, water and waste management",1287002.16,2011,10,1310395.6045276755,1259119.6120833333,96722.29904291267
46,2011-11-01,2011-11-01,4,"Electricity, gas, water and waste management",1291534.21,2011,11,1324212.2747099672,1249692.1829166666,106130.86390400259
47,2011-12-01,2011-12-01,4,"Electricity, gas, water and waste management",1434484.22,2011,12,1351194.567236009,1239765.6004166666,128837.12361813709
48,2012-01-01,2012-01-01,4,"Electricity, gas, water and waste management",1167496.12,2012,1,1137449.2487724675,1239175.7470833333,-89050.9737884677
49,2012-02-01,2012-02-01,4,"Electricity, gas, water and waste management",1161214.52,2012,2,1154358.122392259,1247197.7791666668,-76151.4379969528
50,2012-03-01,2012-03-01,4,"Electricity, gas, water and waste management",1147522.06,2012,3,1147746.6459339256,1254537.100833333,-86637.93680112343
51,2012-04-01,2012-04-01,4,"Electricity, gas, water and waste management",1146339.17,2012,4,1163752.8194755923,1261543.6462499998,-74371.00816694694
52,2012-05-01,2012-05-01,4,"Electricity, gas, water and waste management",1115315.31,2012,5,1139961.539892259,1261149.1795833332,-101763.62476091576
53,2012-06-01,2012-06-01,4,"Electricity, gas, water and waste management",1128079.95,2012,6,1173833.9959078839,1251482.528333333,-71351.89355019317
54,2012-07-01,2012-07-01,4,"Electricity, gas, water and waste management",1384419.63,2012,7,1385502.2929330065,1257665.71375,136999.78039779398
55,2012-08-01,2012-08-01,4,"Electricity, gas, water and waste management",1391921.03,2012,8,1403180.6491830065,1283222.1800000002,151509.65537519264
56,2012-09-01,2012-09-01,4,"Electricity, gas, water and waste management",1439762.89,2012,9,1403503.5090359477,1310439.4875,148815.15873976354
57,2012-10-01,2012-10-01,4,"Electricity, gas, water and waste management",1373867.13,2012,10,1397260.5745276755,1336484.3075,139707.8064510657
58,2012-11-01,2012-11-01,4,"Electricity, gas, water and waste management",1195202.04,2012,11,1227880.1047099673,1361489.4991666668,-32383.47678052401
59,2012-12-01,2012-12-01,4,"Electricity, gas, water and waste management",1298816.76,2012,12,1215527.107236009,1385200.1475000002,-47294.09563555382
60,2013-01-01,2013-01-01,4,"Electricity, gas, water and waste management",1451560.03,2013,1,1421513.1587724674,1398883.7020833332,156287.3640914145
61,2013-02-01,2013-02-01,4,"Electricity, gas, water and waste management",1490505.8,2013,2,1483649.402392259,1403495.9129166666,216172.24793564668
62,2013-03-01,2013-03-01,4,"Electricity, gas, water and waste management",1471446.16,2013,3,1471670.7459339255,1399678.3491666666,202094.4602770144
63,2013-04-01,2013-04-01,4,"Electricity, gas, water and waste management",1447490.75,2013,4,1464904.3994755924,1388697.3145833337,193378.53973923344
64,2013-05-01,2013-05-01,4,"Electricity, gas, water and waste management",1414288.33,2013,5,1438934.559892259,1385625.9583333335,165604.45237205713
65,2013-06-01,2013-06-01,4,"Electricity, gas, water and waste management",1398162.49,2013,6,1443916.535907884,1388848.8487500001,168921.7839558369
66,2013-07-01,2013-07-01,4,"Electricity, gas, water and waste management",1442742.4,2013,7,1443825.0629330066,1383955.433333333,167298.26914537232
67,2013-08-01,2013-08-01,4,"Electricity, gas, water and waste management",1444291.32,2013,8,1455550.9391830065,1369073.0724999998,177616.40199147607
68,2013-09-01,2013-09-01,4,"Electricity, gas, water and waste management",1295771.07,2013,9,1259511.689035948,1350564.9766666668,-19715.888174060732
69,2013-10-01,2013-10-01,4,"Electricity, gas, water and waste management",1254314.12,2013,10,1277707.5645276757,1331739.2537500001,-2709.314858595375
70,2013-11-01,2013-11-01,4,"Electricity, gas, water and waste management",1241042.5,2013,11,1273720.5647099672,1315365.4295833334,-7792.692424786277
71,2013-12-01,2013-12-01,4,"Electricity, gas, water and waste management",1330325.67,2013,12,1247036.017236009,1301357.764166667,-35491.48572867457
72,2014-01-01,2014-01-01,4,"Electricity, gas, water and waste management",1302609.15,2014,1,1272562.2787724673,1285552.8179166666,-10908.070484022377
73,2014-02-01,2014-02-01,4,"Electricity, gas, water and waste management",1282280.02,2014,2,1275423.622392259,1267004.2604166665,-8928.632144283038
74,2014-03-01,2014-03-01,4,"Electricity, gas, water and waste management",1235477.64,2014,3,1235702.2259339255,1257848.5162499999,-49481.36723007611
75,2014-04-01,2014-04-01,4,"Electricity, gas, water and waste management",1231641.92,2014,4,1249055.5694755923,1256116.2174999998,-36919.10112866922
76,2014-05-01,2014-05-01,4,"Electricity, gas, water and waste management",1237165.38,2014,5,1261811.609892259,1253679.4504166665,-24923.800629783887
77,2014-06-01,2014-06-01,4,"Electricity, gas, water and waste management",1239101.47,2014,6,1284855.5159078839,1252643.7504166665,-2619.935804574052
78,2014-07-01,2014-07-01,4,"Electricity, gas, water and waste management",1222484.71,2014,7,1223567.3729330066,1250796.4254166665,-64636.867724337615
79,2014-08-01,2014-08-01,4,"Electricity, gas, water and waste management",1219383.63,2014,8,1230643.2491830064,1247975.9258333333,-58287.95443997742
80,2014-09-01,2014-09-01,4,"Electricity, gas, water and waste management",1300940.9,2014,9,1264681.5190359477,1246034.0554166667,-24983.749098449014
81,2014-10-01,2014-10-01,4,"Electricity, gas, water and waste management",1207569.12,2014,10,1230962.5645276757,1245545.7945833332,-59452.34743619221
82,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",1229305.09,2014,11,1261983.1547099673,1244115.9791666663,-29205.26539787324
83,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",1317206.28,2014,12,1233916.627236009,1241648.715,-58076.99158949917
84,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",1271392.74,2015,1,1241345.8687724674,1241437.0016666667,-51492.240254327655
85,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",1245804.44,2015,2,1238948.042392259,1243107.2216666667,-54781.001104430296
86,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",1225348.33,2015,3,1225572.9159339257,1243145.55875,-69100.26176958508
87,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",1230052.97,2015,4,1247466.6194755924,1243964.3404166668,-48210.22494707722
88,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",1204438.76,2015,5,1229084.989892259,1245650.0220833332,-67660.85335628525
89,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",1212613.75,2015,6,1258367.795907884,1247586.5299999998,-39517.805875152815
90,2015-07-01,2015-07-01,4,"Electricity, gas, water and waste management",1243891.31,2015,7,1244973.9729330067,1250116.90625,-54127.05262055644
91,2015-08-01,2015-08-01,4,"Electricity, gas, water and waste management",1238062.31,2015,8,1249321.9291830065,1251724.2416666662,-51074.78598319157
92,2015-09-01,2015-09-01,4,"Electricity, gas, water and waste management",1283182.31,2015,9,1246922.929035948,1254300.3024999998,-54853.92454405781
93,2015-10-01,2015-10-01,4,"Electricity, gas, water and waste management",1244978.47,2015,10,1268371.9145276756,1257232.6041666665,-34873.315130803734
94,2015-11-01,2015-11-01,4,"Electricity, gas, water and waste management",1232352.1,2015,11,1265030.1647099673,1259987.1525,-39775.04429955431
95,2015-12-01,2015-12-01,4,"Electricity, gas, water and waste management",1360635.46,2015,12,1277345.807236009,1262661.6495833334,-29114.08092080499
96,2016-01-01,2016-01-01,4,"Electricity, gas, water and waste management",1288692.59,2016,1,1258645.7187724675,1265176.0341666667,-49566.33794536465
97,2016-02-01,2016-02-01,4,"Electricity, gas, water and waste management",1267080.64,2016,2,1260224.242392259,1268555.8070833334,-49840.03727210662
98,2016-03-01,2016-03-01,4,"Electricity, gas, water and waste management",1265897.59,2016,3,1266122.1759339257,1272941.7874999999,-45896.563577966066
99,2016-04-01,2016-04-01,4,"Electricity, gas, water and waste management",1259878.95,2016,4,1277292.5994755924,1277225.5891666666,-36784.63473210763
100,2016-05-01,2016-05-01,4,"Electricity, gas, water and waste management",1240721.94,2016,5,1265368.169892259,1281877.0620833333,-50873.03766666795
101,2016-06-01,2016-06-01,4,"Electricity, gas, water and waste management",1240518.5,2016,6,1286272.545907884,1286105.3770833332,-32239.273632768076
102,2016-07-01,2016-07-01,4,"Electricity, gas, water and waste management",1276331.79,2016,7,1277414.4529330067,1288539.4437499999,-43475.38465607609
103,2016-08-01,2016-08-01,4,"Electricity, gas, water and waste management",1286736.38,2016,8,1297995.9991830064,1290981.0908333333,-25379.781197593315
104,2016-09-01,2016-09-01,4,"Electricity, gas, water and waste management",1339771.77,2016,9,1303512.3890359479,1293323.2966666664,-22457.442097420106
105,2016-10-01,2016-10-01,4,"Electricity, gas, water and waste management",1291200.25,2016,10,1314593.6945276756,1295077.47625,-14078.282706232043
106,2016-11-01,2016-11-01,4,"Electricity, gas, water and waste management",1297765.67,2016,11,1330443.7347099672,1297085.9170833332,-1038.2980760389473
107,2016-12-01,2016-12-01,4,"Electricity, gas, water and waste management",1396701.45,2016,12,1313411.797236009,1299361.9533333331,-20987.906028715894
108,2017-01-01,2017-01-01,4,"Electricity, gas, water and waste management",1311044.2,2017,1,1280997.3287724673,1301345.4212500004,-56427.35736110085
109,2017-02-01,2017-02-01,4,"Electricity, gas, water and waste management",1303328.56,2017,2,1296472.162392259,1302457.9341666666,-44084.35452006059
110,2017-03-01,2017-03-01,4,"Electricity, gas, water and waste management",1285862.61,2017,3,1286087.1959339257,1303723.1887500002,-57707.09979056241
111,2017-04-01,2017-04-01,4,"Electricity, gas, water and waste management",1282014.24,2017,4,1299427.8894755924,1305063.3491666664,-47708.8930609331
112,2017-05-01,2017-05-01,4,"Electricity, gas, water and waste management",1266789.23,2017,5,1291435.459892259,1305444.1683333332,-59146.83215179294
113,2017-06-01,2017-06-01,4,"Electricity, gas, water and waste management",1269076.08,2017,6,1314830.125907884,1304586.0041666667,-39298.644910627976
114,2017-07-01,2017-07-01,4,"Electricity, gas, water and waste management",1295377.44,2017,7,1296460.1029330066,1305583.2137499999,-61313.606118465075
115,2017-08-01,2017-08-01,4,"Electricity, gas, water and waste management",1294391.04,2017,8,1305650.6591830065,1307491.2529166667,-55863.63452120731
116,2017-09-01,2017-09-01,4,"Electricity, gas, water and waste management",1362483.22,2017,9,1326223.8390359478,1308558.5533333332,-39123.39960325975
117,2017-10-01,2017-10-01,4,"Electricity, gas, water and waste management",1300652.65,2017,10,1324046.0945276755,1310799.0816666665,-45222.73214468383
118,2017-11-01,2017-11-01,4,"Electricity, gas, water and waste management",1297452.93,2017,11,1330130.9947099672,1313277.8791666667,-43144.04403152526
119,2017-12-01,2017-12-01,4,"Electricity, gas, water and waste management",1376418.25,2017,12,1293128.597236009,1314881.71375,-84232.90960758552
120,2018-01-01,2018-01-01,4,"Electricity, gas, water and waste management",1355260.43,2018,1,1325213.5587724673,1315321.6354166665,-56309.97130161268
121,2018-02-01,2018-02-01,4,"Electricity, gas, water and waste management",1304905.27,2018,2,1298048.872392259,1316126.6795833332,-87706.88519081334
122,2018-03-01,2018-03-01,4,"Electricity, gas, water and waste management",1309901.11,2018,3,1310125.6959339257,1318254.7291666665,-79926.7080962502
123,2018-04-01,2018-04-01,4,"Electricity, gas, water and waste management",1311748.42,2018,4,1329162.0694755923,1320900.0799999998,-65244.93784874538
124,2018-05-01,2018-05-01,4,"Electricity, gas, water and waste management",1296546.19,2018,5,1321192.419892259,1323826.0275,-77620.06876381929
125,2018-06-01,2018-06-01,4,"Electricity, gas, water and waste management",1277811.15,2018,6,1323565.1959078838,1336829.969583333,-79696.06987487106
126,2018-07-01,2018-07-01,4,"Electricity, gas, water and waste management",1297200.49,2018,7,1298283.1529330066,1357840.7529166667,-109462.00460843556
127,2018-08-01,2018-08-01,4,"Electricity, gas, water and waste management",1311889.05,2018,8,1323148.6691830065,1377924.0333333334,-89106.6986473971
128,2018-09-01,2018-09-01,4,"Electricity, gas, water and waste management",1396058.4,2018,9,1359799.0190359477,1397867.1229166666,-56983.236897721654
129,2018-10-01,2018-10-01,4,"Electricity, gas, water and waste management",1330565.89,2018,10,1353959.3345276755,1415625.44125,-67356.15905590658
130,2018-11-01,2018-11-01,4,"Electricity, gas, water and waste management",1337762.43,2018,11,1370440.4947099672,1433565.4725,-55403.81811704743
131,2018-12-01,2018-12-01,4,"Electricity, gas, water and waste management",1648203.36,2018,12,1564913.7072360092,1444618.3437499998,134556.28124861885
132,2019-01-01,2019-01-01,4,"Electricity, gas, water and waste management",1587734.12,2019,1,1557687.2487724675,1454161.2220833332,122844.13088293257
133,2019-02-01,2019-02-01,4,"Electricity, gas, water and waste management",1554430.31,2019,2,1547573.912392259,1469740.133333333,108283.20079107303
134,2019-03-01,2019-03-01,4,"Electricity, gas, water and waste management",1539010.22,2019,3,1539234.8059339256,1485222.7766666666,95544.3278724649
135,2019-04-01,2019-04-01,4,"Electricity, gas, water and waste management",1508838.95,2019,4,1526252.5994755924,1500483.07625,78219.07574759144
136,2019-05-01,2019-05-01,4,"Electricity, gas, water and waste management",1530016.41,2019,5,1554662.639892259,1516037.5304166668,102350.94760905835
137,2019-06-01,2019-06-01,4,"Electricity, gas, water and waste management",1309609.84,2019,6,1355363.885907884,1523999.1358333332,-101153.54504382005
138,2019-07-01,2019-07-01,4,"Electricity, gas, water and waste management",1494430.88,2019,7,1495513.5429330065,1524082.827083333,34869.56622988451
139,2019-08-01,2019-08-01,4,"Electricity, gas, water and waste management",1488552.53,2019,8,1499812.1491830065,1524490.1220833333,35128.36318169022
140,2019-09-01,2019-09-01,4,"Electricity, gas, water and waste management",1590978.36,2019,9,1554718.979035948,1526529.0704166668,86089.39467050461
141,2019-10-01,2019-10-01,4,"Electricity, gas, water and waste management",1501893.12,2019,10,1525286.5645276757,1529851.752916667,52812.19616083009
142,2019-11-01,2019-11-01,4,"Electricity, gas, water and waste management",1539742.1,2019,11,1572420.1647099673,1530914.1425,96208.36586308107
143,2019-12-01,2019-12-01,4,"Electricity, gas, water and waste management",1637302.22,2019,12,1554012.567236009,1540125.0029166667,74176.62308756704
144,2020-01-01,2020-01-01,4,"Electricity, gas, water and waste management",1600643.85,2020,1,1570596.9787724675,1552712.204583333,87255.36380957579
145,2020-02-01,2020-02-01,4,"Electricity, gas, water and waste management",1551295.66,2020,2,1544439.262392259,1558959.08375,57715.068060157355
146,2020-03-01,2020-03-01,4,"Electricity, gas, water and waste management",1591079.63,2020,3,1591304.2159339255,1563161.4020833333,101324.47736929194
147,2020-04-01,2020-04-01,4,"Electricity, gas, water and waste management",1536513.92,2020,4,1553927.5694755923,1565768.31,60822.8201742277
148,2020-05-01,2020-05-01,4,"Electricity, gas, water and waste management",1527838.79,2020,5,1552485.019892259,1566972.8800000001,56388.50988441636
149,2020-06-01,2020-06-01,4,"Electricity, gas, water and waste management",1532848.11,2020,6,1578602.155907884,1567231.5029166667,79649.38244638429
150,2020-07-01,2020-07-01,4,"Electricity, gas, water and waste management",1573285.45,2020,7,1574368.1129330066,1567699.3254166667,72696.38539671176
151,2020-08-01,2020-08-01,4,"Electricity, gas, water and waste management",1559623.06,2020,8,1570882.6791830065,1568029.9258333335,66630.50449825195
152,2020-09-01,2020-09-01,4,"Electricity, gas, water and waste management",1620763.47,2020,9,1584504.0890359478,1570261.8916666666,77810.61074764235
153,2020-10-01,2020-10-01,4,"Electricity, gas, water and waste management",1534673.8,2020,10,1558067.2445276757,1572380.6775000002,49071.728675038554
154,2020-11-01,2020-11-01,4,"Electricity, gas, water and waste management",1535871.1,2020,11,1568549.1647099673,1573091.4520833334,57390.399436013075
155,2020-12-01,2020-12-01,4,"Electricity, gas, water and waste management",1647380.17,2020,12,1564090.517236009,1574619.6854166666,50906.434147665976
156,2021-01-01,2021-01-01,4,"Electricity, gas, water and waste management",1601793.64,2021,1,1571746.7687724673,1574979.2791666663,56674.00011342112
157,2021-02-01,2021-02-01,4,"Electricity, gas, water and waste management",1558080.28,2021,2,1551223.882392259,1573066.8079166664,34397.36824639258
158,2021-03-01,2021-03-01,4,"Electricity, gas, water and waste management",1637862.19,2021,3,1638086.7759339255,1571274.3599999996,119639.32692593406
159,2021-04-01,2021-04-01,4,"Electricity, gas, water and waste management",1540582.22,2021,4,1557995.8694755924,1570209.7345833331,38057.90135919163
160,2021-05-01,2021-05-01,4,"Electricity, gas, water and waste management",1540829.08,2021,5,1565475.309892259,1569982.1654166665,44173.9204072305
161,2021-06-01,2021-06-01,4,"Electricity, gas, water and waste management",1556535.42,2021,6,1602289.4659078838,1571077.9770833333,79748.14112342824
162,2021-07-01,2021-07-01,4,"Electricity, gas, water and waste management",1558228.39,2021,7,1559311.0529330065,1571611.7745833334,35649.32639959268
163,2021-08-01,2021-08-01,4,"Electricity, gas, water and waste management",1528780.81,2021,8,1540040.4291830065,1572349.3104166668,15373.26659177686
164,2021-09-01,2021-09-01,4,"Electricity, gas, water and waste management",1608586.97,2021,9,1572327.5890359478,1571027.9595833332,46765.11314675538
165,2021-10-01,2021-10-01,4,"Electricity, gas, water and waste management",1521299.29,2021,10,1544692.7345276757,1568444.1850000003,18340.106548199663
166,2021-11-01,2021-11-01,4,"Electricity, gas, water and waste management",1543783.95,2021,11,1576462.0147099672,1569244.6191666666,49419.07345379004
167,2021-12-01,2021-12-01,4,"Electricity, gas, water and waste management",1665766.8,2021,12,1582477.1472360091,1569133.1791666667,54838.2676094491
168,2022-01-01,2022-01-01,4,"Electricity, gas, water and waste management",1596218.15,2022,1,1566171.2787724673,1567882.4108333332,38024.99045456643
169,2022-02-01,2022-02-01,4,"Electricity, gas, water and waste management",1581356.63,2022,2,1574500.232392259,1569070.2579166666,45928.79670000309
170,2022-03-01,2022-03-01,4,"Electricity, gas, water and waste management",1582873.42,2022,3,1583098.0059339255,1570937.1137499998,54177.12241953937
171,2022-04-01,2022-04-01,4,"Electricity, gas, water and waste management",1533560.4,2022,4,1550974.0494755923,1572493.2099999997,21772.501537675736
172,2022-05-01,2022-05-01,4,"Electricity, gas, water and waste management",1567061.32,2022,5,1591707.549892259,1574575.4733333332,62286.7867424353
173,2022-06-01,2022-06-01,4,"Electricity, gas, water and waste management",1527628.62,2022,6,1573382.665907884,1566921.3224999995,43796.63457310293
174,2022-07-01,2022-07-01,4,"Electricity, gas, water and waste management",1557116.75,2022,7,1558199.4129330066,1550278.9512499997,28494.077647621743
175,2022-08-01,2022-08-01,4,"Electricity, gas, water and waste management",1558400.78,2022,8,1569660.3991830065,1533927.2824999997,39873.40345177916
