index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_sa,Avg_Taxable_Income_trend,Avg_Taxable_Income_sa_cycle
76,2014-05-01,2014-05-01,3,Manufacturing,659241.27,2014,5,677261.243487158,667217.4354166667,6330.293692352367
77,2014-06-01,2014-06-01,3,Manufacturing,654843.12,2014,6,681374.2055444495,670130.2254166667,7197.745610819315
78,2014-07-01,2014-07-01,3,Manufacturing,656459.67,2014,7,663770.384992979,672971.9795833334,-13657.636795251165
79,2014-08-01,2014-08-01,3,Manufacturing,656685.89,2014,8,668224.3324439594,675690.7179166668,-12463.497788679902
80,2014-09-01,2014-09-01,3,Manufacturing,708883.41,2014,9,673422.1043557241,678458.9170833332,-10535.870402167784
81,2014-10-01,2014-10-01,3,Manufacturing,663083.01,2014,10,679270.3089819496,681357.1858333333,-7970.139704107423
82,2014-11-01,2014-11-01,3,Manufacturing,670533.37,2014,11,684185.8798934079,683770.1641666666,-6351.284150500549
83,2014-12-01,2014-12-01,3,Manufacturing,738057.92,2014,12,676360.2783829912,685893.5204166666,-17489.692977236235
84,2015-01-01,2015-01-01,3,Manufacturing,704263.3,2015,1,685582.9977579913,689491.5170833333,-11597.674398981966
85,2015-02-01,2015-02-01,3,Manufacturing,700381.43,2015,2,705427.2487736163,694294.4912500001,4896.315768845612
86,2015-03-01,2015-03-01,3,Manufacturing,688975.97,2015,3,696622.2791642412,698988.4575,-7280.051821774454
87,2015-04-01,2015-04-01,3,Manufacturing,692480.82,2015,4,702387.9162215329,703505.6825,-4908.564741785522
88,2015-05-01,2015-05-01,3,Manufacturing,681946.85,2015,5,699966.8234871579,707766.0875,-10748.118138892227
89,2015-06-01,2015-06-01,3,Manufacturing,683098.09,2015,6,709629.1755444495,712374.1320833333,-4530.058244404732
90,2015-07-01,2015-07-01,3,Manufacturing,714556.62,2015,7,721867.334992979,716806.8891666667,4236.53965961549
91,2015-08-01,2015-08-01,3,Manufacturing,713860.32,2015,8,725398.7624439594,720445.94,4267.733256901614
92,2015-09-01,2015-09-01,3,Manufacturing,764364.17,2015,9,728902.8643557241,724342.8737499999,4241.49338895781
93,2015-10-01,2015-10-01,3,Manufacturing,716015.65,2015,10,732202.9489819496,728208.18625,3979.6597625908908
94,2015-11-01,2015-11-01,3,Manufacturing,719850.45,2015,11,733502.9598934079,731817.4945833333,1684.6746741307434
95,2015-12-01,2015-12-01,3,Manufacturing,799333.91,2015,12,737636.2683829912,735470.0445833333,2188.3774347758153
96,2016-01-01,2016-01-01,3,Manufacturing,749373.48,2016,1,730693.1777579912,738875.1658333333,-8420.473628908745
97,2016-02-01,2016-02-01,3,Manufacturing,742608.47,2016,2,747654.2887736162,742224.9183333335,4837.160371930455
98,2016-03-01,2016-03-01,3,Manufacturing,740275.34,2016,3,747921.6491642412,745579.7391666666,1361.8302781040547
99,2016-04-01,2016-04-01,3,Manufacturing,733948.95,2016,4,743856.0462215329,748720.56625,-6487.210836053942
100,2016-05-01,2016-05-01,3,Manufacturing,727102.12,2016,5,745122.093487158,752435.3529166665,-9046.894154158887
101,2016-06-01,2016-06-01,3,Manufacturing,725604.02,2016,6,752135.1055444495,756410.9720833333,-5903.399762520916
102,2016-07-01,2016-07-01,3,Manufacturing,753773.6,2016,7,761084.3149929789,759926.3091666666,-868.919924929156
103,2016-08-01,2016-08-01,3,Manufacturing,755037.4,2016,8,766575.8424439594,763170.4104166667,661.2866573928623
104,2016-09-01,2016-09-01,3,Manufacturing,803702.79,2016,9,768241.4843557241,766334.2441666665,-1682.3561650295742
105,2016-10-01,2016-10-01,3,Manufacturing,752056.88,2016,10,768244.1789819496,769855.0449999999,-5738.287848847569
106,2016-11-01,2016-11-01,3,Manufacturing,772964.1,2016,11,786616.6098934079,773618.8925000001,8524.810447526863
107,2016-12-01,2016-12-01,3,Manufacturing,841635.12,2016,12,779937.4783829912,777322.32875,-2315.6804352862528
108,2017-01-01,2017-01-01,3,Manufacturing,791440.36,2017,1,772760.0577579911,780159.6570833334,-13707.873420125106
109,2017-02-01,2017-02-01,3,Manufacturing,778400.02,2017,2,783445.8387736162,782421.9079166666,-7291.646114006755
110,2017-03-01,2017-03-01,3,Manufacturing,780415.8,2017,3,788062.1091642412,784935.6895833333,-7000.973374154419
111,2017-04-01,2017-04-01,3,Manufacturing,778307.71,2017,4,788214.8062215329,787593.5312499999,-11231.124237797456
112,2017-05-01,2017-05-01,3,Manufacturing,773075.7,2017,5,791095.6734871579,790240.5079166666,-12791.507472308935
113,2017-06-01,2017-06-01,3,Manufacturing,768512.91,2017,6,795043.9955444495,792754.2220833333,-13343.904143485706
114,2017-07-01,2017-07-01,3,Manufacturing,778960.59,2017,7,786271.3049929789,795886.0874999999,-26677.748600983177
115,2017-08-01,2017-08-01,3,Manufacturing,784144.43,2017,8,795682.8724439595,799536.9633333334,-21888.634220591397
116,2017-09-01,2017-09-01,3,Manufacturing,834926.52,2017,9,799465.214355724,802907.4674999998,-22790.7026841552
117,2017-10-01,2017-10-01,3,Manufacturing,784621.35,2017,10,800808.6489819495,806283.6783333332,-26194.124984393013
118,2017-11-01,2017-11-01,3,Manufacturing,803927.07,2017,11,817579.5798934079,809663.3016666666,-14232.810942740529
119,2017-12-01,2017-12-01,3,Manufacturing,871001.29,2017,12,809303.6483829912,813017.0241666667,-27381.230543351267
120,2018-01-01,2018-01-01,3,Manufacturing,837238.96,2018,1,818558.6577579912,816229.9141666666,-23061.581934906775
121,2018-02-01,2018-02-01,3,Manufacturing,820222.44,2018,2,825268.2587736162,820044.6341666665,-21350.00454324507
122,2018-03-01,2018-03-01,3,Manufacturing,819485.48,2018,3,827131.7891642412,824950.7791666666,-24546.77287073247
123,2018-04-01,2018-04-01,3,Manufacturing,820267.09,2018,4,830174.1862215329,830127.1420833332,-26626.39712475438
124,2018-05-01,2018-05-01,3,Manufacturing,812227.28,2018,5,830247.253487158,834994.73875,-31736.331858584308
125,2018-06-01,2018-06-01,3,Manufacturing,809850.67,2018,6,836381.7555444496,843402.8691666665,-30844.865133234067
126,2018-07-01,2018-07-01,3,Manufacturing,814732.19,2018,7,822042.9049929789,855431.9524999999,-50485.59211437369
127,2018-08-01,2018-08-01,3,Manufacturing,839926.11,2018,8,851464.5524439594,866416.7025,-26423.231955528725
128,2018-09-01,2018-09-01,3,Manufacturing,896892.32,2018,9,861431.014355724,876478.3425,-21871.648413782706
129,2018-10-01,2018-10-01,3,Manufacturing,846888.26,2018,10,863075.5589819496,886439.0583333331,-25695.54956791282
130,2018-11-01,2018-11-01,3,Manufacturing,858482.48,2018,11,872134.9898934079,896517.8808333332,-22155.939416881767
131,2018-12-01,2018-12-01,3,Manufacturing,1018241.01,2018,12,956543.3683829912,903704.1849999998,56683.63403059752
132,2019-01-01,2019-01-01,3,Manufacturing,978697.24,2019,1,960016.9377579913,911026.7220833333,54541.97573653469
133,2019-02-01,2019-02-01,3,Manufacturing,942398.16,2019,2,947443.9787736163,920491.8724999999,36309.49073713645
134,2019-03-01,2019-03-01,3,Manufacturing,938789.12,2019,3,946435.4291642412,929514.7416666666,29598.82019919774
135,2019-04-01,2019-04-01,3,Manufacturing,940020.63,2019,4,949927.7262215329,938659.4358333332,27347.824680982274
136,2019-05-01,2019-05-01,3,Manufacturing,934365.48,2019,5,952385.4534871579,947457.6304166666,24022.282604794833
137,2019-06-01,2019-06-01,3,Manufacturing,860183.77,2019,6,886714.8555444495,953556.2829166666,-47470.57758255827
138,2019-07-01,2019-07-01,3,Manufacturing,940139.98,2019,7,947450.6949929789,957723.9045833333,7404.8052248484455
139,2019-08-01,2019-08-01,3,Manufacturing,941681.93,2019,8,953220.3724439595,962755.3749999999,7276.996429903433
140,2019-09-01,2019-09-01,3,Manufacturing,1011685.36,2019,9,976224.054355724,968419.1858333332,24347.2701467718
141,2019-10-01,2019-10-01,3,Manufacturing,951567.88,2019,10,967755.1789819496,975197.0620833333,9910.11613529874
142,2019-11-01,2019-11-01,3,Manufacturing,964959.53,2019,11,978612.039893408,981856.8720833333,14764.691607685294
143,2019-12-01,2019-12-01,3,Manufacturing,1058131.62,2019,12,996433.9783829913,990861.8266666665,26551.125031307107
144,2020-01-01,2020-01-01,3,Manufacturing,1038829.55,2020,1,1020149.2477579913,999724.5583333332,44198.34296285
145,2020-02-01,2020-02-01,3,Manufacturing,1003021.14,2020,2,1008066.9587736162,1005769.3949999998,26015.92453712388
146,2020-03-01,2020-03-01,3,Manufacturing,1014097.6,2020,3,1021743.9091642412,1011885.9733333333,33560.79483150912
147,2020-04-01,2020-04-01,3,Manufacturing,1027381.18,2020,4,1037288.276221533,1017301.0058333332,42941.05774051929
148,2020-05-01,2020-05-01,3,Manufacturing,1006840.37,2020,5,1024860.343487158,1022076.6849999999,24316.664451917168
149,2020-06-01,2020-06-01,3,Manufacturing,1003827.79,2020,6,1030358.8755444495,1026733.26875,23585.715859810705
150,2020-07-01,2020-07-01,3,Manufacturing,1009201.52,2020,7,1016512.234992979,1030156.8787499998,3475.7232459624065
151,2020-08-01,2020-08-01,3,Manufacturing,1017696.47,2020,8,1029234.9124439594,1032463.1212499999,9900.14391522808
152,2020-09-01,2020-09-01,3,Manufacturing,1082468.7,2020,9,1047007.394355724,1034774.9920833331,21338.404200731427
153,2020-10-01,2020-10-01,3,Manufacturing,1010745.32,2020,10,1026932.6189819495,1036244.8520833333,-5107.6941590595525
154,2020-11-01,2020-11-01,3,Manufacturing,1020398.39,2020,11,1034050.899893408,1037486.6170833333,-4399.138756762026
155,2020-12-01,2020-12-01,3,Manufacturing,1114450.77,2020,12,1052753.1283829913,1040067.5670833332,7853.69994834729
156,2021-01-01,2021-01-01,3,Manufacturing,1064677.04,2021,1,1045996.7377579913,1044060.7529166666,-5392.97254463681
157,2021-02-01,2021-02-01,3,Manufacturing,1032523.47,2021,2,1037569.2887736162,1047752.4491666666,-20352.88388824032
158,2021-03-01,2021-03-01,3,Manufacturing,1040080.17,2021,3,1047726.4791642412,1050907.75125,-16771.58314338012
159,2021-04-01,2021-04-01,3,Manufacturing,1036675.25,2021,4,1046582.3462215329,1054845.7612499997,-24536.122769824695
160,2021-05-01,2021-05-01,3,Manufacturing,1027348.66,2021,5,1045368.633487158,1060173.3245833332,-32415.719566978747
161,2021-06-01,2021-06-01,3,Manufacturing,1045262.3,2021,6,1071793.3855444496,1066858.3924999998,-12703.099970645504
162,2021-07-01,2021-07-01,3,Manufacturing,1063603.47,2021,7,1070914.1849929788,1074044.7154166666,-20341.202279097866
163,2021-08-01,2021-08-01,3,Manufacturing,1051895.23,2021,8,1063433.6724439594,1081373.5608333333,-34627.80876121856
164,2021-09-01,2021-09-01,3,Manufacturing,1123997.19,2021,9,1088535.884355724,1089364.6,-16379.148885050323
165,2021-10-01,2021-10-01,3,Manufacturing,1063729.07,2021,10,1079916.3689819495,1097873.1858333333,-31899.673133409582
166,2021-11-01,2021-11-01,3,Manufacturing,1095276.16,2021,11,1108928.6698934077,1107418.4325,-9835.710289695533
167,2021-12-01,2021-12-01,3,Manufacturing,1200014.63,2021,12,1138316.9883829912,1117599.57375,12557.31472426583
168,2022-01-01,2022-01-01,3,Manufacturing,1151584.93,2022,1,1132904.6277579912,1127837.0166666668,103.15489387395792
169,2022-02-01,2022-02-01,3,Manufacturing,1121507.87,2022,2,1126553.6887736162,1139413.0958333334,-13335.736240415368
170,2022-03-01,2022-03-01,3,Manufacturing,1142880.71,2022,3,1150527.0191642412,1151911.0154166666,3503.8410450720694
171,2022-04-01,2022-04-01,3,Manufacturing,1138080.77,2022,4,1147987.866221533,1164506.5154166664,-6214.411069497932
172,2022-05-01,2022-05-01,3,Manufacturing,1155029.06,2022,5,1173049.033487158,1176602.0787499999,11622.738810229814
173,2022-06-01,2022-06-01,3,Manufacturing,1161929.29,2022,6,1188460.3755444495,1184599.6016666666,19765.62107097963
174,2022-07-01,2022-07-01,3,Manufacturing,1192635.11,2022,7,1199945.824992979,1188773.6770833333,23938.554434086895
175,2022-08-01,2022-08-01,3,Manufacturing,1200689.49,2022,8,1212227.9324439594,1192845.9858333333,28864.323120020796
176,2022-09-01,2022-09-01,3,Manufacturing,1275153.0,2022,9,1239691.6943557241,1196354.3795833332,48927.97248530225
177,2022-10-01,2022-10-01,3,Manufacturing,1214865.26,2022,10,1231052.5589819495,1199774.8908333334,32844.77696325234
178,2022-11-01,2022-11-01,3,Manufacturing,1234433.49,2022,11,1248085.9998934078,1204708.2574999998,42389.658773636445
179,2022-12-01,2022-12-01,3,Manufacturing,1252797.85,2022,12,1191100.2083829914,1210328.2645833332,-22129.995573580964
180,2023-01-01,2023-01-01,3,Manufacturing,1198979.52,2023,1,1180299.2177579913,1214823.9199999997,-40511.2846347373
181,2023-02-01,2023-02-01,3,Manufacturing,1171848.69,2023,2,1176894.508773616,1218112.870833333,-51543.68876211322
182,2023-03-01,2023-03-01,3,Manufacturing,1176741.34,2023,3,1184387.6491642413,1220960.1025,-51726.28874175064
183,2023-04-01,2023-04-01,3,Manufacturing,1186312.41,2023,4,1196219.5062215328,1223265.78375,-47618.46808875329
184,2023-05-01,2023-05-01,3,Manufacturing,1225198.22,2023,5,1243218.1934871578,1225025.2370833335,-8391.964945625281
185,2023-06-01,2023-06-01,3,Manufacturing,1226640.3,2023,6,1253171.3855444496,1230777.4045833335,-6258.588986753486
186,2023-07-01,2023-07-01,3,Manufacturing,1235819.83,2023,7,1243130.544992979,1240544.708333333,-24166.297117470996
187,2023-08-01,2023-08-01,3,Manufacturing,1236439.59,2023,8,1247978.0324439595,1249749.1187500001,-27232.099939886946
188,2023-09-01,2023-09-01,3,Manufacturing,1307736.46,2023,9,1272275.154355724,1258565.1741666668,-10893.875740648946
189,2023-10-01,2023-10-01,3,Manufacturing,1237618.15,2023,10,1253805.4489819494,1267373.7183333335,-37367.06088683335
190,2023-11-01,2023-11-01,3,Manufacturing,1253907.48,2023,11,1267559.9898934078,1274123.866666667,-31659.4723707363
191,2023-12-01,2023-12-01,3,Manufacturing,1371375.88,2023,12,1309678.2383829912,1279197.0679166669,2369.748863552697
192,2024-01-01,2024-01-01,3,Manufacturing,1314816.78,2024,1,1296136.4777579913,1286492.5770833334,-19301.471827604342
193,2024-02-01,2024-02-01,3,Manufacturing,1276917.28,2024,2,1281963.0987736161,1295454.8283333334,-41643.119925027946
194,2024-03-01,2024-03-01,3,Manufacturing,1283258.08,2024,3,1290904.3891642413,1304839.36875,-40907.13499926054
195,2024-04-01,2024-04-01,3,Manufacturing,1291200.73,2024,4,1301107.826221533,1314504.2841666667,-38943.945743185235
196,2024-05-01,2024-05-01,3,Manufacturing,1282313.46,2024,5,1300333.4334871578,1323843.6904166667,-47991.11895820964
197,2024-06-01,2024-06-01,3,Manufacturing,1291281.89,2024,6,1317812.9755444494,1339083.6762499998,-38814.17991066701
198,2024-07-01,2024-07-01,3,Manufacturing,1346270.46,2024,7,1353581.1749929788,1360238.5995833334,-11375.32554880809
199,2024-08-01,2024-08-01,3,Manufacturing,1341082.99,2024,8,1352621.4324439594,1381086.8570833334,-20687.775317112217
200,2024-09-01,2024-09-01,3,Manufacturing,1428322.03,2024,9,1392860.7243557242,1401653.1162500002,11178.914959634654
201,2024-10-01,2024-10-01,3,Manufacturing,1348990.55,2024,10,1365177.8489819495,,-24892.829120114446
202,2024-11-01,2024-11-01,3,Manufacturing,1366680.83,2024,11,1380333.339893408,,-18138.932897869265
203,2024-12-01,2024-12-01,3,Manufacturing,1624362.19,2024,12,1562664.5483829912,,155781.68808127823
204,2025-01-01,2025-01-01,3,Manufacturing,1569548.63,2025,1,1550868.3277579912,,135569.7602475367
205,2025-02-01,2025-02-01,3,Manufacturing,1522543.61,2025,2,1527589.4287736162,,103872.70545983408
206,2025-03-01,2025-03-01,3,Manufacturing,1531221.97,2025,3,1538868.2791642412,,106732.57649330073
0,2008-01-01,2008-01-01,4,"Electricity, gas, water and waste management",520063.61,2008,1,499207.06183210784,,-35035.83531917527
1,2008-02-01,2008-02-01,4,"Electricity, gas, water and waste management",612334.74,2008,2,610888.9965456495,,72303.89666167309
2,2008-03-01,2008-03-01,4,"Electricity, gas, water and waste management",622555.42,2008,3,621953.0434466912,,79026.01116825698
3,2008-04-01,2008-04-01,4,"Electricity, gas, water and waste management",601393.87,2008,4,614065.7358164828,,66796.75391962472
4,2008-05-01,2008-05-01,4,"Electricity, gas, water and waste management",599068.21,2008,5,615860.6234466911,,64248.777376637096
5,2008-06-01,2008-06-01,4,"Electricity, gas, water and waste management",602448.17,2008,6,637747.9709987745,,81790.93346289464
6,2008-07-01,2008-07-01,4,"Electricity, gas, water and waste management",601742.29,2008,7,604527.0357245711,581659.2620833333,44220.57094563823
7,2008-08-01,2008-08-01,4,"Electricity, gas, water and waste management",533436.85,2008,8,543613.2436412377,581345.72125,-21049.42374545429
8,2008-09-01,2008-09-01,4,"Electricity, gas, water and waste management",555576.83,2008,9,526609.7684941789,576004.8745833334,-42418.75766056648
9,2008-10-01,2008-10-01,4,"Electricity, gas, water and waste management",578706.1,2008,10,591850.6503737745,570898.8029166667,18443.890913486597
10,2008-11-01,2008-11-01,4,"Electricity, gas, water and waste management",536384.32,2008,11,555481.6911550245,567648.24625,-22318.067220261088
11,2008-12-01,2008-12-01,4,"Electricity, gas, water and waste management",595426.78,2008,12,537331.3685248162,564484.1804166668,-44878.68776086101
12,2009-01-01,2009-01-01,4,"Electricity, gas, water and waste management",561611.52,2009,1,540754.9718321079,561051.9975,-45885.04253798537
13,2009-02-01,2009-02-01,4,"Electricity, gas, water and waste management",563261.85,2009,2,561816.1065456495,560440.4766666666,-29275.540975343436
14,2009-03-01,2009-03-01,4,"Electricity, gas, water and waste management",543447.99,2009,3,542845.6134466912,562922.8162499999,-52721.00313289033
15,2009-04-01,2009-04-01,4,"Electricity, gas, water and waste management",557955.58,2009,4,570627.4458164828,563765.5841666666,-29438.910679061548
16,2009-05-01,2009-05-01,4,"Electricity, gas, water and waste management",564493.14,2009,5,581285.5534466911,564628.3087499999,-23306.34197401197
17,2009-06-01,2009-06-01,4,"Electricity, gas, water and waste management",561085.66,2009,6,596385.4609987745,567369.1170833333,-12758.573356016306
18,2009-07-01,2009-07-01,4,"Electricity, gas, water and waste management",560732.41,2009,7,563517.1557245711,570542.0225,-50206.23874008376
19,2009-08-01,2009-08-01,4,"Electricity, gas, water and waste management",559770.23,2009,8,569946.6236412377,573896.015,-48383.87483012292
20,2009-09-01,2009-09-01,4,"Electricity, gas, water and waste management",588819.6,2009,9,559852.5384941789,577582.3725,-63112.94320797722
21,2009-10-01,2009-10-01,4,"Electricity, gas, water and waste management",565689.76,2009,10,578834.3103737745,582250.6604166668,-48793.79577814741
22,2009-11-01,2009-11-01,4,"Electricity, gas, water and waste management",570106.05,2009,11,589203.4211550246,586458.2270833333,-43114.22567792749
23,2009-12-01,2009-12-01,4,"Electricity, gas, water and waste management",627484.45,2009,12,569389.0385248162,589836.8458333333,-67643.96373738616
24,2010-01-01,2010-01-01,4,"Electricity, gas, water and waste management",605703.58,2010,1,584847.0318321078,593420.4725,-56925.706453026854
25,2010-02-01,2010-02-01,4,"Electricity, gas, water and waste management",599665.61,2010,2,598219.8665456495,597644.90625,-48315.03225739673
26,2010-03-01,2010-03-01,4,"Electricity, gas, water and waste management",595516.81,2010,3,594914.4334466913,602448.1608333333,-56402.65502898081
27,2010-04-01,2010-04-01,4,"Electricity, gas, water and waste management",617925.67,2010,4,630597.5358164829,607067.82875,-25519.00334508973
28,2010-05-01,2010-05-01,4,"Electricity, gas, water and waste management",605504.65,2010,5,622297.0634466911,611673.4808333333,-38632.9840669455
29,2010-06-01,2010-06-01,4,"Electricity, gas, water and waste management",601161.0,2010,6,636460.8009987745,621739.1924999999,-29293.412280088756
30,2010-07-01,2010-07-01,4,"Electricity, gas, water and waste management",606664.11,2010,7,609448.855724571,636605.9604166667,-61136.48238566681
31,2010-08-01,2010-08-01,4,"Electricity, gas, water and waste management",615224.94,2010,8,625401.3336412377,651060.5554166666,-50018.16399009328
32,2010-09-01,2010-09-01,4,"Electricity, gas, water and waste management",648643.0,2010,9,619675.9384941789,665550.2087499999,-60576.35723941645
33,2010-10-01,2010-10-01,4,"Electricity, gas, water and waste management",616738.39,2010,10,629882.9403737745,678252.1045833334,-55196.00999208586
34,2010-11-01,2010-11-01,4,"Electricity, gas, water and waste management",629593.07,2010,11,648690.4411550245,689556.3670833334,-41203.770911767264
35,2010-12-01,2010-12-01,4,"Electricity, gas, water and waste management",809574.51,2010,12,751479.0985248162,701577.9283333333,56786.693044900196
36,2011-01-01,2011-01-01,4,"Electricity, gas, water and waste management",780415.95,2011,1,759559.4018321078,714777.0070833333,60091.86451367871
37,2011-02-01,2011-02-01,4,"Electricity, gas, water and waste management",771863.52,2011,2,770417.7765456495,728918.0041666665,66203.72408119496
38,2011-03-01,2011-03-01,4,"Electricity, gas, water and waste management",771070.58,2011,3,770468.2034466912,743340.8575,61541.34397478122
39,2011-04-01,2011-04-01,4,"Electricity, gas, water and waste management",747217.4,2011,4,759889.2658164828,757768.7479166668,46287.88809056557
40,2011-05-01,2011-05-01,4,"Electricity, gas, water and waste management",747515.22,2011,5,764307.6334466911,771553.5237499999,46074.131979043246
41,2011-06-01,2011-06-01,4,"Electricity, gas, water and waste management",747667.9,2011,6,782967.7009987745,781396.9554166667,60148.21890087088
42,2011-07-01,2011-07-01,4,"Electricity, gas, water and waste management",776935.1,2011,7,779719.845724571,781999.2041666666,52363.919196806615
43,2011-08-01,2011-08-01,4,"Electricity, gas, water and waste management",784337.88,2011,8,794514.2736412378,777294.5804166667,62674.36786630016
44,2011-09-01,2011-09-01,4,"Electricity, gas, water and waste management",825678.54,2011,9,796711.478494179,772628.49625,60442.58359446167
45,2011-10-01,2011-10-01,4,"Electricity, gas, water and waste management",785972.22,2011,10,799116.7703737745,768667.5812499999,58475.91781285987
46,2011-11-01,2011-11-01,4,"Electricity, gas, water and waste management",791193.86,2011,11,810291.2311550245,764878.9649999999,65337.02735972323
47,2011-12-01,2011-12-01,4,"Electricity, gas, water and waste management",884216.08,2011,12,826120.6685248162,760524.2195833334,76912.84368209867
48,2012-01-01,2012-01-01,4,"Electricity, gas, water and waste management",720228.35,2012,1,699371.8018321078,761794.8779166667,-54029.29425462661
49,2012-02-01,2012-02-01,4,"Electricity, gas, water and waste management",719140.15,2012,2,717694.4065456495,768417.9170833334,-39839.58482857328
50,2012-03-01,2012-03-01,4,"Electricity, gas, water and waste management",711807.93,2012,3,711205.5534466913,774803.0833333333,-50400.514212659444
51,2012-04-01,2012-04-01,4,"Electricity, gas, water and waste management",711418.09,2012,4,724089.9558164828,781122.93875,-41526.618675600505
52,2012-05-01,2012-05-01,4,"Electricity, gas, water and waste management",692387.74,2012,5,709180.1534466911,782545.7441666666,-60384.219082837226
53,2012-06-01,2012-06-01,4,"Electricity, gas, water and waste management",698281.49,2012,6,733581.2909987745,777747.3220833333,-39866.71100857959
54,2012-07-01,2012-07-01,4,"Electricity, gas, water and waste management",856817.31,2012,7,859602.0557245711,782649.7441666668,82336.51849095977
55,2012-08-01,2012-08-01,4,"Electricity, gas, water and waste management",863408.61,2012,8,873585.0036412377,799544.2237500001,92570.25873839727
56,2012-09-01,2012-09-01,4,"Electricity, gas, water and waste management",899851.8,2012,9,870884.738494179,817498.8925000002,86190.71147195471
57,2012-10-01,2012-10-01,4,"Electricity, gas, water and waste management",863475.49,2012,10,876620.0403737745,834614.64125,88317.54049814073
58,2012-11-01,2012-11-01,4,"Electricity, gas, water and waste management",747837.92,2012,11,766935.2911550245,850856.96875,-24904.653643701342
59,2012-12-01,2012-12-01,4,"Electricity, gas, water and waste management",812409.89,2012,12,754314.4785248162,866585.5666666667,-40992.34606484545
60,2013-01-01,2013-01-01,4,"Electricity, gas, water and waste management",909692.67,2013,1,888836.1218321079,876548.59125,90132.71195104322
61,2013-02-01,2013-02-01,4,"Electricity, gas, water and waste management",935143.34,2013,2,933697.5965456495,881036.1183333334,131667.94153905753
62,2013-03-01,2013-03-01,4,"Electricity, gas, water and waste management",926716.79,2013,3,926114.4134466912,880122.4,120828.20367833436
63,2013-04-01,2013-04-01,4,"Electricity, gas, water and waste management",907287.2,2013,4,919959.0658164828,874412.8533333333,111484.32589167077
64,2013-05-01,2013-05-01,4,"Electricity, gas, water and waste management",886334.49,2013,5,903126.9034466911,873754.5900000001,91529.05989589519
65,2013-06-01,2013-06-01,4,"Electricity, gas, water and waste management",881821.09,2013,6,917120.8909987744,877589.00125,102461.91205906332
66,2013-07-01,2013-07-01,4,"Electricity, gas, water and waste management",912390.3,2013,7,915175.0457245711,876594.1583333333,97512.73509686464
67,2013-08-01,2013-08-01,4,"Electricity, gas, water and waste management",915536.27,2013,8,925712.6636412378,869425.1379166667,105099.86988913396
68,2013-09-01,2013-09-01,4,"Electricity, gas, water and waste management",825794.9,2013,9,796827.838494179,860178.5062499999,-26688.297369125532
69,2013-10-01,2013-10-01,4,"Electricity, gas, water and waste management",800503.27,2013,10,813647.8203737745,851211.36625,-12731.0350937217
70,2013-11-01,2013-11-01,4,"Electricity, gas, water and waste management",795011.82,2013,11,814109.1911550245,844297.57625,-15098.073987622047
71,2013-12-01,2013-12-01,4,"Electricity, gas, water and waste management",857261.86,2013,12,799166.4485248162,838783.6883333334,-32841.13070861052
72,2014-01-01,2014-01-01,4,"Electricity, gas, water and waste management",840964.47,2014,1,820107.9218321078,831876.9587500001,-14677.973754916224
73,2014-02-01,2014-02-01,4,"Electricity, gas, water and waste management",831815.05,2014,2,830369.3065456495,823205.4395833332,-7178.752101189108
74,2014-03-01,2014-03-01,4,"Electricity, gas, water and waste management",808125.92,2014,3,807523.5434466912,820724.5108333332,-32776.256153608905
75,2014-04-01,2014-04-01,4,"Electricity, gas, water and waste management",810666.71,2014,4,823338.5758164828,823343.5325,-19708.218426749925
76,2014-05-01,2014-05-01,4,"Electricity, gas, water and waste management",817024.02,2014,5,833816.4334466911,825609.0187499999,-11978.032021558261
77,2014-06-01,2014-06-01,4,"Electricity, gas, water and waste management",818798.25,2014,6,854098.0509987745,828454.0599999999,5549.966900397907
78,2014-07-01,2014-07-01,4,"Electricity, gas, water and waste management",809651.63,2014,7,812436.3757245711,830455.26125,-38876.45280898316
79,2014-08-01,2014-08-01,4,"Electricity, gas, water and waste management",810158.48,2014,8,820334.8736412377,831661.18625,-33759.0463563028
80,2014-09-01,2014-09-01,4,"Electricity, gas, water and waste management",871630.4,2014,9,842663.338494179,833277.5479166666,-14232.941247285693
81,2014-10-01,2014-10-01,4,"Electricity, gas, water and waste management",817524.29,2014,10,830668.8403737745,835750.905,-29055.72815621225
82,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",832362.47,2014,11,851459.8411550245,837515.70625,-11123.496150665218
83,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",888192.2,2014,12,830096.7885248162,838676.0758333334,-35380.12429090636
84,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",858062.96,2015,1,837206.4118321078,841598.8216666668,-31203.12414568104
85,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",843658.76,2015,2,842213.0165456495,846005.2570833333,-29172.158169156173
86,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",835074.89,2015,3,834472.5134466912,849402.0283333334,-39935.04273815232
87,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",843078.31,2015,4,855750.1758164829,853024.9145833332,-21730.006635676604
88,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",826967.65,2015,5,843760.0634466911,856937.7266666668,-36846.18399355817
89,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",836703.49,2015,6,872003.2909987745,861292.9783333334,-11785.486404029769
