index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend,Real_Wage_Growth_SA,Real_Wage_Growth_SA_Annual,Real_Wage_Growth_SA_Annual_cycle
139,2019-08-01,2019-08-01,3,Manufacturing,1217902.13,2019,8,1231691.0553876888,1243722.808333333,0.39162223512909655,9.188129473983064,5.501262207221281
140,2019-09-01,2019-09-01,3,Manufacturing,1308270.21,2019,9,1262002.4759759242,1247109.6737499998,2.4609597070341938,10.73818724050728,7.0993751762305175
141,2019-10-01,2019-10-01,3,Manufacturing,1220584.77,2019,10,1246350.8897305198,1252133.1704166667,-1.2402183469014783,9.193592819163833,5.607843512390593
142,2019-11-01,2019-11-01,3,Manufacturing,1236651.97,2019,11,1258888.3422565614,1257500.5879166669,1.0059328098808828,9.168780460268898,5.640844340794293
143,2019-12-01,2019-12-01,3,Manufacturing,1354842.03,2019,12,1269099.6481940616,1266346.6541666668,0.811136746186425,0.9584018508341341,-2.5072710471675883
144,2020-01-01,2020-01-01,3,Manufacturing,1322507.38,2020,1,1296633.8753815615,1275129.5516666668,2.169587488790281,2.629470736602735,-0.7698328264062089
145,2020-02-01,2020-02-01,3,Manufacturing,1271256.2,2020,2,1275280.4055898949,1280309.73,-1.6468388029259873,2.4454826586123968,-0.8836700303110119
146,2020-03-01,2020-03-01,3,Manufacturing,1281073.27,2020,3,1291581.2964232282,1285156.0574999999,1.2782201280504335,4.097757635792498,0.8422187256883467
147,2020-04-01,2020-04-01,3,Manufacturing,1298345.99,2020,4,1311778.4414232282,1288829.6091666666,1.563753288773384,5.613385736841958,2.4346116943733436
148,2020-05-01,2020-05-01,3,Manufacturing,1273031.19,2020,5,1298078.4450690614,1291950.3283333334,-1.044383405120064,4.769768726173318,1.6705923256378017
149,2020-06-01,2020-06-01,3,Manufacturing,1270185.74,2020,6,1304493.1887148947,1294745.0729166665,0.4941722644113522,13.30766323061816,10.290580146210523
150,2020-07-01,2020-07-01,3,Manufacturing,1275694.0,2020,7,1284466.8158533752,1295696.9379166667,-1.5351841646063513,4.693223829674387,1.7603797451137448
151,2020-08-01,2020-08-01,3,Manufacturing,1284645.89,2020,8,1298434.8153876888,1295419.2595833333,1.0874550717788312,5.41887185979375,2.571983065698973
152,2020-09-01,2020-09-01,3,Manufacturing,1357838.31,2020,9,1311570.5759759243,1295300.3775,1.0116611502221096,3.9277339738710504,1.1680737845837128
153,2020-10-01,2020-10-01,3,Manufacturing,1259181.91,2020,10,1284948.0297305197,1293868.7279166665,-2.0298218588500228,3.096811685860401,0.425190593896438
154,2020-11-01,2020-11-01,3,Manufacturing,1272952.09,2020,11,1295188.4622565615,1291787.4716666667,0.7969530509486455,2.883505929916863,0.30026259305156344
155,2020-12-01,2020-12-01,3,Manufacturing,1385615.78,2020,12,1299873.3981940616,1291128.90625,0.36171847372217236,2.4248489898954118,-0.07015304962820146
156,2021-01-01,2021-01-01,3,Manufacturing,1314578.39,2021,1,1288704.8853815615,1291725.0470833334,-0.8592000442517511,-0.6115056956742526,-3.0188803279864187
157,2021-02-01,2021-02-01,3,Manufacturing,1272520.91,2021,2,1276545.1155898948,1291437.64125,-0.9435651194933059,0.09917113087101193,-2.221666875428813
158,2021-03-01,2021-03-01,3,Manufacturing,1276955.39,2021,3,1287463.416423228,1289907.2245833331,0.8553008193751044,-0.3188246850123755,-2.5546704437381407
159,2021-04-01,2021-04-01,3,Manufacturing,1268104.28,2021,4,1281536.7314232283,1288714.1304166669,-0.46033812878855107,-2.3053976986532,-4.458232042991039
160,2021-05-01,2021-05-01,3,Manufacturing,1253322.75,2021,5,1278370.0050690614,1288648.1649999998,-0.24710383062138686,-1.518278042044785,-3.5904985479653844
161,2021-06-01,2021-06-01,3,Manufacturing,1274088.61,2021,6,1308396.0587148948,1289237.1608333332,2.348776451791923,0.2991866905679208,-1.6951998957520726
162,2021-07-01,2021-07-01,3,Manufacturing,1286098.51,2021,7,1294871.3258533753,1289741.531666667,-1.0336879854868641,0.8100255975151516,-1.1096616264027133
163,2021-08-01,2021-08-01,3,Manufacturing,1267343.64,2021,8,1281132.5653876888,1290370.1875,-1.0610135687908584,-1.332546678119828,-3.181010654969776
164,2021-09-01,2021-09-01,3,Manufacturing,1338410.56,2021,9,1292142.8259759243,1290998.9566666665,0.859416182657391,-1.4812584511926907,-3.262308292240759
165,2021-10-01,2021-10-01,3,Manufacturing,1249975.4,2021,10,1275741.5197305197,1290879.2229166667,-1.269310630039444,-0.7164888997052143,-2.4342421673139674
166,2021-11-01,2021-11-01,3,Manufacturing,1280575.43,2021,11,1302811.8022565614,1290941.8008333335,2.1219253357654955,0.5885892456699349,-1.0702682898267084
167,2021-12-01,2021-12-01,3,Manufacturing,1392128.34,2021,12,1306385.9581940616,1290728.4662500003,0.2743416916633379,0.5010149456899482,-1.103612195253659
168,2022-01-01,2022-01-01,3,Manufacturing,1320170.73,2022,1,1294297.2253815616,1289625.9033333333,-0.9253569159003772,0.43395039961722226,-1.1213679223213155
169,2022-02-01,2022-02-01,3,Manufacturing,1282016.31,2022,2,1286040.515589895,1289180.355416667,-0.6379299615072997,0.7438358334568074,-0.7673429674873227
170,2022-03-01,2022-03-01,3,Manufacturing,1282550.45,2022,3,1293058.4764232282,1289070.6129166663,0.5457029345699915,0.4345801153359474,-1.0378675325568678
171,2022-04-01,2022-04-01,3,Manufacturing,1259635.61,2022,4,1273068.0614232284,1289578.8474999997,-1.5459791930907851,-0.6608214803640378,-2.1001794922248322
172,2022-05-01,2022-05-01,3,Manufacturing,1263293.29,2022,5,1288340.5450690615,1289926.0691666666,1.1996596339679755,0.7799416413451832,-0.632193392341952
173,2022-06-01,2022-06-01,3,Manufacturing,1258998.04,2022,6,1293305.4887148947,1285319.8120833333,0.3853750985976401,-1.1533640673621393,-2.5443517164843703
174,2022-07-01,2022-07-01,3,Manufacturing,1274727.57,2022,7,1283500.3858533753,1276982.4583333333,-0.7581428322292472,-0.8781521200576403,-2.254272035938679
175,2022-08-01,2022-08-01,3,Manufacturing,1268021.43,2022,8,1281810.3553876888,1269394.1312499999,-0.13167354558781819,0.05290553205123949,-1.314810727283785
176,2022-09-01,2022-09-01,3,Manufacturing,1335098.95,2022,9,1288831.2159759242,1261922.4462500003,0.5477300568469623,-0.256288231720736,-1.6222319425020377
177,2022-10-01,2022-10-01,3,Manufacturing,1265484.64,2022,10,1291250.7597305197,1255302.3087500003,0.18773162262084586,1.2157039463037922,-0.15525521006869192
178,2022-11-01,2022-11-01,3,Manufacturing,1273399.51,2022,11,1295635.8822565614,1251311.31,0.33960270636796963,-0.550802501755876,-1.9337094667952825
179,2022-12-01,2022-12-01,3,Manufacturing,1288754.09,2022,12,1203011.7081940616,1249059.7920833332,-7.148935540530077,-7.912994574964949,-9.314924882720986
180,2023-01-01,2023-01-01,3,Manufacturing,1223448.49,2023,1,1197574.9853815616,1246673.0379166668,-0.451926009985526,-7.47295428772059,-8.901111722619193
181,2023-02-01,2023-02-01,3,Manufacturing,1196618.7,2023,2,1200642.9055898949,1244082.2354166664,0.2561777129434395,-6.640351448090187,-8.101996170513134
182,2023-03-01,2023-03-01,3,Manufacturing,1188627.62,2023,3,1199135.6464232283,1241559.19625,-0.12553767316236808,-7.263618135801786,-8.76599800066908
183,2023-04-01,2023-04-01,3,Manufacturing,1194675.14,2023,4,1208107.5914232282,1238616.7487499998,0.7482010085148705,-5.102670624489436,-6.652958665856762
184,2023-05-01,2023-05-01,3,Manufacturing,1232469.79,2023,5,1257517.0450690615,1235396.2066666665,4.089822297004675,-2.39249630992151,-3.99772310210677
185,2023-06-01,2023-06-01,3,Manufacturing,1235785.11,2023,6,1270092.5587148948,1236620.755,1.0000272914903352,-1.7948528172617384,-3.4618551402874456
186,2023-07-01,2023-07-01,3,Manufacturing,1240658.4,2023,7,1249431.2158533751,1242355.8433333333,-1.6267588310591496,-2.654394994774245,-4.389784987738651
187,2023-08-01,2023-08-01,3,Manufacturing,1239911.34,2023,8,1253700.265387689,1247375.9120833331,0.34167943622234187,-2.1929991345324917,-4.003137583764367
188,2023-09-01,2023-09-01,3,Manufacturing,1302656.1,2023,9,1256388.3659759243,1252052.5458333332,0.214413338056052,-2.5172303089690096,-4.4081927762299
189,2023-10-01,2023-10-01,3,Manufacturing,1227308.75,2023,10,1253074.8697305198,1256923.254166667,-0.2637318471849004,-2.9565047464496397,-4.934050680526583
190,2023-11-01,2023-11-01,3,Manufacturing,1234282.39,2023,11,1256518.7622565613,1259516.7808333333,0.2748353357993727,-3.019144540198382,-5.088683263070759
191,2023-12-01,2023-12-01,3,Manufacturing,1357260.37,2023,12,1271517.9881940617,1260309.9629166669,1.193712850778561,5.6945646940411265,3.5280120585803
192,2024-01-01,2024-01-01,3,Manufacturing,1292584.33,2024,1,1266710.8253815616,1262987.760416667,-0.3780648686950716,5.7729863135019155,3.504826104377339
193,2024-02-01,2024-02-01,3,Manufacturing,1247964.51,2024,2,1251988.715589895,1266967.2520833334,-1.1622313077834567,4.276526331097008,1.9025651276358309
194,2024-03-01,2024-03-01,3,Manufacturing,1249521.02,2024,3,1260029.0464232282,1271453.5958333334,0.6422047366093864,5.078107733819115,2.594525312339635
195,2024-04-01,2024-04-01,3,Manufacturing,1250678.74,2024,4,1264111.1914232282,1276214.6270833334,0.323972293463215,4.635646725307319,2.038981378832505
196,2024-05-01,2024-05-01,3,Manufacturing,1238710.83,2024,5,1263758.0850690615,1280703.74125,-0.027933172062910572,0.49629864060072304,-2.216572840627221
197,2024-06-01,2024-06-01,3,Manufacturing,1248580.44,2024,6,1282887.8887148947,1290611.257083333,1.5137235418587025,1.0074328766201512,-1.8244451847804934
198,2024-07-01,2024-07-01,3,Manufacturing,1292130.21,2024,7,1300903.0258533752,1305549.8699999999,1.4042643396163568,4.119619339336289,1.1662741198670972
199,2024-08-01,2024-08-01,3,Manufacturing,1283947.33,2024,8,1297736.255387689,1320162.5970833334,-0.24342863401435322,3.512481508997878,0.4355624985971587
200,2024-09-01,2024-09-01,3,Manufacturing,1366292.36,2024,9,1320024.6259759243,1334540.7333333334,1.7174807666583192,5.0650150640776825,1.8627605758866181
201,2024-10-01,2024-10-01,3,Manufacturing,1277937.24,2024,10,1303703.3597305198,,-1.2364364970341213,4.040340383722474,0.7113303160646618
202,2024-11-01,2024-11-01,3,Manufacturing,1291392.64,2024,11,1313629.0122565613,,0.7613428662248012,4.545117169395607,1.088258632624469
203,2024-12-01,2024-12-01,3,Manufacturing,1537930.5,2024,12,1452188.1181940616,,10.547811036807285,14.209010936338062,10.623532764177
204,2025-01-01,2025-01-01,3,Manufacturing,1470440.91,2025,1,1444567.4053815615,,-0.5247744914740893,14.040819454308018,10.32626380679306
205,2025-02-01,2025-02-01,3,Manufacturing,1420813.38,2025,2,1424837.5855898948,,-1.3657943352567425,13.805944721998497,9.962085113774876
206,2025-03-01,2025-03-01,3,Manufacturing,1421747.42,2025,3,1432255.4464232281,,0.5206109740754972,13.668446809927847,9.695208432288522
0,2008-01-01,2008-01-01,4,"Electricity, gas, water and waste management",958683.47,2008,1,928636.5987724673,,,,
1,2008-02-01,2008-02-01,4,"Electricity, gas, water and waste management",1124345.33,2008,2,1117488.9323922591,,20.336516336899614,,
2,2008-03-01,2008-03-01,4,"Electricity, gas, water and waste management",1133751.86,2008,3,1133976.4459339257,,1.4754073229495956,,
3,2008-04-01,2008-04-01,4,"Electricity, gas, water and waste management",1091290.34,2008,4,1108703.9894755925,,-2.228657971596504,,
4,2008-05-01,2008-05-01,4,"Electricity, gas, water and waste management",1074653.91,2008,5,1099300.139892259,,-0.8481839763002541,,
5,2008-06-01,2008-06-01,4,"Electricity, gas, water and waste management",1064893.8,2008,6,1110647.845907884,,1.0322664033079354,,
6,2008-07-01,2008-07-01,4,"Electricity, gas, water and waste management",1051732.33,2008,7,1052814.9929330067,1025191.3108333333,-5.207127820754254,,
7,2008-08-01,2008-08-01,4,"Electricity, gas, water and waste management",923735.09,2008,8,934994.7091830065,1019821.4704166668,-11.190977003639368,,
8,2008-09-01,2008-09-01,4,"Electricity, gas, water and waste management",951958.43,2008,9,915699.0490359478,1005834.415,-2.0637186454155687,,
9,2008-10-01,2008-10-01,4,"Electricity, gas, water and waste management",982902.14,2008,10,1006295.5845276758,992744.7470833334,9.893702039672148,,
10,2008-11-01,2008-11-01,4,"Electricity, gas, water and waste management",912138.48,2008,11,944816.5447099673,983803.6966666665,-6.109441476538402,,
11,2008-12-01,2008-12-01,4,"Electricity, gas, water and waste management",1024622.48,2008,12,941332.8272360091,976150.1758333333,-0.368718932099954,,
12,2009-01-01,2009-01-01,4,"Electricity, gas, water and waste management",973859.61,2009,1,943812.7387724674,969217.7762499999,0.2634468346057739,1.6342388421973553,-1.5614447771152937
13,2009-02-01,2009-02-01,4,"Electricity, gas, water and waste management",980293.02,2009,2,973436.622392259,968397.7316666665,3.138745897657702,-12.890714692951889,-16.2700097596181
14,2009-03-01,2009-03-01,4,"Electricity, gas, water and waste management",942114.84,2009,3,942339.4259339256,973511.1633333331,-3.1945784392116705,-16.899559129922736,-20.462453595757506
15,2009-04-01,2009-04-01,4,"Electricity, gas, water and waste management",968775.33,2009,4,986188.9794755923,976190.6874999999,4.65326530280834,-11.05029035369024,-14.796634582124785
16,2009-05-01,2009-05-01,4,"Electricity, gas, water and waste management",982583.71,2009,5,1007229.939892259,979368.5095833334,2.133562720185256,-8.375346882883472,-12.3046957596628
17,2009-06-01,2009-06-01,4,"Electricity, gas, water and waste management",973279.5,2009,6,1019033.5459078839,985613.1779166665,1.1718879223236334,-8.24872621304291,-12.36022497466269
18,2009-07-01,2009-07-01,4,"Electricity, gas, water and waste management",976969.04,2009,7,978051.7029330066,991771.4833333334,-4.0216382610216765,-7.101275200471768,-11.393564490538203
19,2009-08-01,2009-08-01,4,"Electricity, gas, water and waste management",978817.31,2009,8,990076.9291830066,997407.1533333333,1.229508237032717,5.891179860058315,1.4200593629347713
20,2009-09-01,2009-09-01,4,"Electricity, gas, water and waste management",1019598.57,2009,9,983339.1890359477,1003472.3275000001,-0.6805269316414453,7.386721660485707,2.739417155996599
21,2009-10-01,2009-10-01,4,"Electricity, gas, water and waste management",979570.58,2009,10,1002964.0245276757,1011088.9029166667,1.9957340977092564,-0.3310717100645677,-5.151236101173862
22,2009-11-01,2009-11-01,4,"Electricity, gas, water and waste management",991737.77,2009,11,1024415.8347099674,1017379.7729166667,2.1388414397409683,8.42484082710837,3.4357964537000427
23,2009-12-01,2009-12-01,4,"Electricity, gas, water and waste management",1094895.23,2009,12,1011605.5772360091,1022125.1558333335,-1.2504938951461209,7.465239495188802,2.311990574570511
24,2010-01-01,2010-01-01,4,"Electricity, gas, water and waste management",1051386.19,2010,1,1021339.3187724673,1026913.9145833334,0.9622071838565338,8.214190889268114,2.9020818765217404
25,2010-02-01,2010-02-01,4,"Electricity, gas, water and waste management",1038022.52,2010,2,1031166.122392259,1032237.0466666666,0.9621487628227454,5.930483677317122,0.4655102080839093
26,2010-03-01,2010-03-01,4,"Electricity, gas, water and waste management",1029949.52,2010,3,1030174.1059339256,1038624.3354166666,-0.09620336013677067,9.320917451050036,3.709703948923517
27,2010-04-01,2010-04-01,4,"Electricity, gas, water and waste management",1063738.46,2010,4,1081152.1094755924,1044872.0124999998,4.948484265720454,9.62930350839013,3.8790995930163774
28,2010-05-01,2010-05-01,4,"Electricity, gas, water and waste management",1038601.46,2010,5,1063247.689892259,1050856.1770833333,-1.656050006878118,5.561565217768649,-0.3197829194125923
29,2010-06-01,2010-06-01,4,"Electricity, gas, water and waste management",1031150.94,2010,6,1076904.9859078838,1065567.6024999998,1.2844886610577921,5.6790515123268825,-0.32502801475245047
30,2010-07-01,2010-07-01,4,"Electricity, gas, water and waste management",1034027.81,2010,7,1035110.4729330066,1088239.6641666666,-3.8809842578305442,5.833921645337425,-0.28390733180015193
31,2010-08-01,2010-08-01,4,"Electricity, gas, water and waste management",1049513.71,2010,8,1060773.3291830064,1110352.6779166667,2.479238392524774,7.1404956439432565,0.9184707724499468
32,2010-09-01,2010-09-01,4,"Electricity, gas, water and waste management",1102197.1,2010,9,1065937.719035948,1132165.01875,0.48685140461808274,8.399800488067477,2.0837070844266012
33,2010-10-01,2010-10-01,4,"Electricity, gas, water and waste management",1046916.3,2010,10,1070309.7445276757,1150605.3533333333,0.41015768685639387,6.71466955474449,0.31520170070403264
34,2010-11-01,2010-11-01,4,"Electricity, gas, water and waste management",1068012.0,2010,11,1100690.0647099672,1166670.8891666667,2.838460579997637,7.445631687408905,0.9740341062699027
35,2010-12-01,2010-12-01,4,"Electricity, gas, water and waste management",1371695.21,2010,12,1288405.557236009,1183832.5908333333,17.054346045678635,27.36244107671839,20.83050670122305
36,2011-01-01,2011-01-01,4,"Electricity, gas, water and waste management",1318715.69,2011,1,1288668.8187724673,1203060.8120833333,0.02043312643131845,26.174406006546324,19.59446846318276
37,2011-02-01,2011-02-01,4,"Electricity, gas, water and waste management",1301405.35,2011,2,1294548.9523922591,1223905.4108333332,0.45629517329308644,25.54223071147488,18.927003591258728
38,2011-03-01,2011-03-01,4,"Electricity, gas, water and waste management",1290062.87,2011,3,1290287.4559339257,1244898.3020833333,-0.3291877414491329,25.249455262146103,18.611880928734244
39,2011-04-01,2011-04-01,4,"Electricity, gas, water and waste management",1246193.14,2011,4,1263606.7894755923,1265579.9491666665,-2.067807939667332,16.875949128795465,10.229052676791639
40,2011-05-01,2011-05-01,4,"Electricity, gas, water and waste management",1241719.64,2011,5,1266365.869892259,1284896.952083333,0.21834960366204914,19.103561844614237,12.460307489376685
41,2011-06-01,2011-06-01,4,"Electricity, gas, water and waste management",1239913.6,2011,6,1285667.645907884,1296826.5862499997,1.524186372558134,19.38542979481175,12.758641944577638
42,2011-07-01,2011-07-01,4,"Electricity, gas, water and waste management",1286742.46,2011,7,1287825.1229330066,1293141.9795833332,0.16780985599114118,24.414268487104373,17.81653559864187
43,2011-08-01,2011-08-01,4,"Electricity, gas, water and waste management",1297069.43,2011,8,1308329.0491830064,1280999.879583333,1.5921359107595512,23.337287353431503,16.780863485728485
44,2011-09-01,2011-09-01,4,"Electricity, gas, water and waste management",1358470.77,2011,9,1322211.3890359479,1269219.3945833333,1.0610740365055937,24.042086645716807,17.538753986712344
45,2011-10-01,2011-10-01,4,"Electricity, gas, water and waste management",1287002.16,2011,10,1310395.6045276755,1259119.6120833333,-0.893638082855075,22.431437369184092,15.992376753797114
46,2011-11-01,2011-11-01,4,"Electricity, gas, water and waste management",1291534.21,2011,11,1324212.2747099672,1249692.1829166666,1.0543892344077044,20.30746139776398,13.943116978001402
47,2011-12-01,2011-12-01,4,"Electricity, gas, water and waste management",1434484.22,2011,12,1351194.567236009,1239765.6004166666,2.0376108152261097,4.873388635073894,-1.4066555179381615
48,2012-01-01,2012-01-01,4,"Electricity, gas, water and waste management",1167496.12,2012,1,1137449.2487724675,1239175.7470833333,-15.818988889274255,-11.734556450589483,-17.921683932384845
49,2012-02-01,2012-02-01,4,"Electricity, gas, water and waste management",1161214.52,2012,2,1154358.122392259,1247197.7791666668,1.486560709239515,-10.82931856234055,-16.915869781289548
50,2012-03-01,2012-03-01,4,"Electricity, gas, water and waste management",1147522.06,2012,3,1147746.6459339256,1254537.100833333,-0.5727404979515405,-11.047213498392672,-17.026347391103904
51,2012-04-01,2012-04-01,4,"Electricity, gas, water and waste management",1146339.17,2012,4,1163752.8194755923,1261543.6462499998,1.3945737587969464,-7.90229767928362,-13.767861186917358
52,2012-05-01,2012-05-01,4,"Electricity, gas, water and waste management",1115315.31,2012,5,1139961.539892259,1261149.1795833332,-2.0443584913550694,-9.981659566579616,-15.728056258710533
53,2012-06-01,2012-06-01,4,"Electricity, gas, water and waste management",1128079.95,2012,6,1173833.9959078839,1251482.528333333,2.971368316410583,-8.69848831896427,-14.320572160084634
54,2012-07-01,2012-07-01,4,"Electricity, gas, water and waste management",1384419.63,2012,7,1385502.2929330065,1257665.71375,18.032217312074962,7.584661011857063,2.091707020796175
55,2012-08-01,2012-08-01,4,"Electricity, gas, water and waste management",1391921.03,2012,8,1403180.6491830065,1283222.1800000002,1.2759528685135635,7.249827561287492,1.8906018811181697
56,2012-09-01,2012-09-01,4,"Electricity, gas, water and waste management",1439762.89,2012,9,1403503.5090359477,1310439.4875,0.023009143771268725,6.148193902585541,0.927060316208375
57,2012-10-01,2012-10-01,4,"Electricity, gas, water and waste management",1373867.13,2012,10,1397260.5745276755,1336484.3075,-0.4448107516710431,6.628911887361677,1.5499849117682745
58,2012-11-01,2012-11-01,4,"Electricity, gas, water and waste management",1195202.04,2012,11,1227880.1047099673,1361489.4991666668,-12.12232513430539,-7.27467731871757,-12.207539585687762
59,2012-12-01,2012-12-01,4,"Electricity, gas, water and waste management",1298816.76,2012,12,1215527.107236009,1385200.1475000002,-1.0060426442756065,-10.040556947880575,-14.823764787300389
60,2013-01-01,2013-01-01,4,"Electricity, gas, water and waste management",1451560.03,2013,1,1421513.1587724674,1398883.7020833332,16.946232651680692,24.9737656696825,20.34362779180623
61,2013-02-01,2013-02-01,4,"Electricity, gas, water and waste management",1490505.8,2013,2,1483649.402392259,1403495.9129166666,4.37113390307613,28.52592047583866,24.052208289466243
62,2013-03-01,2013-03-01,4,"Electricity, gas, water and waste management",1471446.16,2013,3,1471670.7459339255,1399678.3491666666,-0.8073778373124396,28.222613513840567,23.90846597246278
63,2013-04-01,2013-04-01,4,"Electricity, gas, water and waste management",1447490.75,2013,4,1464904.3994755924,1388697.3145833337,-0.4597731168488495,25.87762409337959,21.72577778599075
64,2013-05-01,2013-05-01,4,"Electricity, gas, water and waste management",1414288.33,2013,5,1438934.559892259,1385625.9583333335,-1.7728009822777557,26.226588313519493,22.239192985713355
65,2013-06-01,2013-06-01,4,"Electricity, gas, water and waste management",1398162.49,2013,6,1443916.535907884,1388848.8487500001,0.3462267259741081,23.00858050981125,19.187031426606737
66,2013-07-01,2013-07-01,4,"Electricity, gas, water and waste management",1442742.4,2013,7,1443825.0629330066,1383955.433333333,-0.006335059721429559,4.209503679458737,0.5542700265886129
67,2013-08-01,2013-08-01,4,"Electricity, gas, water and waste management",1444291.32,2013,8,1455550.9391830065,1369073.0724999998,0.8121396802864611,3.732255717073363,0.24273255290225304
68,2013-09-01,2013-09-01,4,"Electricity, gas, water and waste management",1295771.07,2013,9,1259511.689035948,1350564.9766666668,-13.46838814566631,-10.259455646028727,-13.584951667279237
69,2013-10-01,2013-10-01,4,"Electricity, gas, water and waste management",1254314.12,2013,10,1277707.5645276757,1331739.2537500001,1.4446769847491714,-8.556242992858575,-11.720475494046308
70,2013-11-01,2013-11-01,4,"Electricity, gas, water and waste management",1241042.5,2013,11,1273720.5647099672,1315365.4295833334,-0.3120432193091327,3.733300981436427,0.7265929225321708
71,2013-12-01,2013-12-01,4,"Electricity, gas, water and waste management",1330325.67,2013,12,1247036.017236009,1301357.764166667,-2.0950079800300947,2.5922013431397772,-0.26160637041408297
72,2014-01-01,2014-01-01,4,"Electricity, gas, water and waste management",1302609.15,2014,1,1272562.2787724673,1285552.8179166666,2.046954633518605,-10.47833283011077,-13.184754920827965
73,2014-02-01,2014-02-01,4,"Electricity, gas, water and waste management",1282280.02,2014,2,1275423.622392259,1267004.2604166665,0.22484900484021075,-14.034702515584453,-16.600142312991693
74,2014-03-01,2014-03-01,4,"Electricity, gas, water and waste management",1235477.64,2014,3,1235702.2259339255,1257848.5162499999,-3.1143688858318197,-16.034056574947677,-18.46570428136458
75,2014-04-01,2014-04-01,4,"Electricity, gas, water and waste management",1231641.92,2014,4,1249055.5694755923,1256116.2174999998,1.0806279426724075,-14.734670062924915,-17.04037466594616
76,2014-05-01,2014-05-01,4,"Electricity, gas, water and waste management",1237165.38,2014,5,1261811.609892259,1253679.4504166665,1.0212548367261265,-12.309312385495996,-14.497439175705207
77,2014-06-01,2014-06-01,4,"Electricity, gas, water and waste management",1239101.47,2014,6,1284855.5159078839,1252643.7504166665,1.8262556656609474,-11.015942822483716,-13.095241909081029
78,2014-07-01,2014-07-01,4,"Electricity, gas, water and waste management",1222484.71,2014,7,1223567.3729330066,1250796.4254166665,-4.770041628499433,-15.25515075576852,-17.234645203613987
79,2014-08-01,2014-08-01,4,"Electricity, gas, water and waste management",1219383.63,2014,8,1230643.2491830064,1247975.9258333333,0.5782988666196864,-15.451722364745246,-17.340607150825583
80,2014-09-01,2014-09-01,4,"Electricity, gas, water and waste management",1300940.9,2014,9,1264681.5190359477,1246034.0554166667,2.765892542419457,0.4104630425428635,-1.397045987512247
81,2014-10-01,2014-10-01,4,"Electricity, gas, water and waste management",1207569.12,2014,10,1230962.5645276757,1245545.7945833332,-2.6662012531009083,-3.6585053808678047,-5.3937776884096635
82,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",1229305.09,2014,11,1261983.1547099673,1244115.9791666663,2.520027097184241,-0.9215058879631588,-2.5935748545999946
83,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",1317206.28,2014,12,1233916.627236009,1241648.715,-2.2240017522586086,-1.0520457964861674,-2.6697975332674533
84,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",1271392.74,2015,1,1241345.8687724674,1241437.0016666667,0.6020861841451897,-2.4530359355073528,-4.025189270772152
85,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",1245804.44,2015,2,1238948.042392259,1243107.2216666667,-0.19316343982193063,-2.859879600754478,-4.394965479841835
86,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",1225348.33,2015,3,1225572.9159339257,1243145.55875,-1.079555074198879,-0.8197209479285594,-2.326051374618311
87,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",1230052.97,2015,4,1247466.6194755924,1243964.3404166668,1.786405627688259,-0.12721211440313018,-1.6128462391452283
88,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",1204438.76,2015,5,1229084.989892259,1245650.0220833332,-1.4735167495752766,-2.59362172161296,-4.066347893600198
89,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",1212613.75,2015,6,1258367.795907884,1247586.5299999998,2.3824882946615222,-2.0615329639833924,-3.5288562863501776
90,2015-07-01,2015-07-01,4,"Electricity, gas, water and waste management",1243891.31,2015,7,1244973.9729330067,1250116.90625,-1.0643806221386831,1.7495236039750228,0.2804126502938238
91,2015-08-01,2015-08-01,4,"Electricity, gas, water and waste management",1238062.31,2015,8,1249321.9291830065,1251724.2416666662,0.34924073470841144,1.5177981118736472,0.04005089697207764
92,2015-09-01,2015-09-01,4,"Electricity, gas, water and waste management",1283182.31,2015,9,1246922.929035948,1254300.3024999998,-0.19202417655691528,-1.4041946318261278,-2.8970870505029716
93,2015-10-01,2015-10-01,4,"Electricity, gas, water and waste management",1244978.47,2015,10,1268371.9145276756,1257232.6041666665,1.7201532662737051,3.0390323051256996,1.5248251184350319
94,2015-11-01,2015-11-01,4,"Electricity, gas, water and waste management",1232352.1,2015,11,1265030.1647099673,1259987.1525,-0.26346766113570785,0.24144617054735473,-1.299883616012585
95,2015-12-01,2015-12-01,4,"Electricity, gas, water and waste management",1360635.46,2015,12,1277345.807236009,1262661.6495833334,0.9735453643404002,3.519620292116654,1.9457100405891818
96,2016-01-01,2016-01-01,4,"Electricity, gas, water and waste management",1288692.59,2016,1,1258645.7187724675,1265176.0341666667,-1.463980102929674,1.3936365710152554,-0.21795201385464802
97,2016-02-01,2016-02-01,4,"Electricity, gas, water and waste management",1267080.64,2016,2,1260224.242392259,1268555.8070833334,0.12541445112377314,1.7172794396541624,0.06325963659553224
98,2016-03-01,2016-03-01,4,"Electricity, gas, water and waste management",1265897.59,2016,3,1266122.1759339257,1272941.7874999999,0.46800667240545213,3.3085962877288377,1.6077390468922907
