Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage
2012-03-01,2,Mining,1632831.46
2012-03-01,3,Manufacturing,887028.4
2012-03-01,4,"Electricity, gas, water and waste management",1147522.06
2012-03-01,5,Construction,879469.79
2012-03-01,6,"Wholesale and retail trade, accommodation and food services",765854.99
2012-03-01,7,"Transport, communications and information services",945943.64
2012-03-01,8,Financial intermediation,1298189.7
2012-03-01,9,Real estate and housing services,913119.67
2012-03-01,10,Business services,879629.87
2012-03-01,11,Personal services,850109.94
2012-03-01,12,Public administration,692450.98
2012-04-01,1,"Agriculture, forestry and fishing",632778.97
2012-04-01,2,Mining,1683794.57
2012-04-01,3,Manufacturing,900343.01
2012-04-01,4,"Electricity, gas, water and waste management",1146339.17
2012-04-01,5,Construction,896716.16
2012-04-01,6,"Wholesale and retail trade, accommodation and food services",772990.68
2012-04-01,7,"Transport, communications and information services",939716.93
2012-04-01,8,Financial intermediation,1299194.14
2012-04-01,9,Real estate and housing services,926700.52
2012-04-01,10,Business services,891944.26
2012-04-01,11,Personal services,857511.66
2012-04-01,12,Public administration,696733.77
2012-05-01,1,"Agriculture, forestry and fishing",636299.57
2012-05-01,2,Mining,1692089.42
2012-05-01,3,Manufacturing,883616.44
2012-05-01,4,"Electricity, gas, water and waste management",1115315.31
2012-05-01,5,Construction,896402.17
2012-05-01,6,"Wholesale and retail trade, accommodation and food services",760639.8
2012-05-01,7,"Transport, communications and information services",937209.22
2012-05-01,8,Financial intermediation,1305790.11
2012-05-01,9,Real estate and housing services,915686.09
2012-05-01,10,Business services,891717.12
2012-05-01,11,Personal services,847590.95
2012-05-01,12,Public administration,696126.69
2012-06-01,1,"Agriculture, forestry and fishing",633929.35
2012-06-01,2,Mining,1687302.39
2012-06-01,3,Manufacturing,886058.73
2012-06-01,4,"Electricity, gas, water and waste management",1128079.95
2012-06-01,5,Construction,885751.88
2012-06-01,6,"Wholesale and retail trade, accommodation and food services",769013.85
2012-06-01,7,"Transport, communications and information services",942266.01
2012-06-01,8,Financial intermediation,1313752.33
2012-06-01,9,Real estate and housing services,931144.69
2012-06-01,10,Business services,896835.21
2012-06-01,11,Personal services,860902.6
2012-06-01,12,Public administration,705962.7
2012-07-01,1,"Agriculture, forestry and fishing",735236.23
2012-07-01,2,Mining,2191938.27
2012-07-01,3,Manufacturing,1017859.75
2012-07-01,4,"Electricity, gas, water and waste management",1384419.63
2012-07-01,5,Construction,997962.39
2012-07-01,6,"Wholesale and retail trade, accommodation and food services",912086.36
2012-07-01,7,"Transport, communications and information services",1114708.33
2012-07-01,8,Financial intermediation,1606605.34
2012-07-01,9,Real estate and housing services,1100466.4
2012-07-01,10,Business services,1070320.52
2012-07-01,11,Personal services,950912.98
2012-07-01,12,Public administration,798401.47
2012-08-01,1,"Agriculture, forestry and fishing",739830.54
2012-08-01,2,Mining,2167296.37
2012-08-01,3,Manufacturing,1016649.71
2012-08-01,4,"Electricity, gas, water and waste management",1391921.03
2012-08-01,5,Construction,988993.5
2012-08-01,6,"Wholesale and retail trade, accommodation and food services",898410.16
2012-08-01,7,"Transport, communications and information services",1114329.77
2012-08-01,8,Financial intermediation,1599318.28
2012-08-01,9,Real estate and housing services,1088289.92
2012-08-01,10,Business services,1068282.81
2012-08-01,11,Personal services,945476.14
2012-08-01,12,Public administration,787716.34
2012-09-01,1,"Agriculture, forestry and fishing",778514.87
2012-09-01,2,Mining,2279093.34
2012-09-01,3,Manufacturing,1091758.81
2012-09-01,4,"Electricity, gas, water and waste management",1439762.89
2012-09-01,5,Construction,1037752.84
2012-09-01,6,"Wholesale and retail trade, accommodation and food services",948896.58
2012-09-01,7,"Transport, communications and information services",1156106.29
2012-09-01,8,Financial intermediation,1692395.64
2012-09-01,9,Real estate and housing services,1141939.92
2012-09-01,10,Business services,1101695.89
2012-09-01,11,Personal services,986786.88
2012-09-01,12,Public administration,821201.64
2012-10-01,1,"Agriculture, forestry and fishing",726145.92
2012-10-01,2,Mining,2173941.35
2012-10-01,3,Manufacturing,1009846.48
2012-10-01,4,"Electricity, gas, water and waste management",1373867.13
2012-10-01,5,Construction,988187.29
2012-10-01,6,"Wholesale and retail trade, accommodation and food services",913064.37
2012-10-01,7,"Transport, communications and information services",1110512.06
2012-10-01,8,Financial intermediation,1617738.94
2012-10-01,9,Real estate and housing services,1106567.77
2012-10-01,10,Business services,1059302.72
2012-10-01,11,Personal services,940831.41
2012-10-01,12,Public administration,783306.07
2012-11-01,1,"Agriculture, forestry and fishing",712468.6
2012-11-01,2,Mining,1790439.9
2012-11-01,3,Manufacturing,942986.91
2012-11-01,4,"Electricity, gas, water and waste management",1195202.04
2012-11-01,5,Construction,948757.91
2012-11-01,6,"Wholesale and retail trade, accommodation and food services",826112.17
2012-11-01,7,"Transport, communications and information services",1028975.08
2012-11-01,8,Financial intermediation,1371250.55
2012-11-01,9,Real estate and housing services,977215.44
2012-11-01,10,Business services,953701.01
2012-11-01,11,Personal services,899715.85
2012-11-01,12,Public administration,761355.67
2012-12-01,1,"Agriculture, forestry and fishing",744776.21
2012-12-01,2,Mining,1877327.56
2012-12-01,3,Manufacturing,1041929.33
2012-12-01,4,"Electricity, gas, water and waste management",1298816.76
2012-12-01,5,Construction,1011263.45
2012-12-01,6,"Wholesale and retail trade, accommodation and food services",901157.08
2012-12-01,7,"Transport, communications and information services",1098805.19
2012-12-01,8,Financial intermediation,1514188.14
2012-12-01,9,Real estate and housing services,1048488.7
2012-12-01,10,Business services,1002069.32
2012-12-01,11,Personal services,974413.32
2012-12-01,12,Public administration,795166.32
2013-01-01,1,"Agriculture, forestry and fishing",749981.57
2013-01-01,2,Mining,2315020.26
2013-01-01,3,Manufacturing,1090556.97
2013-01-01,4,"Electricity, gas, water and waste management",1451560.03
2013-01-01,5,Construction,1013854.56
2013-01-01,6,"Wholesale and retail trade, accommodation and food services",962096.35
2013-01-01,7,"Transport, communications and information services",1158334.11
2013-01-01,8,Financial intermediation,1737966.88
2013-01-01,9,Real estate and housing services,1144258.51
2013-01-01,10,Business services,1097246.5
2013-01-01,11,Personal services,992314.96
2013-01-01,12,Public administration,831201.32
2013-02-01,1,"Agriculture, forestry and fishing",753142.06
2013-02-01,2,Mining,2198558.8
2013-02-01,3,Manufacturing,1063603.02
2013-02-01,4,"Electricity, gas, water and waste management",1490505.8
2013-02-01,5,Construction,1009597.5
2013-02-01,6,"Wholesale and retail trade, accommodation and food services",933963.46
2013-02-01,7,"Transport, communications and information services",1139383.05
2013-02-01,8,Financial intermediation,1799293.12
2013-02-01,9,Real estate and housing services,1148282.4
2013-02-01,10,Business services,1086671.12
2013-02-01,11,Personal services,973086.17
2013-02-01,12,Public administration,823718.2
2013-03-01,1,"Agriculture, forestry and fishing",765886.75
2013-03-01,2,Mining,2263251.8
2013-03-01,3,Manufacturing,1053733.21
2013-03-01,4,"Electricity, gas, water and waste management",1471446.16
2013-03-01,5,Construction,1029939.19
2013-03-01,6,"Wholesale and retail trade, accommodation and food services",922093.61
2013-03-01,7,"Transport, communications and information services",1156254.7
2013-03-01,8,Financial intermediation,1736425.26
2013-03-01,9,Real estate and housing services,1152345.79
2013-03-01,10,Business services,1092011.61
2013-03-01,11,Personal services,993676.08
2013-03-01,12,Public administration,842797.63
2013-04-01,1,"Agriculture, forestry and fishing",772861.78
2013-04-01,2,Mining,2260378.58
2013-04-01,3,Manufacturing,1069555.64
2013-04-01,4,"Electricity, gas, water and waste management",1447490.75
2013-04-01,5,Construction,1055055.86
2013-04-01,6,"Wholesale and retail trade, accommodation and food services",945081.81
2013-04-01,7,"Transport, communications and information services",1151206.25
2013-04-01,8,Financial intermediation,1731966.59
2013-04-01,9,Real estate and housing services,1154718.96
2013-04-01,10,Business services,1099260.4
2013-04-01,11,Personal services,995035.78
2013-04-01,12,Public administration,827958.89
2013-05-01,1,"Agriculture, forestry and fishing",771320.63
2013-05-01,2,Mining,2266902.58
2013-05-01,3,Manufacturing,1055942.88
2013-05-01,4,"Electricity, gas, water and waste management",1414288.33
2013-05-01,5,Construction,1043709.17
2013-05-01,6,"Wholesale and retail trade, accommodation and food services",934366.42
2013-05-01,7,"Transport, communications and information services",1145000.38
2013-05-01,8,Financial intermediation,1751482.03
2013-05-01,9,Real estate and housing services,1148314.62
2013-05-01,10,Business services,1099655.24
2013-05-01,11,Personal services,982927.35
2013-05-01,12,Public administration,820002.74
2013-06-01,1,"Agriculture, forestry and fishing",756808.44
2013-06-01,2,Mining,2227839.44
2013-06-01,3,Manufacturing,1051068.75
2013-06-01,4,"Electricity, gas, water and waste management",1398162.49
2013-06-01,5,Construction,1029885.09
2013-06-01,6,"Wholesale and retail trade, accommodation and food services",931436.38
2013-06-01,7,"Transport, communications and information services",1140202.83
2013-06-01,8,Financial intermediation,1692727.1
2013-06-01,9,Real estate and housing services,1143971.09
2013-06-01,10,Business services,1086439.47
2013-06-01,11,Personal services,991748.03
2013-06-01,12,Public administration,828845.59
2013-07-01,1,"Agriculture, forestry and fishing",773988.75
2013-07-01,2,Mining,2256821.71
2013-07-01,3,Manufacturing,1063687.12
2013-07-01,4,"Electricity, gas, water and waste management",1442742.4
2013-07-01,5,Construction,1068518.94
2013-07-01,6,"Wholesale and retail trade, accommodation and food services",956899.32
2013-07-01,7,"Transport, communications and information services",1162003.09
2013-07-01,8,Financial intermediation,1807291.03
2013-07-01,9,Real estate and housing services,1172889.38
2013-07-01,10,Business services,1111451.27
2013-07-01,11,Personal services,1004788.83
2013-07-01,12,Public administration,842053.74
2013-08-01,1,"Agriculture, forestry and fishing",778748.86
2013-08-01,2,Mining,2235264.55
2013-08-01,3,Manufacturing,1070906.31
2013-08-01,4,"Electricity, gas, water and waste management",1444291.32
2013-08-01,5,Construction,1081423.08
2013-08-01,6,"Wholesale and retail trade, accommodation and food services",950795.48
2013-08-01,7,"Transport, communications and information services",1179122.31
2013-08-01,8,Financial intermediation,1764231.12
2013-08-01,9,Real estate and housing services,1175214.42
2013-08-01,10,Business services,1115300.82
2013-08-01,11,Personal services,1000478.84
2013-08-01,12,Public administration,829873.57
2013-09-01,1,"Agriculture, forestry and fishing",779960.16
2013-09-01,2,Mining,1895792.15
2013-09-01,3,Manufacturing,1057793.61
2013-09-01,4,"Electricity, gas, water and waste management",1295771.07
2013-09-01,5,Construction,1062074.18
2013-09-01,6,"Wholesale and retail trade, accommodation and food services",913059.71
2013-09-01,7,"Transport, communications and information services",1125375.48
2013-09-01,8,Financial intermediation,1545364.24
2013-09-01,9,Real estate and housing services,1082979.89
2013-09-01,10,Business services,1024538.04
2013-09-01,11,Personal services,988250.08
2013-09-01,12,Public administration,815276.46
2013-10-01,1,"Agriculture, forestry and fishing",745536.11
2013-10-01,2,Mining,1857550.43
2013-10-01,3,Manufacturing,990929.72
2013-10-01,4,"Electricity, gas, water and waste management",1254314.12
2013-10-01,5,Construction,1009926.48
2013-10-01,6,"Wholesale and retail trade, accommodation and food services",884005.25
2013-10-01,7,"Transport, communications and information services",1079912.41
2013-10-01,8,Financial intermediation,1462386.41
2013-10-01,9,Real estate and housing services,1043566.35
2013-10-01,10,Business services,996239.45
2013-10-01,11,Personal services,952339.86
2013-10-01,12,Public administration,799921.88
2013-11-01,1,"Agriculture, forestry and fishing",748738.06
2013-11-01,2,Mining,1879486.13
2013-11-01,3,Manufacturing,992293.2
2013-11-01,4,"Electricity, gas, water and waste management",1241042.5
2013-11-01,5,Construction,1026686.06
2013-11-01,6,"Wholesale and retail trade, accommodation and food services",870258.55
2013-11-01,7,"Transport, communications and information services",1080896.84
2013-11-01,8,Financial intermediation,1468069.88
2013-11-01,9,Real estate and housing services,1047986.58
2013-11-01,10,Business services,1003336.2
2013-11-01,11,Personal services,950223.19
2013-11-01,12,Public administration,794010.2
2013-12-01,1,"Agriculture, forestry and fishing",781509.37
2013-12-01,2,Mining,1918549.4
2013-12-01,3,Manufacturing,1090970.37
2013-12-01,4,"Electricity, gas, water and waste management",1330325.67
2013-12-01,5,Construction,1059393.05
2013-12-01,6,"Wholesale and retail trade, accommodation and food services",935906.2
2013-12-01,7,"Transport, communications and information services",1137350.33
2013-12-01,8,Financial intermediation,1638591.13
2013-12-01,9,Real estate and housing services,1113040.23
2013-12-01,10,Business services,1027739.07
2013-12-01,11,Personal services,1021157.61
2013-12-01,12,Public administration,838071.05
2014-01-01,1,"Agriculture, forestry and fishing",748780.46
2014-01-01,2,Mining,1874359.69
2014-01-01,3,Manufacturing,1039494.75
2014-01-01,4,"Electricity, gas, water and waste management",1302609.15
2014-01-01,5,Construction,1022632.14
2014-01-01,6,"Wholesale and retail trade, accommodation and food services",907593.05
2014-01-01,7,"Transport, communications and information services",1101235.46
2014-01-01,8,Financial intermediation,1510234.6
2014-01-01,9,Real estate and housing services,1066675.52
2014-01-01,10,Business services,1008284.76
2014-01-01,11,Personal services,982954.06
2014-01-01,12,Public administration,827531.08
2014-02-01,1,"Agriculture, forestry and fishing",755439.81
2014-02-01,2,Mining,1856335.86
2014-02-01,3,Manufacturing,1030209.96
2014-02-01,4,"Electricity, gas, water and waste management",1282280.02
2014-02-01,5,Construction,1004523.23
2014-02-01,6,"Wholesale and retail trade, accommodation and food services",889687.28
2014-02-01,7,"Transport, communications and information services",1099488.0
2014-02-01,8,Financial intermediation,1534259.17
2014-02-01,9,Real estate and housing services,1045613.62
2014-02-01,10,Business services,990954.83
2014-02-01,11,Personal services,963696.39
2014-02-01,12,Public administration,817998.98
2014-03-01,1,"Agriculture, forestry and fishing",767020.26
2014-03-01,2,Mining,1881244.01
2014-03-01,3,Manufacturing,1000800.21
2014-03-01,4,"Electricity, gas, water and waste management",1235477.64
2014-03-01,5,Construction,1007816.18
2014-03-01,6,"Wholesale and retail trade, accommodation and food services",869378.56
2014-03-01,7,"Transport, communications and information services",1093014.43
2014-03-01,8,Financial intermediation,1482549.09
2014-03-01,9,Real estate and housing services,1040119.43
2014-03-01,10,Business services,990880.62
2014-03-01,11,Personal services,978289.52
2014-03-01,12,Public administration,814452.16
2014-04-01,1,"Agriculture, forestry and fishing",758134.04
2014-04-01,2,Mining,1881572.0
2014-04-01,3,Manufacturing,998594.54
2014-04-01,4,"Electricity, gas, water and waste management",1231641.92
2014-04-01,5,Construction,1016073.24
2014-04-01,6,"Wholesale and retail trade, accommodation and food services",881046.48
2014-04-01,7,"Transport, communications and information services",1084132.63
2014-04-01,8,Financial intermediation,1484692.16
2014-04-01,9,Real estate and housing services,1047035.08
2014-04-01,10,Business services,994164.96
2014-04-01,11,Personal services,963506.27
2014-04-01,12,Public administration,808884.99
2014-05-01,1,"Agriculture, forestry and fishing",755405.22
2014-05-01,2,Mining,1882207.57
2014-05-01,3,Manufacturing,998245.42
2014-05-01,4,"Electricity, gas, water and waste management",1237165.38
2014-05-01,5,Construction,1007312.9
2014-05-01,6,"Wholesale and retail trade, accommodation and food services",868855.53
2014-05-01,7,"Transport, communications and information services",1077133.96
2014-05-01,8,Financial intermediation,1460223.27
2014-05-01,9,Real estate and housing services,1043888.9
2014-05-01,10,Business services,989523.16
2014-05-01,11,Personal services,959727.64
2014-05-01,12,Public administration,800728.71
2014-06-01,1,"Agriculture, forestry and fishing",749279.11
2014-06-01,2,Mining,1862816.31
2014-06-01,3,Manufacturing,990985.35
2014-06-01,4,"Electricity, gas, water and waste management",1239101.47
2014-06-01,5,Construction,987671.22
2014-06-01,6,"Wholesale and retail trade, accommodation and food services",875671.74
2014-06-01,7,"Transport, communications and information services",1071911.48
2014-06-01,8,Financial intermediation,1473246.36
2014-06-01,9,Real estate and housing services,1046357.57
2014-06-01,10,Business services,986706.22
2014-06-01,11,Personal services,972224.92
2014-06-01,12,Public administration,811505.3
2014-07-01,1,"Agriculture, forestry and fishing",710087.38
2014-07-01,2,Mining,1879117.75
2014-07-01,3,Manufacturing,991181.74
2014-07-01,4,"Electricity, gas, water and waste management",1222484.71
2014-07-01,5,Construction,989434.93
2014-07-01,6,"Wholesale and retail trade, accommodation and food services",858463.03
2014-07-01,7,"Transport, communications and information services",1042127.02
2014-07-01,8,Financial intermediation,1476022.75
2014-07-01,9,Real estate and housing services,1042444.05
2014-07-01,10,Business services,987156.9
2014-07-01,11,Personal services,948082.49
2014-07-01,12,Public administration,769593.92
2014-08-01,1,"Agriculture, forestry and fishing",714524.86
2014-08-01,2,Mining,1844832.85
2014-08-01,3,Manufacturing,988389.36
2014-08-01,4,"Electricity, gas, water and waste management",1219383.63
2014-08-01,5,Construction,986476.13
2014-08-01,6,"Wholesale and retail trade, accommodation and food services",856408.19
2014-08-01,7,"Transport, communications and information services",1042809.0
2014-08-01,8,Financial intermediation,1497889.83
2014-08-01,9,Real estate and housing services,1044344.59
2014-08-01,10,Business services,979736.36
2014-08-01,11,Personal services,947341.87
2014-08-01,12,Public administration,763656.32
2014-09-01,1,"Agriculture, forestry and fishing",738125.32
2014-09-01,2,Mining,1942861.47
2014-09-01,3,Manufacturing,1058034.94
2014-09-01,4,"Electricity, gas, water and waste management",1300940.9
2014-09-01,5,Construction,1030472.84
2014-09-01,6,"Wholesale and retail trade, accommodation and food services",887379.21
2014-09-01,7,"Transport, communications and information services",1076004.46
2014-09-01,8,Financial intermediation,1548329.31
2014-09-01,9,Real estate and housing services,1086851.89
2014-09-01,10,Business services,1012472.19
2014-09-01,11,Personal services,980290.09
2014-09-01,12,Public administration,766848.53
2014-10-01,1,"Agriculture, forestry and fishing",705711.31
2014-10-01,2,Mining,1835569.96
2014-10-01,3,Manufacturing,979443.15
2014-10-01,4,"Electricity, gas, water and waste management",1207569.12
2014-10-01,5,Construction,970205.16
2014-10-01,6,"Wholesale and retail trade, accommodation and food services",846225.15
2014-10-01,7,"Transport, communications and information services",1031780.76
2014-10-01,8,Financial intermediation,1452756.82
2014-10-01,9,Real estate and housing services,1027251.92
2014-10-01,10,Business services,961839.16
2014-10-01,11,Personal services,934935.06
2014-10-01,12,Public administration,740019.52
2014-11-01,1,"Agriculture, forestry and fishing",712960.18
2014-11-01,2,Mining,1893902.34
2014-11-01,3,Manufacturing,990301.83
2014-11-01,4,"Electricity, gas, water and waste management",1229305.09
2014-11-01,5,Construction,992991.52
2014-11-01,6,"Wholesale and retail trade, accommodation and food services",857303.21
2014-11-01,7,"Transport, communications and information services",1038427.4
2014-11-01,8,Financial intermediation,1469302.49
2014-11-01,9,Real estate and housing services,1039334.31
2014-11-01,10,Business services,977992.36
2014-11-01,11,Personal services,937961.95
2014-11-01,12,Public administration,734058.8
2014-12-01,1,"Agriculture, forestry and fishing",757652.05
2014-12-01,2,Mining,1967794.45
2014-12-01,3,Manufacturing,1094554.23
2014-12-01,4,"Electricity, gas, water and waste management",1317206.28
2014-12-01,5,Construction,1024593.52
2014-12-01,6,"Wholesale and retail trade, accommodation and food services",915646.78
2014-12-01,7,"Transport, communications and information services",1103744.13
2014-12-01,8,Financial intermediation,1631073.6
2014-12-01,9,Real estate and housing services,1123216.22
2014-12-01,10,Business services,1026705.4
2014-12-01,11,Personal services,1027392.27
2014-12-01,12,Public administration,792995.0
2015-01-01,1,"Agriculture, forestry and fishing",721760.82
2015-01-01,2,Mining,1904332.07
2015-01-01,3,Manufacturing,1043507.63
2015-01-01,4,"Electricity, gas, water and waste management",1271392.74
2015-01-01,5,Construction,988425.64
2015-01-01,6,"Wholesale and retail trade, accommodation and food services",884008.92
2015-01-01,7,"Transport, communications and information services",1063994.46
2015-01-01,8,Financial intermediation,1521216.27
2015-01-01,9,Real estate and housing services,1058387.83
2015-01-01,10,Business services,995217.89
2015-01-01,11,Personal services,985912.39
2015-01-01,12,Public administration,781657.58
2015-02-01,1,"Agriculture, forestry and fishing",727256.07
2015-02-01,2,Mining,1868366.39
2015-02-01,3,Manufacturing,1034231.3
2015-02-01,4,"Electricity, gas, water and waste management",1245804.44
2015-02-01,5,Construction,980210.62
2015-02-01,6,"Wholesale and retail trade, accommodation and food services",867614.88
2015-02-01,7,"Transport, communications and information services",1057929.72
2015-02-01,8,Financial intermediation,1523535.18
2015-02-01,9,Real estate and housing services,1045956.57
2015-02-01,10,Business services,980884.98
2015-02-01,11,Personal services,964818.49
2015-02-01,12,Public administration,768581.6
2015-03-01,1,"Agriculture, forestry and fishing",741904.58
2015-03-01,2,Mining,1905459.43
2015-03-01,3,Manufacturing,1010969.88
2015-03-01,4,"Electricity, gas, water and waste management",1225348.33
2015-03-01,5,Construction,983533.72
2015-03-01,6,"Wholesale and retail trade, accommodation and food services",865617.96
2015-03-01,7,"Transport, communications and information services",1054743.81
2015-03-01,8,Financial intermediation,1491344.62
2015-03-01,9,Real estate and housing services,1038268.34
2015-03-01,10,Business services,982502.57
2015-03-01,11,Personal services,983483.98
2015-03-01,12,Public administration,779695.39
2015-04-01,1,"Agriculture, forestry and fishing",730298.73
2015-04-01,2,Mining,1885737.06
2015-04-01,3,Manufacturing,1010330.93
2015-04-01,4,"Electricity, gas, water and waste management",1230052.97
2015-04-01,5,Construction,987741.94
2015-04-01,6,"Wholesale and retail trade, accommodation and food services",868890.34
2015-04-01,7,"Transport, communications and information services",1047845.62
2015-04-01,8,Financial intermediation,1511350.5
2015-04-01,9,Real estate and housing services,1033958.61
2015-04-01,10,Business services,990835.08
2015-04-01,11,Personal services,971778.91
2015-04-01,12,Public administration,769196.72
2015-05-01,1,"Agriculture, forestry and fishing",727768.18
2015-05-01,2,Mining,1912875.74
2015-05-01,3,Manufacturing,993222.91
2015-05-01,4,"Electricity, gas, water and waste management",1204438.76
2015-05-01,5,Construction,981094.6
2015-05-01,6,"Wholesale and retail trade, accommodation and food services",857371.79
2015-05-01,7,"Transport, communications and information services",1039846.5
2015-05-01,8,Financial intermediation,1472047.13
2015-05-01,9,Real estate and housing services,1030707.01
2015-05-01,10,Business services,982802.48
2015-05-01,11,Personal services,964207.8
2015-05-01,12,Public administration,762232.04
2015-06-01,1,"Agriculture, forestry and fishing",718222.34
2015-06-01,2,Mining,1879003.38
2015-06-01,3,Manufacturing,989997.23
2015-06-01,4,"Electricity, gas, water and waste management",1212613.75
2015-06-01,5,Construction,963162.05
2015-06-01,6,"Wholesale and retail trade, accommodation and food services",853726.36
2015-06-01,7,"Transport, communications and information services",1037266.8
2015-06-01,8,Financial intermediation,1465116.62
2015-06-01,9,Real estate and housing services,1045922.41
2015-06-01,10,Business services,976200.82
2015-06-01,11,Personal services,976727.57
2015-06-01,12,Public administration,778612.47
2015-07-01,1,"Agriculture, forestry and fishing",779474.56
2015-07-01,2,Mining,1924322.86
2015-07-01,3,Manufacturing,1031255.04
2015-07-01,4,"Electricity, gas, water and waste management",1243891.31
2015-07-01,5,Construction,1008199.54
2015-07-01,6,"Wholesale and retail trade, accommodation and food services",917243.47
2015-07-01,7,"Transport, communications and information services",1114251.85
2015-07-01,8,Financial intermediation,1504817.11
2015-07-01,9,Real estate and housing services,1070526.41
2015-07-01,10,Business services,1021257.39
2015-07-01,11,Personal services,1004771.44
2015-07-01,12,Public administration,839836.67
2015-08-01,1,"Agriculture, forestry and fishing",779257.7
2015-08-01,2,Mining,1883730.41
2015-08-01,3,Manufacturing,1023308.95
2015-08-01,4,"Electricity, gas, water and waste management",1238062.31
2015-08-01,5,Construction,984542.82
2015-08-01,6,"Wholesale and retail trade, accommodation and food services",906863.37
2015-08-01,7,"Transport, communications and information services",1106324.59
2015-08-01,8,Financial intermediation,1491377.04
2015-08-01,9,Real estate and housing services,1061344.21
2015-08-01,10,Business services,1007568.32
2015-08-01,11,Personal services,994957.63
2015-08-01,12,Public administration,824778.77
2015-09-01,1,"Agriculture, forestry and fishing",817556.85
2015-09-01,2,Mining,1999060.05
2015-09-01,3,Manufacturing,1090235.58
2015-09-01,4,"Electricity, gas, water and waste management",1283182.31
2015-09-01,5,Construction,1022988.54
2015-09-01,6,"Wholesale and retail trade, accommodation and food services",938336.57
2015-09-01,7,"Transport, communications and information services",1146668.08
2015-09-01,8,Financial intermediation,1576324.84
2015-09-01,9,Real estate and housing services,1111745.77
2015-09-01,10,Business services,1044835.28
2015-09-01,11,Personal services,1032963.15
2015-09-01,12,Public administration,847267.55
2015-10-01,1,"Agriculture, forestry and fishing",779882.89
2015-10-01,2,Mining,1908588.2
2015-10-01,3,Manufacturing,1017067.68
2015-10-01,4,"Electricity, gas, water and waste management",1244978.47
2015-10-01,5,Construction,984111.97
2015-10-01,6,"Wholesale and retail trade, accommodation and food services",897240.45
2015-10-01,7,"Transport, communications and information services",1103695.75
2015-10-01,8,Financial intermediation,1492616.88
2015-10-01,9,Real estate and housing services,1062425.35
2015-10-01,10,Business services,1007288.46
2015-10-01,11,Personal services,992645.13
2015-10-01,12,Public administration,820544.75
2015-11-01,1,"Agriculture, forestry and fishing",784539.18
2015-11-01,2,Mining,1977777.78
2015-11-01,3,Manufacturing,1022805.41
2015-11-01,4,"Electricity, gas, water and waste management",1232352.1
2015-11-01,5,Construction,989095.81
2015-11-01,6,"Wholesale and retail trade, accommodation and food services",903297.53
2015-11-01,7,"Transport, communications and information services",1107249.51
2015-11-01,8,Financial intermediation,1488043.12
2015-11-01,9,Real estate and housing services,1068334.6
2015-11-01,10,Business services,1012280.55
2015-11-01,11,Personal services,993106.54
2015-11-01,12,Public administration,818072.32
2015-12-01,1,"Agriculture, forestry and fishing",830871.46
2015-12-01,2,Mining,2054503.83
2015-12-01,3,Manufacturing,1135578.78
2015-12-01,4,"Electricity, gas, water and waste management",1360635.46
2015-12-01,5,Construction,1028834.96
2015-12-01,6,"Wholesale and retail trade, accommodation and food services",960730.83
2015-12-01,7,"Transport, communications and information services",1186175.05
2015-12-01,8,Financial intermediation,1678583.08
2015-12-01,9,Real estate and housing services,1132627.25
2015-12-01,10,Business services,1066824.92
2015-12-01,11,Personal services,1088393.12
2015-12-01,12,Public administration,901778.03
2016-01-01,1,"Agriculture, forestry and fishing",745650.22
2016-01-01,2,Mining,1969619.55
2016-01-01,3,Manufacturing,1059634.45
2016-01-01,4,"Electricity, gas, water and waste management",1288692.59
2016-01-01,5,Construction,968395.68
2016-01-01,6,"Wholesale and retail trade, accommodation and food services",906967.29
2016-01-01,7,"Transport, communications and information services",1088062.73
2016-01-01,8,Financial intermediation,1597699.68
2016-01-01,9,Real estate and housing services,1077086.43
2016-01-01,10,Business services,1012959.84
2016-01-01,11,Personal services,1004465.51
2016-01-01,12,Public administration,798629.19
2016-02-01,1,"Agriculture, forestry and fishing",745438.3
2016-02-01,2,Mining,1912964.94
2016-02-01,3,Manufacturing,1047254.92
2016-02-01,4,"Electricity, gas, water and waste management",1267080.64
2016-02-01,5,Construction,970031.91
2016-02-01,6,"Wholesale and retail trade, accommodation and food services",894924.46
2016-02-01,7,"Transport, communications and information services",1084828.51
2016-02-01,8,Financial intermediation,1575133.7
2016-02-01,9,Real estate and housing services,1054594.68
2016-02-01,10,Business services,996578.11
2016-02-01,11,Personal services,984185.15
2016-02-01,12,Public administration,789641.71
2016-03-01,1,"Agriculture, forestry and fishing",769649.59
2016-03-01,2,Mining,1980915.7
2016-03-01,3,Manufacturing,1040004.69
2016-03-01,4,"Electricity, gas, water and waste management",1265897.59
2016-03-01,5,Construction,970088.43
2016-03-01,6,"Wholesale and retail trade, accommodation and food services",902144.47
2016-03-01,7,"Transport, communications and information services",1082796.47
2016-03-01,8,Financial intermediation,1554783.96
2016-03-01,9,Real estate and housing services,1042380.02
2016-03-01,10,Business services,1005671.21
2016-03-01,11,Personal services,999583.9
2016-03-01,12,Public administration,801851.35
2016-04-01,1,"Agriculture, forestry and fishing",750548.28
2016-04-01,2,Mining,1975494.95
2016-04-01,3,Manufacturing,1027651.84
2016-04-01,4,"Electricity, gas, water and waste management",1259878.95
2016-04-01,5,Construction,961572.3
2016-04-01,6,"Wholesale and retail trade, accommodation and food services",897011.79
2016-04-01,7,"Transport, communications and information services",1075946.66
