Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_MA3
2013-02-01,4,"Electricity, gas, water and waste management",935143.34,2013,2,885748.6333333333
2013-03-01,4,"Electricity, gas, water and waste management",926716.79,2013,3,923850.9333333332
2013-04-01,4,"Electricity, gas, water and waste management",907287.2,2013,4,923049.11
2013-05-01,4,"Electricity, gas, water and waste management",886334.49,2013,5,906779.4933333333
2013-06-01,4,"Electricity, gas, water and waste management",881821.09,2013,6,891814.2600000001
2013-07-01,4,"Electricity, gas, water and waste management",912390.3,2013,7,893515.2933333333
2013-08-01,4,"Electricity, gas, water and waste management",915536.27,2013,8,903249.2200000001
2013-09-01,4,"Electricity, gas, water and waste management",825794.9,2013,9,884573.8233333334
2013-10-01,4,"Electricity, gas, water and waste management",800503.27,2013,10,847278.1466666666
2013-11-01,4,"Electricity, gas, water and waste management",795011.82,2013,11,807103.3300000001
2013-12-01,4,"Electricity, gas, water and waste management",857261.86,2013,12,817592.3166666668
2014-01-01,4,"Electricity, gas, water and waste management",840964.47,2014,1,831079.3833333333
2014-02-01,4,"Electricity, gas, water and waste management",831815.05,2014,2,843347.1266666666
2014-03-01,4,"Electricity, gas, water and waste management",808125.92,2014,3,826968.4800000001
2014-04-01,4,"Electricity, gas, water and waste management",810666.71,2014,4,816869.2266666666
2014-05-01,4,"Electricity, gas, water and waste management",817024.02,2014,5,811938.8833333334
2014-06-01,4,"Electricity, gas, water and waste management",818798.25,2014,6,815496.3266666667
2014-07-01,4,"Electricity, gas, water and waste management",809651.63,2014,7,815157.9666666667
2014-08-01,4,"Electricity, gas, water and waste management",810158.48,2014,8,812869.4533333333
2014-09-01,4,"Electricity, gas, water and waste management",871630.4,2014,9,830480.1699999999
2014-10-01,4,"Electricity, gas, water and waste management",817524.29,2014,10,833104.39
2014-11-01,4,"Electricity, gas, water and waste management",832362.47,2014,11,840505.7200000001
2014-12-01,4,"Electricity, gas, water and waste management",888192.2,2014,12,846026.32
2015-01-01,4,"Electricity, gas, water and waste management",858062.96,2015,1,859539.21
2015-02-01,4,"Electricity, gas, water and waste management",843658.76,2015,2,863304.64
2015-03-01,4,"Electricity, gas, water and waste management",835074.89,2015,3,845598.87
2015-04-01,4,"Electricity, gas, water and waste management",843078.31,2015,4,840603.9866666667
2015-05-01,4,"Electricity, gas, water and waste management",826967.65,2015,5,835040.2833333333
2015-06-01,4,"Electricity, gas, water and waste management",836703.49,2015,6,835583.15
2015-07-01,4,"Electricity, gas, water and waste management",861892.29,2015,7,841854.4766666666
2015-08-01,4,"Electricity, gas, water and waste management",863672.27,2015,8,854089.35
2015-09-01,4,"Electricity, gas, water and waste management",899639.12,2015,9,875067.8933333334
2015-10-01,4,"Electricity, gas, water and waste management",876464.84,2015,10,879925.41
2015-11-01,4,"Electricity, gas, water and waste management",867329.41,2015,11,881144.4566666667
2015-12-01,4,"Electricity, gas, water and waste management",957751.3,2015,12,900515.1833333332
2016-01-01,4,"Electricity, gas, water and waste management",911363.4,2016,1,912148.0366666667
2016-02-01,4,"Electricity, gas, water and waste management",898486.88,2016,2,922533.86
2016-03-01,4,"Electricity, gas, water and waste management",901065.9,2016,3,903638.7266666667
2016-04-01,4,"Electricity, gas, water and waste management",899805.55,2016,4,899786.11
2016-05-01,4,"Electricity, gas, water and waste management",888108.76,2016,5,896326.7366666667
2016-06-01,4,"Electricity, gas, water and waste management",891932.8,2016,6,893282.3700000001
2016-07-01,4,"Electricity, gas, water and waste management",919852.32,2016,7,899964.6266666666
2016-08-01,4,"Electricity, gas, water and waste management",927865.6,2016,8,913216.9066666666
2016-09-01,4,"Electricity, gas, water and waste management",968387.04,2016,9,938701.6533333333
2016-10-01,4,"Electricity, gas, water and waste management",934828.98,2016,10,943693.8733333334
2016-11-01,4,"Electricity, gas, water and waste management",940101.45,2016,11,947772.4899999999
2016-12-01,4,"Electricity, gas, water and waste management",1009675.48,2016,12,961535.3033333333
2017-01-01,4,"Electricity, gas, water and waste management",952866.92,2017,1,967547.9500000001
2017-02-01,4,"Electricity, gas, water and waste management",949605.19,2017,2,970715.8633333333
2017-03-01,4,"Electricity, gas, water and waste management",940479.91,2017,3,947650.6733333333
2017-04-01,4,"Electricity, gas, water and waste management",939844.64,2017,4,943309.9133333334
2017-05-01,4,"Electricity, gas, water and waste management",929823.3,2017,5,936715.9500000001
2017-06-01,4,"Electricity, gas, water and waste management",927948.43,2017,6,932538.79
2017-07-01,4,"Electricity, gas, water and waste management",949382.13,2017,7,935717.9533333333
2017-08-01,4,"Electricity, gas, water and waste management",950600.78,2017,8,942643.7800000001
2017-09-01,4,"Electricity, gas, water and waste management",999108.95,2017,9,966363.9533333333
2017-10-01,4,"Electricity, gas, water and waste management",959361.4,2017,10,969690.3766666666
2017-11-01,4,"Electricity, gas, water and waste management",957909.5,2017,11,972126.6166666666
2017-12-01,4,"Electricity, gas, water and waste management",1017586.01,2017,12,978285.6366666667
2018-01-01,4,"Electricity, gas, water and waste management",1006551.92,2018,1,994015.81
2018-02-01,4,"Electricity, gas, water and waste management",969675.1,2018,2,997937.6766666668
2018-03-01,4,"Electricity, gas, water and waste management",975352.37,2018,3,983859.7966666667
2018-04-01,4,"Electricity, gas, water and waste management",979876.07,2018,4,974967.8466666667
2018-05-01,4,"Electricity, gas, water and waste management",971113.1,2018,5,975447.18
2018-06-01,4,"Electricity, gas, water and waste management",958102.8,2018,6,969697.3233333332
2018-07-01,4,"Electricity, gas, water and waste management",976143.37,2018,7,968453.09
2018-08-01,4,"Electricity, gas, water and waste management",988901.97,2018,8,974382.7133333333
2018-09-01,4,"Electricity, gas, water and waste management",1055838.97,2018,9,1006961.4366666666
2018-10-01,4,"Electricity, gas, water and waste management",1010032.57,2018,10,1018257.8366666666
2018-11-01,4,"Electricity, gas, water and waste management",1015495.46,2018,11,1027122.3333333334
2018-12-01,4,"Electricity, gas, water and waste management",1249832.61,2018,12,1091786.88
2019-01-01,4,"Electricity, gas, water and waste management",1205248.97,2019,1,1156859.0133333334
2019-02-01,4,"Electricity, gas, water and waste management",1180589.82,2019,2,1211890.4666666668
2019-03-01,4,"Electricity, gas, water and waste management",1174418.7,2019,3,1186752.4966666666
2019-04-01,4,"Electricity, gas, water and waste management",1154412.68,2019,4,1169807.0666666664
2019-05-01,4,"Electricity, gas, water and waste management",1177653.63,2019,5,1168828.3366666667
2019-06-01,4,"Electricity, gas, water and waste management",1008530.54,2019,6,1113532.2833333332
2019-07-01,4,"Electricity, gas, water and waste management",1153401.76,2019,7,1113195.3099999998
2019-08-01,4,"Electricity, gas, water and waste management",1150948.82,2019,8,1104293.7066666668
2019-09-01,4,"Electricity, gas, water and waste management",1230303.57,2019,9,1178218.05
2019-10-01,4,"Electricity, gas, water and waste management",1170875.88,2019,10,1184042.7566666666
2019-11-01,4,"Electricity, gas, water and waste management",1201460.76,2019,11,1200880.07
2019-12-01,4,"Electricity, gas, water and waste management",1278733.04,2019,12,1217023.2266666666
2020-01-01,4,"Electricity, gas, water and waste management",1257305.74,2020,1,1245833.18
2020-02-01,4,"Electricity, gas, water and waste management",1223972.27,2020,2,1253337.0166666666
2020-03-01,4,"Electricity, gas, water and waste management",1259498.63,2020,3,1246925.5466666666
2020-04-01,4,"Electricity, gas, water and waste management",1215843.46,2020,4,1233104.7866666664
2020-05-01,4,"Electricity, gas, water and waste management",1208367.7,2020,5,1227903.2633333334
2020-06-01,4,"Electricity, gas, water and waste management",1211409.86,2020,6,1211873.6733333333
2020-07-01,4,"Electricity, gas, water and waste management",1244626.12,2020,7,1221467.8933333333
2020-08-01,4,"Electricity, gas, water and waste management",1235533.39,2020,8,1230523.1233333333
2020-09-01,4,"Electricity, gas, water and waste management",1292072.64,2020,9,1257410.7166666666
2020-10-01,4,"Electricity, gas, water and waste management",1231882.66,2020,10,1253162.8966666665
2020-11-01,4,"Electricity, gas, water and waste management",1231154.27,2020,11,1251703.1899999997
2020-12-01,4,"Electricity, gas, water and waste management",1324987.87,2020,12,1262674.9333333333
2021-01-01,4,"Electricity, gas, water and waste management",1297292.67,2021,1,1284478.2699999998
2021-02-01,4,"Electricity, gas, water and waste management",1264226.34,2021,2,1295502.2933333332
2021-03-01,4,"Electricity, gas, water and waste management",1334038.75,2021,3,1298519.2533333332
2021-04-01,4,"Electricity, gas, water and waste management",1259425.96,2021,4,1285897.0166666666
2021-05-01,4,"Electricity, gas, water and waste management",1263017.6,2021,5,1285494.1033333333
2021-06-01,4,"Electricity, gas, water and waste management",1276981.66,2021,6,1266475.0733333332
2021-07-01,4,"Electricity, gas, water and waste management",1288654.88,2021,7,1276218.0466666666
2021-08-01,4,"Electricity, gas, water and waste management",1268888.07,2021,8,1278174.8699999999
2021-09-01,4,"Electricity, gas, water and waste management",1350891.34,2021,9,1302811.43
2021-10-01,4,"Electricity, gas, water and waste management",1294625.69,2021,10,1304801.7
2021-11-01,4,"Electricity, gas, water and waste management",1320398.41,2021,11,1321971.8133333332
2021-12-01,4,"Electricity, gas, water and waste management",1435890.98,2021,12,1350305.0266666666
2022-01-01,4,"Electricity, gas, water and waste management",1392381.09,2022,1,1382890.16
2022-02-01,4,"Electricity, gas, water and waste management",1383370.78,2022,2,1403880.95
2022-03-01,4,"Electricity, gas, water and waste management",1410498.51,2022,3,1395416.7933333332
2022-04-01,4,"Electricity, gas, water and waste management",1385571.82,2022,4,1393147.0366666666
2022-05-01,4,"Electricity, gas, water and waste management",1432764.16,2022,5,1409611.4966666668
2022-06-01,4,"Electricity, gas, water and waste management",1409848.46,2022,6,1409394.8133333332
2022-07-01,4,"Electricity, gas, water and waste management",1456838.43,2022,7,1433150.3499999996
2022-08-01,4,"Electricity, gas, water and waste management",1475649.7,2022,8,1447445.53
2022-09-01,4,"Electricity, gas, water and waste management",1550864.2,2022,9,1494450.7766666666
2022-10-01,4,"Electricity, gas, water and waste management",1481722.59,2022,10,1502745.4966666668
2022-11-01,4,"Electricity, gas, water and waste management",1523505.68,2022,11,1518697.49
2022-12-01,4,"Electricity, gas, water and waste management",1413680.89,2022,12,1472969.7199999997
2023-01-01,4,"Electricity, gas, water and waste management",1380147.17,2023,1,1439111.2466666664
2023-02-01,4,"Electricity, gas, water and waste management",1348321.09,2023,2,1380716.3833333333
2023-03-01,4,"Electricity, gas, water and waste management",1368226.58,2023,3,1365564.9466666665
2023-04-01,4,"Electricity, gas, water and waste management",1381788.29,2023,4,1366111.9866666666
2023-05-01,4,"Electricity, gas, water and waste management",1421729.1,2023,5,1390581.3233333335
2023-06-01,4,"Electricity, gas, water and waste management",1412702.3,2023,6,1405406.5633333332
2023-07-01,4,"Electricity, gas, water and waste management",1414013.48,2023,7,1416148.2933333332
2023-08-01,4,"Electricity, gas, water and waste management",1432132.98,2023,8,1419616.2533333332
2023-09-01,4,"Electricity, gas, water and waste management",1493157.21,2023,9,1446434.5566666666
2023-10-01,4,"Electricity, gas, water and waste management",1430379.78,2023,10,1451889.99
2023-11-01,4,"Electricity, gas, water and waste management",1437828.07,2023,11,1453788.3533333333
2023-12-01,4,"Electricity, gas, water and waste management",1543753.96,2023,12,1470653.9366666665
2024-01-01,4,"Electricity, gas, water and waste management",1506661.62,2024,1,1496081.2166666666
2024-02-01,4,"Electricity, gas, water and waste management",1474272.43,2024,2,1508229.3366666667
2024-03-01,4,"Electricity, gas, water and waste management",1474881.43,2024,3,1485271.8266666664
2024-04-01,4,"Electricity, gas, water and waste management",1491164.94,2024,4,1480106.2666666666
2024-05-01,4,"Electricity, gas, water and waste management",1488506.96,2024,5,1484851.11
2024-06-01,4,"Electricity, gas, water and waste management",1481830.25,2024,6,1487167.383333333
2024-07-01,4,"Electricity, gas, water and waste management",1543069.88,2024,7,1504469.03
2024-08-01,4,"Electricity, gas, water and waste management",1539518.59,2024,8,1521472.9066666665
2024-09-01,4,"Electricity, gas, water and waste management",1629032.22,2024,9,1570540.2299999997
2024-10-01,4,"Electricity, gas, water and waste management",1556016.1,2024,10,1574855.6366666667
2024-11-01,4,"Electricity, gas, water and waste management",1574057.01,2024,11,1586368.4433333334
2024-12-01,4,"Electricity, gas, water and waste management",1948465.15,2024,12,1692846.0866666667
2025-01-01,4,"Electricity, gas, water and waste management",1860009.79,2025,1,1794177.3166666664
2025-02-01,4,"Electricity, gas, water and waste management",1874843.79,2025,2,1894439.576666667
2025-03-01,4,"Electricity, gas, water and waste management",1862434.27,2025,3,1865762.6166666665
2008-01-01,5,Construction,395301.58,2008,1,
2008-02-01,5,Construction,412952.2,2008,2,
2008-03-01,5,Construction,416493.87,2008,3,408249.2166666666
2008-04-01,5,Construction,416072.17,2008,4,415172.74666666664
2008-05-01,5,Construction,418753.12,2008,5,417106.38666666666
2008-06-01,5,Construction,417455.28,2008,6,417426.8566666667
2008-07-01,5,Construction,425735.84,2008,7,420648.0800000001
2008-08-01,5,Construction,411292.4,2008,8,418161.17333333334
2008-09-01,5,Construction,427177.52,2008,9,421401.92
2008-10-01,5,Construction,423573.19,2008,10,420681.0366666667
2008-11-01,5,Construction,421690.98,2008,11,424147.23
2008-12-01,5,Construction,447357.25,2008,12,430873.80666666664
2009-01-01,5,Construction,427287.95,2009,1,432112.06000000006
2009-02-01,5,Construction,428935.18,2009,2,434526.7933333334
2009-03-01,5,Construction,432700.18,2009,3,429641.10333333333
2009-04-01,5,Construction,437995.71,2009,4,433210.3566666667
2009-05-01,5,Construction,435308.28,2009,5,435334.7233333334
2009-06-01,5,Construction,430309.48,2009,6,434537.8233333333
2009-07-01,5,Construction,436884.29,2009,7,434167.35000000003
2009-08-01,5,Construction,438188.14,2009,8,435127.3033333334
2009-09-01,5,Construction,453228.48,2009,9,442766.97000000003
2009-10-01,5,Construction,441322.22,2009,10,444246.27999999997
2009-11-01,5,Construction,447167.95,2009,11,447239.55
2009-12-01,5,Construction,482259.3,2009,12,456916.49
2010-01-01,5,Construction,452190.45,2010,1,460539.23333333334
2010-02-01,5,Construction,459219.95,2010,2,464556.5666666667
2010-03-01,5,Construction,464323.04,2010,3,458577.8133333333
2010-04-01,5,Construction,478379.1,2010,4,467307.36333333334
2010-05-01,5,Construction,471198.36,2010,5,471300.1666666667
2010-06-01,5,Construction,458998.08,2010,6,469525.18
2010-07-01,5,Construction,467067.42,2010,7,465754.62000000005
2010-08-01,5,Construction,465807.43,2010,8,463957.6433333333
2010-09-01,5,Construction,499401.24,2010,9,477425.3633333333
2010-10-01,5,Construction,482838.14,2010,10,482682.27
2010-11-01,5,Construction,489883.01,2010,11,490707.4633333334
2010-12-01,5,Construction,554515.58,2010,12,509078.91
2011-01-01,5,Construction,522516.38,2011,1,522304.99
2011-02-01,5,Construction,522082.43,2011,2,533038.13
2011-03-01,5,Construction,529019.57,2011,3,524539.46
2011-04-01,5,Construction,532615.48,2011,4,527905.8266666667
2011-05-01,5,Construction,531865.01,2011,5,531166.6866666666
2011-06-01,5,Construction,527315.02,2011,6,530598.5033333334
2011-07-01,5,Construction,540808.7,2011,7,533329.5766666667
2011-08-01,5,Construction,542843.37,2011,8,536989.03
2011-09-01,5,Construction,578015.49,2011,9,553889.1866666666
2011-10-01,5,Construction,544251.52,2011,10,555036.7933333333
2011-11-01,5,Construction,549452.03,2011,11,557239.68
2011-12-01,5,Construction,590284.37,2011,12,561329.3066666668
2012-01-01,5,Construction,529856.87,2012,1,556531.0900000001
2012-02-01,5,Construction,536362.45,2012,2,552167.8966666667
2012-03-01,5,Construction,545535.11,2012,3,537251.4766666667
2012-04-01,5,Construction,556502.05,2012,4,546133.2033333333
2012-05-01,5,Construction,556486.47,2012,5,552841.2100000001
2012-06-01,5,Construction,548280.41,2012,6,553756.31
2012-07-01,5,Construction,617638.92,2012,7,574135.2666666667
2012-08-01,5,Construction,613472.66,2012,8,593130.6633333334
2012-09-01,5,Construction,648595.53,2012,9,626569.0366666667
2012-10-01,5,Construction,621075.71,2012,10,627714.6333333334
2012-11-01,5,Construction,593637.82,2012,11,621103.02
2012-12-01,5,Construction,632545.29,2012,12,615752.94
2013-01-01,5,Construction,635382.65,2013,1,620521.92
2013-02-01,5,Construction,633421.47,2013,2,633783.1366666667
2013-03-01,5,Construction,648655.7,2013,3,639153.2733333333
2013-04-01,5,Construction,661309.01,2013,4,647795.3933333333
2013-05-01,5,Construction,654092.54,2013,5,654685.75
2013-06-01,5,Construction,649548.52,2013,6,654983.3566666668
2013-07-01,5,Construction,675731.38,2013,7,659790.8133333334
2013-08-01,5,Construction,685514.09,2013,8,670264.6633333333
2013-09-01,5,Construction,676859.88,2013,9,679368.4500000001
2013-10-01,5,Construction,644535.08,2013,10,668969.6833333333
2013-11-01,5,Construction,657695.09,2013,11,659696.6833333332
2013-12-01,5,Construction,682672.88,2013,12,661634.35
2014-01-01,5,Construction,660211.31,2014,1,666859.7600000001
2014-02-01,5,Construction,651634.22,2014,2,664839.4700000001
2014-03-01,5,Construction,659212.56,2014,3,657019.3633333334
2014-04-01,5,Construction,668779.41,2014,4,659875.3966666668
2014-05-01,5,Construction,665229.44,2014,5,664407.1366666667
2014-06-01,5,Construction,652653.14,2014,6,662220.6633333333
2014-07-01,5,Construction,655302.75,2014,7,657728.4433333334
2014-08-01,5,Construction,655414.74,2014,8,654456.8766666667
2014-09-01,5,Construction,690416.8,2014,9,667044.7633333334
2014-10-01,5,Construction,656828.89,2014,10,667553.4766666667
2014-11-01,5,Construction,672354.56,2014,11,673200.0833333335
2014-12-01,5,Construction,690883.41,2014,12,673355.62
2015-01-01,5,Construction,667088.46,2015,1,676775.4766666667
2015-02-01,5,Construction,663798.63,2015,2,673923.5
2015-03-01,5,Construction,670278.23,2015,3,667055.1066666666
2015-04-01,5,Construction,676998.33,2015,4,670358.3966666666
2015-05-01,5,Construction,673619.55,2015,5,673632.0366666667
2015-06-01,5,Construction,664581.81,2015,6,671733.2300000001
2015-07-01,5,Construction,698581.46,2015,7,678927.6066666668
2015-08-01,5,Construction,686817.07,2015,8,683326.7799999999
2015-09-01,5,Construction,717217.26,2015,9,700871.93
2015-10-01,5,Construction,692814.83,2015,10,698949.72
2015-11-01,5,Construction,696125.63,2015,11,702052.5733333334
2015-12-01,5,Construction,724196.93,2015,12,704379.13
2016-01-01,5,Construction,684849.42,2016,1,701723.9933333333
2016-02-01,5,Construction,687849.63,2016,2,698965.3266666668
2016-03-01,5,Construction,690508.94,2016,3,687735.9966666667
2016-04-01,5,Construction,686754.94,2016,4,688371.17
2016-05-01,5,Construction,685312.93,2016,5,687525.6033333334
2016-06-01,5,Construction,678149.82,2016,6,683405.8966666666
2016-07-01,5,Construction,709024.72,2016,7,690829.1566666666
2016-08-01,5,Construction,706392.99,2016,8,697855.8433333334
2016-09-01,5,Construction,727321.87,2016,9,714246.5266666667
2016-10-01,5,Construction,711565.31,2016,10,715093.3900000001
2016-11-01,5,Construction,727064.7,2016,11,721983.96
2016-12-01,5,Construction,750056.69,2016,12,729562.2333333334
2017-01-01,5,Construction,714526.77,2017,1,730549.3866666667
2017-02-01,5,Construction,712772.59,2017,2,725785.35
2017-03-01,5,Construction,721867.34,2017,3,716388.9
2017-04-01,5,Construction,731625.87,2017,4,722088.6
2017-05-01,5,Construction,730295.58,2017,5,727929.5966666667
2017-06-01,5,Construction,716043.15,2017,6,725988.2000000001
2017-07-01,5,Construction,724989.81,2017,7,723776.18
2017-08-01,5,Construction,726083.61,2017,8,722372.1900000001
2017-09-01,5,Construction,745001.46,2017,9,732024.9600000001
2017-10-01,5,Construction,730246.34,2017,10,733777.1366666667
2017-11-01,5,Construction,740407.86,2017,11,738551.8866666667
2017-12-01,5,Construction,755344.4,2017,12,741999.5333333333
2018-01-01,5,Construction,735086.84,2018,1,743613.0333333333
2018-02-01,5,Construction,732716.96,2018,2,741049.4
2018-03-01,5,Construction,740307.34,2018,3,736037.0466666667
2018-04-01,5,Construction,741245.92,2018,4,738090.0733333334
2018-05-01,5,Construction,748435.23,2018,5,743329.4966666667
2018-06-01,5,Construction,734170.89,2018,6,741284.0133333333
2018-07-01,5,Construction,748825.16,2018,7,743810.4266666668
2018-08-01,5,Construction,770543.75,2018,8,751179.9333333335
2018-09-01,5,Construction,804509.05,2018,9,774625.9866666667
2018-10-01,5,Construction,782398.41,2018,10,785817.07
2018-11-01,5,Construction,797946.31,2018,11,794951.2566666668
2018-12-01,5,Construction,880605.06,2018,12,820316.5933333334
2019-01-01,5,Construction,840311.6,2019,1,839620.9900000001
2019-02-01,5,Construction,830890.77,2019,2,850602.4766666667
2019-03-01,5,Construction,829178.79,2019,3,833460.3866666667
2019-04-01,5,Construction,837376.31,2019,4,832481.9566666667
2019-05-01,5,Construction,838488.22,2019,5,835014.4400000001
2019-06-01,5,Construction,782560.47,2019,6,819475.0
2019-07-01,5,Construction,836523.94,2019,7,819190.8766666666
2019-08-01,5,Construction,833727.86,2019,8,817604.09
2019-09-01,5,Construction,873506.4,2019,9,847919.4
2019-10-01,5,Construction,836284.74,2019,10,847839.6666666666
2019-11-01,5,Construction,855168.74,2019,11,854986.6266666668
2019-12-01,5,Construction,896728.83,2019,12,862727.4366666666
2020-01-01,5,Construction,887060.34,2020,1,879652.6366666667
2020-02-01,5,Construction,879605.8,2020,2,887798.3233333334
2020-03-01,5,Construction,894535.98,2020,3,887067.3733333334
2020-04-01,5,Construction,889295.82,2020,4,887812.5333333333
2020-05-01,5,Construction,885299.19,2020,5,889710.3300000001
2020-06-01,5,Construction,887180.45,2020,6,887258.4866666667
2020-07-01,5,Construction,898184.98,2020,7,890221.54
2020-08-01,5,Construction,898133.05,2020,8,894499.4933333335
2020-09-01,5,Construction,926109.03,2020,9,907475.6866666666
2020-10-01,5,Construction,881438.44,2020,10,901893.5066666667
2020-11-01,5,Construction,887527.76,2020,11,898358.4100000001
2020-12-01,5,Construction,932513.08,2020,12,900493.0933333333
2021-01-01,5,Construction,891203.07,2021,1,903747.9700000001
2021-02-01,5,Construction,889914.52,2021,2,904543.5566666666
2021-03-01,5,Construction,899734.72,2021,3,893617.4366666666
2021-04-01,5,Construction,905030.72,2021,4,898226.6533333333
2021-05-01,5,Construction,914470.7,2021,5,906412.0466666667
2021-06-01,5,Construction,912649.49,2021,6,910716.9700000001
2021-07-01,5,Construction,931311.88,2021,7,919477.3566666668
2021-08-01,5,Construction,925509.22,2021,8,923156.8633333333
2021-09-01,5,Construction,971578.93,2021,9,942800.0100000001
2021-10-01,5,Construction,943170.92,2021,10,946753.0233333334
2021-11-01,5,Construction,965244.66,2021,11,959998.17
2021-12-01,5,Construction,1018651.66,2021,12,975689.0800000001
2022-01-01,5,Construction,978069.49,2022,1,987321.9366666666
2022-02-01,5,Construction,973358.92,2022,2,990026.6900000001
2022-03-01,5,Construction,1001647.15,2022,3,984358.52
2022-04-01,5,Construction,1010723.36,2022,4,995243.1433333334
2022-05-01,5,Construction,1044089.15,2022,5,1018819.8866666667
2022-06-01,5,Construction,1038167.91,2022,6,1030993.4733333333
2022-07-01,5,Construction,1054202.76,2022,7,1045486.6066666668
2022-08-01,5,Construction,1064893.63,2022,8,1052421.4333333333
2022-09-01,5,Construction,1106078.95,2022,9,1075058.4466666665
2022-10-01,5,Construction,1071741.29,2022,10,1080904.6233333333
2022-11-01,5,Construction,1091171.61,2022,11,1089663.9500000002
2022-12-01,5,Construction,1090670.55,2022,12,1084527.8166666667
2023-01-01,5,Construction,1057593.17,2023,1,1079811.7766666666
2023-02-01,5,Construction,1049576.32,2023,2,1065946.68
2023-03-01,5,Construction,1057925.1,2023,3,1055031.5300000003
2023-04-01,5,Construction,1081634.67,2023,4,1063045.3633333335
2023-05-01,5,Construction,1133920.5,2023,5,1091160.09
2023-06-01,5,Construction,1127546.3,2023,6,1114367.1566666667
2023-07-01,5,Construction,1128577.71,2023,7,1130014.8366666667
2023-08-01,5,Construction,1135853.77,2023,8,1130659.26
2023-09-01,5,Construction,1158769.19,2023,9,1141066.8900000001
2023-10-01,5,Construction,1133940.72,2023,10,1142854.5599999998
2023-11-01,5,Construction,1134403.04,2023,11,1142370.9833333334
2023-12-01,5,Construction,1198000.52,2023,12,1155448.0933333335
2024-01-01,5,Construction,1158745.24,2024,1,1163716.2666666668
2024-02-01,5,Construction,1144350.04,2024,2,1167031.9333333333
2024-03-01,5,Construction,1149245.43,2024,3,1150780.2366666666
2024-04-01,5,Construction,1173134.98,2024,4,1155576.8166666667
2024-05-01,5,Construction,1183836.53,2024,5,1168738.98
2024-06-01,5,Construction,1161573.92,2024,6,1172848.4766666668
2024-07-01,5,Construction,1220347.13,2024,7,1188585.86
2024-08-01,5,Construction,1215050.14,2024,8,1198990.3966666665
2024-09-01,5,Construction,1258626.93,2024,9,1231341.4
2024-10-01,5,Construction,1225291.04,2024,10,1232989.37
2024-11-01,5,Construction,1246830.75,2024,11,1243582.9066666667
2024-12-01,5,Construction,1353386.06,2024,12,1275169.2833333334
2025-01-01,5,Construction,1326181.58,2025,1,1308799.4633333336
2025-02-01,5,Construction,1321224.9,2025,2,1333597.5133333334
2025-03-01,5,Construction,1327252.04,2025,3,1324886.1733333336
2008-01-01,6,"Wholesale and retail trade, accommodation and food services",376208.33,2008,1,
2008-02-01,6,"Wholesale and retail trade, accommodation and food services",405243.59,2008,2,
2008-03-01,6,"Wholesale and retail trade, accommodation and food services",401424.34,2008,3,394292.08666666667
2008-04-01,6,"Wholesale and retail trade, accommodation and food services",405161.64,2008,4,403943.19
2008-05-01,6,"Wholesale and retail trade, accommodation and food services",403310.1,2008,5,403298.69333333336
2008-06-01,6,"Wholesale and retail trade, accommodation and food services",403794.45,2008,6,404088.73
2008-07-01,6,"Wholesale and retail trade, accommodation and food services",401877.75,2008,7,402994.10000000003
2008-08-01,6,"Wholesale and retail trade, accommodation and food services",372752.99,2008,8,392808.39666666667
2008-09-01,6,"Wholesale and retail trade, accommodation and food services",391615.38,2008,9,388748.7066666667
2008-10-01,6,"Wholesale and retail trade, accommodation and food services",390675.69,2008,10,385014.6866666667
2008-11-01,6,"Wholesale and retail trade, accommodation and food services",376781.67,2008,11,386357.58
2008-12-01,6,"Wholesale and retail trade, accommodation and food services",409520.08,2008,12,392325.8133333333
2009-01-01,6,"Wholesale and retail trade, accommodation and food services",384913.3,2009,1,390405.01666666666
2009-02-01,6,"Wholesale and retail trade, accommodation and food services",379473.6,2009,2,391302.32666666666
2009-03-01,6,"Wholesale and retail trade, accommodation and food services",378044.61,2009,3,380810.50333333324
2009-04-01,6,"Wholesale and retail trade, accommodation and food services",381754.09,2009,4,379757.43333333335
2009-05-01,6,"Wholesale and retail trade, accommodation and food services",376213.1,2009,5,378670.60000000003
2009-06-01,6,"Wholesale and retail trade, accommodation and food services",376528.07,2009,6,378165.08666666667
2009-07-01,6,"Wholesale and retail trade, accommodation and food services",385462.04,2009,7,379401.07
2009-08-01,6,"Wholesale and retail trade, accommodation and food services",387203.1,2009,8,383064.4033333333
2009-09-01,6,"Wholesale and retail trade, accommodation and food services",402870.01,2009,9,391845.05
2009-10-01,6,"Wholesale and retail trade, accommodation and food services",388595.83,2009,10,392889.64666666667
2009-11-01,6,"Wholesale and retail trade, accommodation and food services",391558.26,2009,11,394341.3666666667
2009-12-01,6,"Wholesale and retail trade, accommodation and food services",426962.78,2009,12,402372.29000000004
2010-01-01,6,"Wholesale and retail trade, accommodation and food services",411592.02,2010,1,410037.6866666667
2010-02-01,6,"Wholesale and retail trade, accommodation and food services",405423.62,2010,2,414659.4733333333
2010-03-01,6,"Wholesale and retail trade, accommodation and food services",409308.37,2010,3,408774.67
2010-04-01,6,"Wholesale and retail trade, accommodation and food services",416226.68,2010,4,410319.55666666664
2010-05-01,6,"Wholesale and retail trade, accommodation and food services",409734.2,2010,5,411756.4166666667
2010-06-01,6,"Wholesale and retail trade, accommodation and food services",408880.46,2010,6,411613.78
