index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income,year,month,Avg_Taxable_Income_MA3,Avg_Taxable_Income_MA3_sa,Avg_Taxable_Income_MA3_trend
166,2022-01-01,2022-01-01,3,Manufacturing,1151584.93,2022,1,1148958.5733333332,1126758.866065453,1117618.3409722222
167,2022-02-01,2022-02-01,3,Manufacturing,1121507.87,2022,2,1157702.4766666666,1132633.8723588558,1128283.22875
168,2022-03-01,2022-03-01,3,Manufacturing,1142880.71,2022,3,1138657.8366666667,1136703.8826192725,1139720.3759722223
169,2022-04-01,2022-04-01,3,Manufacturing,1138080.77,2022,4,1134156.4500000002,1141731.6287737866,1151943.542222222
170,2022-05-01,2022-05-01,3,Manufacturing,1155029.06,2022,5,1145330.18,1157230.0770116337,1164339.869861111
171,2022-06-01,2022-06-01,3,Manufacturing,1161929.29,2022,6,1151679.7066666668,1169874.52913837,1175236.0652777778
172,2022-07-01,2022-07-01,3,Manufacturing,1192635.11,2022,7,1169864.4866666666,1187508.8357876753,1183325.1191666666
173,2022-08-01,2022-08-01,3,Manufacturing,1200689.49,2022,8,1185084.6300000001,1200335.1293033003,1188739.754861111
174,2022-09-01,2022-09-01,3,Manufacturing,1275153.0,2022,9,1222825.866666667,1217330.5879848774,1192658.0141666667
175,2022-10-01,2022-10-01,3,Manufacturing,1214865.26,2022,10,1230235.9166666667,1226961.625501217,1196325.0854166665
176,2022-11-01,2022-11-01,3,Manufacturing,1234433.49,2022,11,1241483.9166666667,1239488.1789821198,1200279.1759722224
177,2022-12-01,2022-12-01,3,Manufacturing,1252797.85,2022,12,1234032.2,1223455.026473439,1204937.1376388888
178,2023-01-01,2023-01-01,3,Manufacturing,1198979.52,2023,1,1228736.9533333334,1206537.2460654532,1209953.4806944446
179,2023-02-01,2023-02-01,3,Manufacturing,1171848.69,2023,2,1207875.3533333333,1182806.7490255225,1214421.685138889
180,2023-03-01,2023-03-01,3,Manufacturing,1176741.34,2023,3,1182523.1833333333,1180569.2292859391,1217965.6311111113
181,2023-04-01,2023-04-01,3,Manufacturing,1186312.41,2023,4,1178300.8133333335,1185875.9921071199,1220779.5856944446
182,2023-05-01,2023-05-01,3,Manufacturing,1225198.22,2023,5,1196083.99,1207983.8870116337,1223083.707777778
183,2023-06-01,2023-06-01,3,Manufacturing,1226640.3,2023,6,1212716.9766666666,1230911.7991383697,1226356.1418055554
184,2023-07-01,2023-07-01,3,Manufacturing,1235819.83,2023,7,1229219.45,1246863.7991210087,1232115.7833333334
185,2023-08-01,2023-08-01,3,Manufacturing,1236439.59,2023,8,1232966.5733333335,1248217.0726366336,1240357.0772222222
186,2023-09-01,2023-09-01,3,Manufacturing,1307736.46,2023,9,1259998.6266666667,1254503.3479848772,1249619.6670833335
187,2023-10-01,2023-10-01,3,Manufacturing,1237618.15,2023,10,1260598.0666666667,1257323.775501217,1258562.6704166664
188,2023-11-01,2023-11-01,3,Manufacturing,1253907.48,2023,11,1266420.6966666665,1264424.9589821196,1266687.5863888888
189,2023-12-01,2023-12-01,3,Manufacturing,1371375.88,2023,12,1287633.8366666667,1277056.6631401058,1273564.8843055554
190,2024-01-01,2024-01-01,3,Manufacturing,1314816.78,2024,1,1313366.7133333331,1291167.006065453,1279937.8372222222
191,2024-02-01,2024-02-01,3,Manufacturing,1276917.28,2024,2,1321036.6466666667,1295968.042358856,1287048.1577777779
192,2024-03-01,2024-03-01,3,Manufacturing,1283258.08,2024,3,1291664.0466666666,1289710.0926192724,1295595.5913888887
193,2024-04-01,2024-04-01,3,Manufacturing,1291200.73,2024,4,1283792.03,1291367.2087737864,1304932.8270833334
194,2024-05-01,2024-05-01,3,Manufacturing,1282313.46,2024,5,1285590.7566666666,1297490.6536783003,1314395.781111111
195,2024-06-01,2024-06-01,3,Manufacturing,1291281.89,2024,6,1288265.36,1306460.1824717033,1325810.5502777777
196,2024-07-01,2024-07-01,3,Manufacturing,1346270.46,2024,7,1306621.9366666665,1324266.2857876753,1341055.3220833333
197,2024-08-01,2024-08-01,3,Manufacturing,1341082.99,2024,8,1326211.78,1341462.2793033002,1360136.3776388888
198,2024-09-01,2024-09-01,3,Manufacturing,1428322.03,2024,9,1371891.826666667,1366396.5479848774,1380992.857638889
199,2024-10-01,2024-10-01,3,Manufacturing,1348990.55,2024,10,1372798.5233333334,1369524.2321678838,
200,2024-11-01,2024-11-01,3,Manufacturing,1366680.83,2024,11,1381331.1366666667,1379335.3989821197,
201,2024-12-01,2024-12-01,3,Manufacturing,1624362.19,2024,12,1446677.8566666667,1436100.6831401058,
202,2025-01-01,2025-01-01,3,Manufacturing,1569548.63,2025,1,1520197.2166666668,1497997.5093987866,
203,2025-02-01,2025-02-01,3,Manufacturing,1522543.61,2025,2,1572151.4766666666,1547082.8723588558,
204,2025-03-01,2025-03-01,3,Manufacturing,1531221.97,2025,3,1541104.7366666666,1539150.7826192724,
0,2008-03-01,2008-03-01,4,"Electricity, gas, water and waste management",622555.42,2008,3,584984.59,577546.8979508358,
1,2008-04-01,2008-04-01,4,"Electricity, gas, water and waste management",601393.87,2008,4,612094.6766666668,615833.1226122942,
2,2008-05-01,2008-05-01,4,"Electricity, gas, water and waste management",599068.21,2008,5,607672.5,617490.3315793079,
3,2008-06-01,2008-06-01,4,"Electricity, gas, water and waste management",602448.17,2008,6,600970.0833333334,622755.3074300024,
4,2008-07-01,2008-07-01,4,"Electricity, gas, water and waste management",601742.29,2008,7,601086.2233333333,620085.2797129884,
5,2008-08-01,2008-08-01,4,"Electricity, gas, water and waste management",533436.85,2008,8,579209.1033333334,595249.8535237524,
6,2008-09-01,2008-09-01,4,"Electricity, gas, water and waste management",555576.83,2008,9,563585.3233333334,558447.2132960154,579669.9526388888
7,2008-10-01,2008-10-01,4,"Electricity, gas, water and waste management",578706.1,2008,10,555906.5933333333,552345.0172824329,576083.1329166667
8,2008-11-01,2008-11-01,4,"Electricity, gas, water and waste management",536384.32,2008,11,556889.0833333333,557422.1550949329,571517.3079166667
9,2008-12-01,2008-12-01,4,"Electricity, gas, water and waste management",595426.78,2008,12,570172.4,561751.767360558,567677.0765277777
10,2009-01-01,2009-01-01,4,"Electricity, gas, water and waste management",561611.52,2009,1,564474.2066666667,544719.8745133358,564394.8080555556
11,2009-02-01,2009-02-01,4,"Electricity, gas, water and waste management",563261.85,2009,2,573433.3833333333,546831.3463102106,561992.2181944444
12,2009-03-01,2009-03-01,4,"Electricity, gas, water and waste management",543447.99,2009,3,556107.12,548669.4279508358,561471.7634722221
13,2009-04-01,2009-04-01,4,"Electricity, gas, water and waste management",557955.58,2009,4,554888.4733333333,558626.9192789607,562376.292361111
14,2009-05-01,2009-05-01,4,"Electricity, gas, water and waste management",564493.14,2009,5,555298.9033333333,565116.7349126412,563772.2363888889
15,2009-06-01,2009-06-01,4,"Electricity, gas, water and waste management",561085.66,2009,6,561178.1266666667,582963.3507633357,565254.3366666666
16,2009-07-01,2009-07-01,4,"Electricity, gas, water and waste management",560732.41,2009,7,562103.7366666667,581102.7930463218,567513.1494444446
17,2009-08-01,2009-08-01,4,"Electricity, gas, water and waste management",559770.23,2009,8,560529.4333333332,576570.1835237523,570602.3848611111
18,2009-09-01,2009-09-01,4,"Electricity, gas, water and waste management",588819.6,2009,9,569774.08,564635.969962682,574006.8033333332
19,2009-10-01,2009-10-01,4,"Electricity, gas, water and waste management",565689.76,2009,10,571426.53,567864.9539490996,577909.682638889
20,2009-11-01,2009-11-01,4,"Electricity, gas, water and waste management",570106.05,2009,11,574871.8033333333,575404.875094933,582097.0866666667
21,2009-12-01,2009-12-01,4,"Electricity, gas, water and waste management",627484.45,2009,12,587760.0866666667,579339.4540272247,586181.911111111
22,2010-01-01,2010-01-01,4,"Electricity, gas, water and waste management",605703.58,2010,1,601098.0266666667,581343.6945133358,589905.1818055556
23,2010-02-01,2010-02-01,4,"Electricity, gas, water and waste management",599665.61,2010,2,610951.2133333333,584349.1763102106,593634.0748611111
24,2010-03-01,2010-03-01,4,"Electricity, gas, water and waste management",595516.81,2010,3,600295.3333333334,592857.6412841692,597837.8465277777
25,2010-04-01,2010-04-01,4,"Electricity, gas, water and waste management",617925.67,2010,4,604369.3633333333,608107.8092789607,602386.9652777778
26,2010-05-01,2010-05-01,4,"Electricity, gas, water and waste management",605504.65,2010,5,606315.7100000001,616133.541579308,607063.1568055556
27,2010-06-01,2010-06-01,4,"Electricity, gas, water and waste management",601161.0,2010,6,608197.1066666667,629982.3307633357,613493.5006944445
28,2010-07-01,2010-07-01,4,"Electricity, gas, water and waste management",606664.11,2010,7,604443.2533333333,623442.3097129884,623339.5445833333
29,2010-08-01,2010-08-01,4,"Electricity, gas, water and waste management",615224.94,2010,8,607683.35,623724.100190419,636468.5694444444
30,2010-09-01,2010-09-01,4,"Electricity, gas, water and waste management",648643.0,2010,9,623510.6833333332,618372.5732960153,651072.2415277776
31,2010-10-01,2010-10-01,4,"Electricity, gas, water and waste management",616738.39,2010,10,626868.7766666667,623307.2006157663,664954.2895833333
32,2010-11-01,2010-11-01,4,"Electricity, gas, water and waste management",629593.07,2010,11,631658.1533333333,632191.225094933,677786.2268055555
33,2010-12-01,2010-12-01,4,"Electricity, gas, water and waste management",809574.51,2010,12,685301.9900000001,676881.3573605581,689795.4666666668
34,2011-01-01,2011-01-01,4,"Electricity, gas, water and waste management",780415.95,2011,1,739861.1766666666,720106.8445133357,701970.4341666666
35,2011-02-01,2011-02-01,4,"Electricity, gas, water and waste management",771863.52,2011,2,787284.66,760682.6229768774,715090.979861111
36,2011-03-01,2011-03-01,4,"Electricity, gas, water and waste management",771070.58,2011,3,774450.0166666666,767012.3246175024,729011.9562499999
37,2011-04-01,2011-04-01,4,"Electricity, gas, water and waste management",747217.4,2011,4,763383.8333333334,767122.2792789608,743342.5365277777
38,2011-05-01,2011-05-01,4,"Electricity, gas, water and waste management",747515.22,2011,5,755267.7333333334,765085.5649126413,757554.3763888888
39,2011-06-01,2011-06-01,4,"Electricity, gas, water and waste management",747667.9,2011,6,747466.84,769252.064096669,770239.7423611111
40,2011-07-01,2011-07-01,4,"Electricity, gas, water and waste management",776935.1,2011,7,757372.7400000001,776371.7963796553,778316.5611111111
41,2011-08-01,2011-08-01,4,"Electricity, gas, water and waste management",784337.88,2011,8,769646.96,785687.710190419,780230.2466666666
42,2011-09-01,2011-09-01,4,"Electricity, gas, water and waste management",825678.54,2011,9,795650.5066666667,790512.3966293487,777307.4269444444
43,2011-10-01,2011-10-01,4,"Electricity, gas, water and waste management",785972.22,2011,10,798662.8799999999,795101.3039490995,772863.5526388889
44,2011-11-01,2011-11-01,4,"Electricity, gas, water and waste management",791193.86,2011,11,800948.2066666667,801481.2784282663,768725.0141666667
45,2011-12-01,2011-12-01,4,"Electricity, gas, water and waste management",884216.08,2011,12,820460.7200000001,812040.0873605581,764690.2552777778
46,2012-01-01,2012-01-01,4,"Electricity, gas, water and waste management",720228.35,2012,1,798546.0966666667,778791.7645133358,762399.3541666666
47,2012-02-01,2012-02-01,4,"Electricity, gas, water and waste management",719140.15,2012,2,774528.1933333334,747926.1563102107,763579.004861111
48,2012-03-01,2012-03-01,4,"Electricity, gas, water and waste management",711807.93,2012,3,717058.81,709621.1179508358,768338.6261111111
49,2012-04-01,2012-04-01,4,"Electricity, gas, water and waste management",711418.09,2012,4,714122.0566666666,717860.502612294,774781.3130555556
50,2012-05-01,2012-05-01,4,"Electricity, gas, water and waste management",692387.74,2012,5,705204.5866666666,715022.4182459745,779490.58875
51,2012-06-01,2012-06-01,4,"Electricity, gas, water and waste management",698281.49,2012,6,700695.7733333333,722480.9974300023,780472.0016666667
52,2012-07-01,2012-07-01,4,"Electricity, gas, water and waste management",856817.31,2012,7,749162.18,768161.2363796552,780980.9368055555
53,2012-08-01,2012-08-01,4,"Electricity, gas, water and waste management",863408.61,2012,8,806169.1366666667,822209.8868570857,786647.0966666667
54,2012-09-01,2012-09-01,4,"Electricity, gas, water and waste management",899851.8,2012,9,873359.2400000001,868221.1299626821,799897.620138889
55,2012-10-01,2012-10-01,4,"Electricity, gas, water and waste management",863475.49,2012,10,875578.6333333333,872017.0572824329,817219.2525
56,2012-11-01,2012-11-01,4,"Electricity, gas, water and waste management",747837.92,2012,11,837055.07,837588.1417615996,834323.5008333334
57,2012-12-01,2012-12-01,4,"Electricity, gas, water and waste management",812409.89,2012,12,807907.7666666666,799487.1340272246,850685.7255555557
58,2013-01-01,2013-01-01,4,"Electricity, gas, water and waste management",909692.67,2013,1,823313.4933333335,803559.1611800026,864663.7088888888
59,2013-02-01,2013-02-01,4,"Electricity, gas, water and waste management",935143.34,2013,2,885748.6333333333,859146.5963102106,874723.4254166667
60,2013-03-01,2013-03-01,4,"Electricity, gas, water and waste management",926716.79,2013,3,923850.9333333332,916413.241284169,879235.7031944444
61,2013-04-01,2013-04-01,4,"Electricity, gas, water and waste management",907287.2,2013,4,923049.11,926787.5559456274,878523.7905555555
62,2013-05-01,2013-05-01,4,"Electricity, gas, water and waste management",886334.49,2013,5,906779.4933333333,916597.3249126412,876096.6144444443
63,2013-06-01,2013-06-01,4,"Electricity, gas, water and waste management",881821.09,2013,6,891814.2600000001,913599.4840966691,875252.1481944444
64,2013-07-01,2013-07-01,4,"Electricity, gas, water and waste management",912390.3,2013,7,893515.2933333333,912514.3497129885,875979.2498611112
65,2013-08-01,2013-08-01,4,"Electricity, gas, water and waste management",915536.27,2013,8,903249.2200000001,919289.9701904191,874536.0991666666
66,2013-09-01,2013-09-01,4,"Electricity, gas, water and waste management",825794.9,2013,9,884573.8233333334,879435.7132960154,868732.6008333333
67,2013-10-01,2013-10-01,4,"Electricity, gas, water and waste management",800503.27,2013,10,847278.1466666666,843716.5706157662,860271.670138889
68,2013-11-01,2013-11-01,4,"Electricity, gas, water and waste management",795011.82,2013,11,807103.3300000001,807636.4017615997,851895.8162499999
69,2013-12-01,2013-12-01,4,"Electricity, gas, water and waste management",857261.86,2013,12,817592.3166666668,809171.6840272248,844764.2102777779
70,2014-01-01,2014-01-01,4,"Electricity, gas, water and waste management",840964.47,2014,1,831079.3833333333,811325.0511800024,838319.4077777779
71,2014-02-01,2014-02-01,4,"Electricity, gas, water and waste management",831815.05,2014,2,843347.1266666666,816745.0896435439,831288.6955555554
72,2014-03-01,2014-03-01,4,"Electricity, gas, water and waste management",808125.92,2014,3,826968.4800000001,819530.7879508359,825268.9697222222
73,2014-04-01,2014-04-01,4,"Electricity, gas, water and waste management",810666.71,2014,4,816869.2266666666,820607.672612294,822424.4943055554
74,2014-05-01,2014-05-01,4,"Electricity, gas, water and waste management",817024.02,2014,5,811938.8833333334,821756.7149126413,823225.687361111
75,2014-06-01,2014-06-01,4,"Electricity, gas, water and waste management",818798.25,2014,6,815496.3266666667,837281.5507633357,825802.2037499999
76,2014-07-01,2014-07-01,4,"Electricity, gas, water and waste management",809651.63,2014,7,815157.9666666667,834157.0230463218,828172.7799999999
77,2014-08-01,2014-08-01,4,"Electricity, gas, water and waste management",810158.48,2014,8,812869.4533333333,828910.2035237523,830190.1691666666
78,2014-09-01,2014-09-01,4,"Electricity, gas, water and waste management",871630.4,2014,9,830480.1699999999,825342.059962682,831797.9984722221
79,2014-10-01,2014-10-01,4,"Electricity, gas, water and waste management",817524.29,2014,10,833104.39,829542.8139490996,833563.2130555555
80,2014-11-01,2014-11-01,4,"Electricity, gas, water and waste management",832362.47,2014,11,840505.7200000001,841038.7917615997,835514.7197222223
81,2014-12-01,2014-12-01,4,"Electricity, gas, water and waste management",888192.2,2014,12,846026.32,837605.687360558,837314.2290277777
82,2015-01-01,2015-01-01,4,"Electricity, gas, water and waste management",858062.96,2015,1,859539.21,839784.877846669,839263.5345833333
83,2015-02-01,2015-02-01,4,"Electricity, gas, water and waste management",843658.76,2015,2,863304.64,836702.6029768774,842093.3848611112
84,2015-03-01,2015-03-01,4,"Electricity, gas, water and waste management",835074.89,2015,3,845598.87,838161.1779508358,845668.7023611111
85,2015-04-01,2015-04-01,4,"Electricity, gas, water and waste management",843078.31,2015,4,840603.9866666667,844342.4326122941,849477.4
86,2015-05-01,2015-05-01,4,"Electricity, gas, water and waste management",826967.65,2015,5,835040.2833333333,844858.1149126412,853121.5565277777
87,2015-06-01,2015-06-01,4,"Electricity, gas, water and waste management",836703.49,2015,6,835583.15,857368.374096669,857085.2065277775
88,2015-07-01,2015-07-01,4,"Electricity, gas, water and waste management",861892.29,2015,7,841854.4766666666,860853.5330463217,861547.6102777778
89,2015-08-01,2015-08-01,4,"Electricity, gas, water and waste management",863672.27,2015,8,854089.35,870130.100190419,866207.5288888887
90,2015-09-01,2015-09-01,4,"Electricity, gas, water and waste management",899639.12,2015,9,875067.8933333334,869929.7832960155,871093.7404166665
91,2015-10-01,2015-10-01,4,"Electricity, gas, water and waste management",876464.84,2015,10,879925.41,876363.8339490996,875977.9895833333
92,2015-11-01,2015-11-01,4,"Electricity, gas, water and waste management",867329.41,2015,11,881144.4566666667,881677.5284282663,880997.513611111
93,2015-12-01,2015-12-01,4,"Electricity, gas, water and waste management",957751.3,2015,12,900515.1833333332,892094.5506938912,885955.25
94,2016-01-01,2016-01-01,4,"Electricity, gas, water and waste management",911363.4,2016,1,912148.0366666667,892393.7045133358,890780.6404166666
95,2016-02-01,2016-02-01,4,"Electricity, gas, water and waste management",898486.88,2016,2,922533.86,895931.8229768773,895665.544861111
96,2016-03-01,2016-03-01,4,"Electricity, gas, water and waste management",901065.9,2016,3,903638.7266666667,896201.0346175025,900780.5997222222
97,2016-04-01,2016-04-01,4,"Electricity, gas, water and waste management",899805.55,2016,4,899786.11,903524.5559456274,906089.0256944443
98,2016-05-01,2016-05-01,4,"Electricity, gas, water and waste management",888108.76,2016,5,896326.7366666667,906144.5682459746,911522.2130555554
99,2016-06-01,2016-06-01,4,"Electricity, gas, water and waste management",891932.8,2016,6,893282.3700000001,915067.5940966691,916840.8861111111
100,2016-07-01,2016-07-01,4,"Electricity, gas, water and waste management",919852.32,2016,7,899964.6266666666,918963.6830463217,921691.7208333332
101,2016-08-01,2016-08-01,4,"Electricity, gas, water and waste management",927865.6,2016,8,913216.9066666666,929257.6568570856,926007.6340277777
102,2016-09-01,2016-09-01,4,"Electricity, gas, water and waste management",968387.04,2016,9,938701.6533333333,933563.5432960154,929849.048611111
103,2016-10-01,2016-10-01,4,"Electricity, gas, water and waste management",934828.98,2016,10,943693.8733333334,940132.297282433,933496.3715277776
104,2016-11-01,2016-11-01,4,"Electricity, gas, water and waste management",940101.45,2016,11,947772.4899999999,948305.5617615995,936992.7472222223
105,2016-12-01,2016-12-01,4,"Electricity, gas, water and waste management",1009675.48,2016,12,961535.3033333333,953114.6706938914,940311.3152777777
106,2017-01-01,2017-01-01,4,"Electricity, gas, water and waste management",952866.92,2017,1,967547.9500000001,947793.6178466692,943436.7213888888
107,2017-02-01,2017-02-01,4,"Electricity, gas, water and waste management",949605.19,2017,2,970715.8633333333,944113.8263102106,946152.5630555556
108,2017-03-01,2017-03-01,4,"Electricity, gas, water and waste management",940479.91,2017,3,947650.6733333333,940212.9812841691,948531.2786111111
109,2017-04-01,2017-04-01,4,"Electricity, gas, water and waste management",939844.64,2017,4,943309.9133333334,947048.3592789609,950767.0620833331
110,2017-05-01,2017-05-01,4,"Electricity, gas, water and waste management",929823.3,2017,5,936715.9500000001,946533.781579308,952865.0049999998
111,2017-06-01,2017-06-01,4,"Electricity, gas, water and waste management",927948.43,2017,6,932538.79,954324.014096669,954577.6908333332
112,2017-07-01,2017-07-01,4,"Electricity, gas, water and waste management",949382.13,2017,7,935717.9533333333,954717.0097129884,956378.4488888887
113,2017-08-01,2017-08-01,4,"Electricity, gas, water and waste management",950600.78,2017,8,942643.7800000001,958684.5301904192,958615.518611111
114,2017-09-01,2017-09-01,4,"Electricity, gas, water and waste management",999108.95,2017,9,966363.9533333333,961225.8432960153,961258.4743055557
115,2017-10-01,2017-10-01,4,"Electricity, gas, water and waste management",959361.4,2017,10,969690.3766666666,966128.8006157662,964086.2683333334
116,2017-11-01,2017-11-01,4,"Electricity, gas, water and waste management",957909.5,2017,11,972126.6166666666,972659.6884282662,967019.1501388889
117,2017-12-01,2017-12-01,4,"Electricity, gas, water and waste management",1017586.01,2017,12,978285.6366666667,969865.0040272247,970181.2236111112
118,2018-01-01,2018-01-01,4,"Electricity, gas, water and waste management",1006551.92,2018,1,994015.81,974261.4778466691,973093.459861111
119,2018-02-01,2018-02-01,4,"Electricity, gas, water and waste management",969675.1,2018,2,997937.6766666668,971335.6396435441,975779.8794444444
120,2018-03-01,2018-03-01,4,"Electricity, gas, water and waste management",975352.37,2018,3,983859.7966666667,976422.1046175025,978793.8968055553
121,2018-04-01,2018-04-01,4,"Electricity, gas, water and waste management",979876.07,2018,4,974967.8466666667,978706.2926122941,982509.1027777778
122,2018-05-01,2018-05-01,4,"Electricity, gas, water and waste management",971113.1,2018,5,975447.18,985265.011579308,986824.2351388889
123,2018-06-01,2018-06-01,4,"Electricity, gas, water and waste management",958102.8,2018,6,969697.3233333332,991482.5474300022,993844.9418055555
124,2018-07-01,2018-07-01,4,"Electricity, gas, water and waste management",976143.37,2018,7,968453.09,987452.1463796551,1005359.29375
125,2018-08-01,2018-08-01,4,"Electricity, gas, water and waste management",988901.97,2018,8,974382.7133333333,990423.4635237523,1021059.1268055554
126,2018-09-01,2018-09-01,4,"Electricity, gas, water and waste management",1055838.97,2018,9,1006961.4366666666,1001823.3266293487,1038427.6888888888
127,2018-10-01,2018-10-01,4,"Electricity, gas, water and waste management",1010032.57,2018,10,1018257.8366666666,1014696.2606157662,1054999.852222222
128,2018-11-01,2018-11-01,4,"Electricity, gas, water and waste management",1015495.46,2018,11,1027122.3333333334,1027655.405094933,1071175.70125
129,2018-12-01,2018-12-01,4,"Electricity, gas, water and waste management",1249832.61,2018,12,1091786.88,1083366.2473605578,1085226.3727777777
130,2019-01-01,2019-01-01,4,"Electricity, gas, water and waste management",1205248.97,2019,1,1156859.0133333334,1137104.6811800024,1097250.4219444443
131,2019-02-01,2019-02-01,4,"Electricity, gas, water and waste management",1180589.82,2019,2,1211890.4666666668,1185288.4296435441,1108694.3058333332
132,2019-03-01,2019-03-01,4,"Electricity, gas, water and waste management",1174418.7,2019,3,1186752.4966666666,1179314.8046175023,1121242.9561111112
133,2019-04-01,2019-04-01,4,"Electricity, gas, water and waste management",1154412.68,2019,4,1169807.0666666664,1173545.5126122937,1135286.3533333333
134,2019-05-01,2019-05-01,4,"Electricity, gas, water and waste management",1177653.63,2019,5,1168828.3366666667,1178646.1682459745,1149433.964027778
135,2019-06-01,2019-06-01,4,"Electricity, gas, water and waste management",1008530.54,2019,6,1113532.2833333332,1135317.5074300023,1161892.0508333335
136,2019-07-01,2019-07-01,4,"Electricity, gas, water and waste management",1153401.76,2019,7,1113195.3099999998,1132194.366379655,1170817.4888888889
137,2019-08-01,2019-08-01,4,"Electricity, gas, water and waste management",1150948.82,2019,8,1104293.7066666668,1120334.4568570857,1176251.6854166666
138,2019-09-01,2019-09-01,4,"Electricity, gas, water and waste management",1230303.57,2019,9,1178218.05,1173079.939962682,1180485.8354166667
139,2019-10-01,2019-10-01,4,"Electricity, gas, water and waste management",1170875.88,2019,10,1184042.7566666666,1180481.1806157662,1185630.4508333334
140,2019-11-01,2019-11-01,4,"Electricity, gas, water and waste management",1201460.76,2019,11,1200880.07,1201413.1417615998,1190729.3111111112
141,2019-12-01,2019-12-01,4,"Electricity, gas, water and waste management",1278733.04,2019,12,1217023.2266666666,1208602.5940272245,1197288.3243055556
142,2020-01-01,2020-01-01,4,"Electricity, gas, water and waste management",1257305.74,2020,1,1245833.18,1226078.847846669,1205897.239861111
143,2020-02-01,2020-02-01,4,"Electricity, gas, water and waste management",1223972.27,2020,2,1253337.0166666666,1226734.979643544,1215668.1565277777
144,2020-03-01,2020-03-01,4,"Electricity, gas, water and waste management",1259498.63,2020,3,1246925.5466666666,1239487.8546175023,1224227.41
145,2020-04-01,2020-04-01,4,"Electricity, gas, water and waste management",1215843.46,2020,4,1233104.7866666664,1236843.2326122937,1230407.1102777778
146,2020-05-01,2020-05-01,4,"Electricity, gas, water and waste management",1208367.7,2020,5,1227903.2633333334,1237721.0949126412,1235404.746111111
147,2020-06-01,2020-06-01,4,"Electricity, gas, water and waste management",1211409.86,2020,6,1211873.6733333333,1233658.8974300025,1239424.5305555556
148,2020-07-01,2020-07-01,4,"Electricity, gas, water and waste management",1244626.12,2020,7,1221467.8933333333,1240466.9497129885,1242936.8970833335
149,2020-08-01,2020-08-01,4,"Electricity, gas, water and waste management",1235533.39,2020,8,1230523.1233333333,1246563.8735237522,1246303.9956944443
150,2020-09-01,2020-09-01,4,"Electricity, gas, water and waste management",1292072.64,2020,9,1257410.7166666666,1252272.6066293486,1250210.6199999996
151,2020-10-01,2020-10-01,4,"Electricity, gas, water and waste management",1231882.66,2020,10,1253162.8966666665,1249601.320615766,1254560.0340277776
152,2020-11-01,2020-11-01,4,"Electricity, gas, water and waste management",1231154.27,2020,11,1251703.1899999997,1252236.2617615995,1259159.328611111
153,2020-12-01,2020-12-01,4,"Electricity, gas, water and waste management",1324987.87,2020,12,1262674.9333333333,1254254.3006938912,1263834.0052777778
154,2021-01-01,2021-01-01,4,"Electricity, gas, water and waste management",1297292.67,2021,1,1284478.2699999998,1264723.9378466688,1268390.32
155,2021-02-01,2021-02-01,4,"Electricity, gas, water and waste management",1264226.34,2021,2,1295502.2933333332,1268900.2563102106,1272657.0658333332
156,2021-03-01,2021-03-01,4,"Electricity, gas, water and waste management",1334038.75,2021,3,1298519.2533333332,1291081.5612841689,1276534.2516666665
157,2021-04-01,2021-04-01,4,"Electricity, gas, water and waste management",1259425.96,2021,4,1285897.0166666666,1289635.462612294,1280577.5648611109
158,2021-05-01,2021-05-01,4,"Electricity, gas, water and waste management",1263017.6,2021,5,1285494.1033333333,1295311.934912641,1285657.040972222
159,2021-06-01,2021-06-01,4,"Electricity, gas, water and waste management",1276981.66,2021,6,1266475.0733333332,1288260.2974300024,1292236.1541666666
160,2021-07-01,2021-07-01,4,"Electricity, gas, water and waste management",1288654.88,2021,7,1276218.0466666666,1295217.1030463218,1299987.903472222
161,2021-08-01,2021-08-01,4,"Electricity, gas, water and waste management",1268888.07,2021,8,1278174.8699999999,1294215.6201904188,1308604.1762499998
162,2021-09-01,2021-09-01,4,"Electricity, gas, water and waste management",1350891.34,2021,9,1302811.43,1297673.319962682,1317157.3511111108
163,2021-10-01,2021-10-01,4,"Electricity, gas, water and waste management",1294625.69,2021,10,1304801.7,1301240.1239490996,1325663.4994444444
164,2021-11-01,2021-11-01,4,"Electricity, gas, water and waste management",1320398.41,2021,11,1321971.8133333332,1322504.885094933,1335303.8083333333
165,2021-12-01,2021-12-01,4,"Electricity, gas, water and waste management",1435890.98,2021,12,1350305.0266666666,1341884.3940272245,1346430.3555555556
166,2022-01-01,2022-01-01,4,"Electricity, gas, water and waste management",1392381.09,2022,1,1382890.16,1363135.827846669,1358924.1906944443
167,2022-02-01,2022-02-01,4,"Electricity, gas, water and waste management",1383370.78,2022,2,1403880.95,1377278.9129768773,1372515.9808333335
168,2022-03-01,2022-03-01,4,"Electricity, gas, water and waste management",1410498.51,2022,3,1395416.7933333332,1387979.101284169,1387553.8977777779
169,2022-04-01,2022-04-01,4,"Electricity, gas, water and waste management",1385571.82,2022,4,1393147.0366666666,1396885.482612294,1403786.52875
170,2022-05-01,2022-05-01,4,"Electricity, gas, water and waste management",1432764.16,2022,5,1409611.4966666668,1419429.3282459746,1420231.0901388887
171,2022-06-01,2022-06-01,4,"Electricity, gas, water and waste management",1409848.46,2022,6,1409394.8133333332,1431180.0374300024,1433539.022222222
