Wage_Date,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste management",Construction,"Wholesale and retail trade, accommodation and food services","Transport, communications and information services",Financial intermediation,Real estate and housing services,Business services,Personal services,Public administration,"Unemployment from Agriculture, forestry and fishing",Unemployment from Mining,Unemployment from Manufacturing,"Unemployment from Electricity, gas, water and waste management",Unemployment from Construction,"Unemployment from Wholesale and retail trade, accommodation and food services","Unemployment from Transport, communications and information services",Unemployment from Financial intermediation,Unemployment from Real estate and housing services,Unemployment from Business services,Unemployment from Personal services,Unemployment from Public administration,State_From
2011-04-01,2,9980,4,1,28,14,8,16,0,37,6,0,0,223,0,0,0,0,0,0,0,0,0,0,Mining
2011-04-01,48,20,53316,9,144,147,52,90,4,115,66,6,0,0,2706,0,0,0,0,0,0,0,0,0,Manufacturing
2011-04-01,1,2,6,4245,20,2,5,10,1,10,6,1,0,0,0,120,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-04-01,34,36,155,14,54845,113,69,87,19,272,105,5,0,0,0,0,6114,0,0,0,0,0,0,0,Construction
2011-04-01,45,23,144,1,105,92788,92,135,16,206,134,9,0,0,0,0,0,4798,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-04-01,21,12,42,5,85,88,47603,101,2,127,54,2,0,0,0,0,0,0,2142,0,0,0,0,0,"Transport, communications and information services"
2011-04-01,41,19,75,9,107,139,84,19149,9,154,127,7,0,0,0,0,0,0,0,650,0,0,0,0,Financial intermediation
2011-04-01,1,0,10,0,24,10,5,8,4602,9,15,1,0,0,0,0,0,0,0,0,219,0,0,0,Real estate and housing services
2011-04-01,41,66,149,15,283,208,179,164,15,65104,214,18,0,0,0,0,0,0,0,0,0,4453,0,0,Business services
2011-04-01,32,12,85,6,110,161,98,134,7,209,67970,33,0,0,0,0,0,0,0,0,0,0,2918,0,Personal services
2011-04-01,1,1,3,0,5,11,1,11,0,21,16,6169,0,0,0,0,0,0,0,0,0,0,0,302,Public administration
2011-04-01,1792,7,151,8,222,226,75,30,4,136,81,7,20996,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-04-01,3,62,8,0,41,13,13,2,0,24,6,0,0,1221,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-04-01,101,10,1436,16,279,327,87,21,9,222,111,3,0,0,14862,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-04-01,2,1,11,39,28,4,7,1,2,14,4,2,0,0,0,780,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-04-01,157,29,313,27,4344,246,159,37,23,489,161,18,0,0,0,0,31169,0,0,0,0,0,0,0,Unemployment from Construction
2011-04-01,133,27,299,11,297,2930,178,61,14,404,299,20,0,0,0,0,0,32543,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-04-01,30,8,84,7,160,186,1073,33,11,201,87,6,0,0,0,0,0,0,12308,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-04-01,21,7,52,2,52,71,29,175,8,91,75,4,0,0,0,0,0,0,0,5480,0,0,0,0,Unemployment from Financial intermediation
2011-04-01,6,1,8,0,17,15,6,9,69,21,22,1,0,0,0,0,0,0,0,0,1520,0,0,0,Unemployment from Real estate and housing services
2011-04-01,75,20,220,17,484,470,214,95,25,2115,369,25,0,0,0,0,0,0,0,0,0,25031,0,0,Unemployment from Business services
2011-04-01,71,10,124,7,249,305,108,49,21,367,2012,39,0,0,0,0,0,0,0,0,0,0,24038,0,Unemployment from Personal services
2011-04-01,8,0,16,1,36,43,10,4,0,24,42,185,0,0,0,0,0,0,0,0,0,0,0,3067,Unemployment from Public administration
2011-04-01,368,100,633,43,540,1407,459,162,67,919,2037,131,160,4,88,2,130,173,51,51,5,168,143,12,Entry
2011-05-01,27609,5,51,1,75,53,30,54,2,33,38,2,5595,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2011-05-01,1,10164,4,1,13,4,7,17,0,22,4,0,0,214,0,0,0,0,0,0,0,0,0,0,Mining
2011-05-01,28,17,54164,2,138,146,33,103,4,120,71,4,0,0,2569,0,0,0,0,0,0,0,0,0,Manufacturing
2011-05-01,0,0,5,4327,10,3,3,8,0,7,5,1,0,0,0,114,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-05-01,40,44,133,18,55754,66,59,106,18,221,91,6,0,0,0,0,5983,0,0,0,0,0,0,0,Construction
2011-05-01,49,24,135,7,83,94314,81,155,13,167,154,3,0,0,0,0,0,4792,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-05-01,21,17,41,1,64,97,47980,90,5,94,73,7,0,0,0,0,0,0,2115,0,0,0,0,0,"Transport, communications and information services"
2011-05-01,33,20,81,7,84,129,84,19360,10,131,115,10,0,0,0,0,0,0,0,562,0,0,0,0,Financial intermediation
2011-05-01,7,5,3,0,23,11,6,4,4668,6,18,0,0,0,0,0,0,0,0,0,174,0,0,0,Real estate and housing services
2011-05-01,39,49,141,14,304,192,122,167,12,66150,189,4,0,0,0,0,0,0,0,0,0,3918,0,0,Business services
2011-05-01,38,5,68,10,93,149,65,206,11,444,70235,18,0,0,0,0,0,0,0,0,0,0,2681,0,Personal services
2011-05-01,0,1,3,0,7,8,2,9,1,8,16,6400,0,0,0,0,0,0,0,0,0,0,0,230,Public administration
2011-05-01,1798,5,150,13,245,179,51,17,7,134,91,14,23241,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-05-01,5,73,7,2,42,16,8,3,0,36,4,0,0,1252,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-05-01,87,16,1154,9,279,266,86,30,13,193,98,9,0,0,15409,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-05-01,3,1,7,50,21,11,8,0,1,12,6,1,0,0,0,780,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-05-01,138,35,307,26,4337,231,138,43,27,432,173,20,0,0,0,0,31488,0,0,0,0,0,0,0,Unemployment from Construction
2011-05-01,123,19,241,10,285,2430,138,66,20,401,265,19,0,0,0,0,0,33485,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-05-01,36,10,70,4,121,139,1001,35,5,199,94,2,0,0,0,0,0,0,12777,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-05-01,21,1,20,0,49,60,46,158,6,94,56,1,0,0,0,0,0,0,0,5668,0,0,0,0,Unemployment from Financial intermediation
2011-05-01,4,1,11,0,26,22,7,3,49,26,13,1,0,0,0,0,0,0,0,0,1581,0,0,0,Unemployment from Real estate and housing services
2011-05-01,76,29,242,10,472,397,178,88,23,2111,295,19,0,0,0,0,0,0,0,0,0,25697,0,0,Unemployment from Business services
2011-05-01,46,5,104,7,191,241,103,70,12,263,1384,24,0,0,0,0,0,0,0,0,0,0,24633,0,Unemployment from Personal services
2011-05-01,7,2,15,0,39,9,6,4,2,12,24,152,0,0,0,0,0,0,0,0,0,0,0,3108,Unemployment from Public administration
2011-05-01,261,85,582,46,635,1366,455,147,55,960,1255,103,102,4,71,2,115,197,47,25,4,131,142,6,Entry
2011-06-01,26734,9,55,2,48,26,20,51,1,25,31,1,3437,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2011-06-01,4,10315,14,1,21,4,9,31,1,18,8,0,0,201,0,0,0,0,0,0,0,0,0,0,Mining
2011-06-01,56,18,54304,9,147,102,36,105,6,99,61,3,0,0,2767,0,0,0,0,0,0,0,0,0,Manufacturing
2011-06-01,1,2,5,4368,8,2,2,6,0,12,6,0,0,0,0,149,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-06-01,39,51,104,20,56180,69,75,109,20,245,78,7,0,0,0,0,6343,0,0,0,0,0,0,0,Construction
2011-06-01,44,19,158,3,86,94769,101,184,9,145,149,2,0,0,0,0,0,4826,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-06-01,13,28,37,5,66,76,48193,105,6,98,73,3,0,0,0,0,0,0,1965,0,0,0,0,0,"Transport, communications and information services"
2011-06-01,38,19,90,10,84,144,72,19575,7,142,142,5,0,0,0,0,0,0,0,603,0,0,0,0,Financial intermediation
2011-06-01,0,0,2,0,13,25,5,16,4689,11,11,0,0,0,0,0,0,0,0,0,189,0,0,0,Real estate and housing services
2011-06-01,32,49,133,8,269,172,140,190,6,66919,163,6,0,0,0,0,0,0,0,0,0,4147,0,0,Business services
2011-06-01,42,9,66,6,90,140,55,190,8,161,71107,22,0,0,0,0,0,0,0,0,0,0,2837,0,Personal services
2011-06-01,0,0,5,0,4,4,6,7,0,3,16,6532,0,0,0,0,0,0,0,0,0,0,0,237,Public administration
2011-06-01,2721,8,174,9,295,186,58,27,7,128,80,11,25223,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-06-01,3,74,4,0,32,14,6,0,1,31,2,0,0,1303,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-06-01,92,12,1102,9,283,230,86,19,8,219,97,5,0,0,15879,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-06-01,2,1,6,37,26,4,8,0,1,16,3,1,0,0,0,791,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-06-01,134,46,248,26,4400,240,135,37,21,471,144,19,0,0,0,0,31644,0,0,0,0,0,0,0,Unemployment from Construction
2011-06-01,133,13,223,6,284,2329,179,67,13,395,242,20,0,0,0,0,0,34555,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-06-01,41,13,84,10,137,169,1014,30,4,181,85,6,0,0,0,0,0,0,13151,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-06-01,19,2,33,3,40,70,32,188,4,93,44,2,0,0,0,0,0,0,0,5720,0,0,0,0,Unemployment from Financial intermediation
2011-06-01,10,0,10,0,26,27,8,7,57,24,19,1,0,0,0,0,0,0,0,0,1569,0,0,0,Unemployment from Real estate and housing services
2011-06-01,75,37,206,10,454,384,205,81,18,1824,312,7,0,0,0,0,0,0,0,0,0,26121,0,0,Unemployment from Business services
2011-06-01,37,11,83,7,226,229,84,45,13,312,1386,22,0,0,0,0,0,0,0,0,0,0,24989,0,Unemployment from Personal services
2011-06-01,9,1,9,2,31,16,2,1,0,14,19,159,0,0,0,0,0,0,0,0,0,0,0,3081,Unemployment from Public administration
2011-06-01,224,99,492,44,511,1217,432,173,56,864,918,77,64,5,62,4,116,179,32,29,3,157,110,10,Entry
2011-07-01,27638,3,29,2,42,42,14,41,1,31,27,0,2608,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2011-07-01,3,10476,76,0,16,9,7,28,1,18,5,2,0,192,0,0,0,0,0,0,0,0,0,0,Mining
2011-07-01,29,26,54545,6,112,121,35,90,3,92,55,0,0,0,2506,0,0,0,0,0,0,0,0,0,Manufacturing
2011-07-01,0,0,4,4425,9,1,5,10,1,10,12,0,0,0,0,116,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-07-01,38,32,122,22,56508,89,67,91,11,253,91,6,0,0,0,0,6389,0,0,0,0,0,0,0,Construction
2011-07-01,33,27,104,1,73,94999,88,150,19,159,116,4,0,0,0,0,0,4840,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-07-01,12,10,35,2,47,67,47985,83,3,666,74,2,0,0,0,0,0,0,1955,0,0,0,0,0,"Transport, communications and information services"
2011-07-01,44,27,92,8,102,148,92,19694,14,147,182,6,0,0,0,0,0,0,0,678,0,0,0,0,Financial intermediation
2011-07-01,1,1,3,0,9,9,3,11,4729,13,8,1,0,0,0,0,0,0,0,0,165,0,0,0,Real estate and housing services
2011-07-01,31,58,126,85,206,174,126,156,13,66787,511,5,0,0,0,0,0,0,0,0,0,4133,0,0,Business services
2011-07-01,28,14,71,7,75,128,77,123,11,182,71252,17,0,0,0,0,0,0,0,0,0,0,3168,0,Personal services
2011-07-01,0,1,3,1,11,5,1,7,0,6,19,6539,0,0,0,0,0,0,0,0,0,0,0,315,Public administration
2011-07-01,2862,17,189,4,251,155,65,30,6,133,68,7,24924,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-07-01,11,65,10,0,36,16,11,1,1,19,13,0,0,1324,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-07-01,119,16,1168,3,297,222,78,13,7,196,92,4,0,0,16485,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-07-01,2,0,6,53,20,5,5,1,1,8,9,0,0,0,0,831,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-07-01,148,49,309,31,4223,194,139,27,26,450,153,18,0,0,0,0,32318,0,0,0,0,0,0,0,Unemployment from Construction
2011-07-01,136,21,220,8,247,2507,155,52,10,422,232,13,0,0,0,0,0,35521,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-07-01,37,11,68,5,146,133,1016,26,4,190,86,3,0,0,0,0,0,0,13415,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-07-01,19,3,23,2,48,68,35,143,4,84,66,4,0,0,0,0,0,0,0,5850,0,0,0,0,Unemployment from Financial intermediation
2011-07-01,7,0,7,0,22,20,11,4,64,17,13,2,0,0,0,0,0,0,0,0,1592,0,0,0,Unemployment from Real estate and housing services
2011-07-01,87,28,203,11,445,365,180,83,22,1940,280,8,0,0,0,0,0,0,0,0,0,26761,0,0,Unemployment from Business services
2011-07-01,71,6,85,6,173,213,90,44,10,250,1388,17,0,0,0,0,0,0,0,0,0,0,25571,0,Unemployment from Personal services
2011-07-01,5,0,8,0,37,10,8,1,3,24,11,116,0,0,0,0,0,0,0,0,0,0,0,3103,Unemployment from Public administration
2011-07-01,269,94,527,46,552,1179,404,178,43,847,881,75,50,2,60,2,114,162,54,22,7,122,126,13,Entry
2011-08-01,28575,0,31,4,41,59,22,43,1,33,30,0,2767,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2011-08-01,1,10708,9,1,17,3,2,24,0,15,1,0,0,201,0,0,0,0,0,0,0,0,0,0,Mining
2011-08-01,32,17,54977,3,137,102,40,108,3,95,56,5,0,0,2434,0,0,0,0,0,0,0,0,0,Manufacturing
2011-08-01,3,0,4,4545,14,0,2,11,0,9,6,0,0,0,0,134,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-08-01,32,34,122,11,56900,101,48,119,13,248,93,13,0,0,0,0,5925,0,0,0,0,0,0,0,Construction
2011-08-01,56,16,119,5,112,95485,101,299,8,164,127,3,0,0,0,0,0,4326,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-08-01,28,7,36,3,64,74,48214,111,3,122,47,3,0,0,0,0,0,0,1954,0,0,0,0,0,"Transport, communications and information services"
2011-08-01,31,26,81,5,66,120,73,19858,5,124,147,8,0,0,0,0,0,0,0,538,0,0,0,0,Financial intermediation
2011-08-01,1,4,3,0,10,9,4,8,4760,14,10,0,0,0,0,0,0,0,0,0,177,0,0,0,Real estate and housing services
2011-08-01,23,55,98,15,222,326,161,171,12,67775,205,7,0,0,0,0,0,0,0,0,0,3828,0,0,Business services
2011-08-01,31,11,59,10,105,186,64,166,14,193,72097,19,0,0,0,0,0,0,0,0,0,0,2639,0,Personal services
2011-08-01,0,1,1,2,10,9,1,5,1,4,19,6527,0,0,0,0,0,0,0,0,0,0,0,261,Public administration
2011-08-01,1957,8,146,12,252,172,62,19,5,150,83,4,24697,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-08-01,6,85,19,0,20,20,12,7,1,27,5,0,0,1315,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-08-01,89,16,1226,8,306,259,66,30,8,266,97,4,0,0,16664,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-08-01,7,1,3,35,18,9,10,0,1,10,5,0,0,0,0,850,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-08-01,138,53,299,20,4906,222,167,29,14,514,196,19,0,0,0,0,32219,0,0,0,0,0,0,0,Unemployment from Construction
2011-08-01,136,13,257,9,289,2734,189,76,14,453,258,7,0,0,0,0,0,36072,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-08-01,37,9,65,3,171,156,1027,26,10,208,98,3,0,0,0,0,0,0,13604,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-08-01,21,3,24,0,48,63,23,199,12,92,53,4,0,0,0,0,0,0,0,6005,0,0,0,0,Unemployment from Financial intermediation
2011-08-01,3,1,11,1,46,23,6,5,63,17,12,0,0,0,0,0,0,0,0,0,1575,0,0,0,Unemployment from Real estate and housing services
2011-08-01,85,34,198,15,466,387,191,81,18,2129,319,13,0,0,0,0,0,0,0,0,0,27072,0,0,Unemployment from Business services
2011-08-01,34,7,112,3,196,218,84,49,14,321,1791,12,0,0,0,0,0,0,0,0,0,0,26010,0,Unemployment from Personal services
2011-08-01,5,0,7,1,32,11,1,3,1,23,27,133,0,0,0,0,0,0,0,0,0,0,0,3184,Unemployment from Public administration
2011-08-01,280,75,487,30,482,1115,397,171,40,779,771,40,59,2,63,1,91,129,38,25,7,126,69,5,Entry
2011-09-01,27982,0,35,1,42,32,21,28,1,25,37,2,3376,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2011-09-01,0,10893,5,0,10,26,4,18,0,21,7,0,0,193,0,0,0,0,0,0,0,0,0,0,Mining
2011-09-01,45,12,55164,10,99,109,30,74,3,102,55,4,0,0,2650,0,0,0,0,0,0,0,0,0,Manufacturing
2011-09-01,2,1,2,4570,14,5,1,12,1,7,1,1,0,0,0,121,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-09-01,35,36,119,20,57947,69,52,99,13,207,67,6,0,0,0,0,6195,0,0,0,0,0,0,0,Construction
2011-09-01,30,15,99,0,83,96885,75,160,6,168,109,3,0,0,0,0,0,4186,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-09-01,14,12,39,4,66,61,48543,106,3,107,64,2,0,0,0,0,0,0,1913,0,0,0,0,0,"Transport, communications and information services"
2011-09-01,35,26,83,10,97,176,102,20184,8,137,162,3,0,0,0,0,0,0,0,591,0,0,0,0,Financial intermediation
2011-09-01,1,1,4,1,11,7,1,9,4816,14,8,0,0,0,0,0,0,0,0,0,145,0,0,0,Real estate and housing services
2011-09-01,39,43,115,14,235,234,160,164,28,68801,172,3,0,0,0,0,0,0,0,0,0,3746,0,0,Business services
2011-09-01,33,6,67,4,82,166,68,163,5,167,73037,15,0,0,0,0,0,0,0,0,0,0,2709,0,Personal services
2011-09-01,0,0,5,1,5,3,3,5,0,6,13,6570,0,0,0,0,0,0,0,0,0,0,0,208,Public administration
2011-09-01,1901,10,127,4,230,154,74,23,5,124,77,9,24768,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-09-01,7,86,4,1,28,10,13,3,0,26,11,0,0,1329,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-09-01,102,14,1159,4,329,228,82,29,6,223,88,8,0,0,16881,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-09-01,7,3,11,42,22,10,9,2,1,16,3,1,0,0,0,858,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-09-01,132,51,245,32,4409,228,141,28,17,432,196,8,0,0,0,0,32288,0,0,0,0,0,0,0,Unemployment from Construction
2011-09-01,91,17,244,13,321,2531,178,83,22,455,234,8,0,0,0,0,0,36318,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-09-01,51,14,64,4,178,154,1129,29,7,161,95,3,0,0,0,0,0,0,13695,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-09-01,13,2,23,0,54,55,30,218,9,86,41,2,0,0,0,0,0,0,0,6031,0,0,0,0,Unemployment from Financial intermediation
2011-09-01,4,1,5,0,29,21,6,2,83,18,27,0,0,0,0,0,0,0,0,0,1561,0,0,0,Unemployment from Real estate and housing services
2011-09-01,63,33,166,20,455,384,162,93,18,1925,293,7,0,0,0,0,0,0,0,0,0,27385,0,0,Unemployment from Business services
2011-09-01,55,9,84,13,208,209,85,43,14,290,1572,18,0,0,0,0,0,0,0,0,0,0,26095,0,Unemployment from Personal services
2011-09-01,13,1,7,1,31,12,2,2,0,18,17,139,0,0,0,0,0,0,0,0,0,0,0,3204,Unemployment from Public administration
2011-09-01,269,83,522,43,531,1219,371,155,33,815,851,60,78,3,62,5,130,152,37,24,4,112,96,4,Entry
2011-10-01,28525,5,39,2,44,23,14,25,2,33,28,1,2142,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2011-10-01,2,11097,2,0,27,7,4,11,1,14,8,0,0,188,0,0,0,0,0,0,0,0,0,0,Mining
2011-10-01,74,27,55404,9,121,103,38,81,4,130,76,4,0,0,2294,0,0,0,0,0,0,0,0,0,Manufacturing
2011-10-01,3,3,3,4615,17,4,6,9,0,6,13,0,0,0,0,130,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-10-01,59,41,154,37,57819,82,66,83,22,388,95,5,0,0,0,0,6616,0,0,0,0,0,0,0,Construction
2011-10-01,46,20,115,6,106,97609,95,184,6,185,136,1,0,0,0,0,0,4432,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-10-01,8,15,41,13,86,58,48878,82,5,135,64,2,0,0,0,0,0,0,1919,0,0,0,0,0,"Transport, communications and information services"
2011-10-01,38,24,80,10,82,141,79,20416,10,147,143,2,0,0,0,0,0,0,0,558,0,0,0,0,Financial intermediation
2011-10-01,4,2,4,0,14,387,6,12,4424,39,10,1,0,0,0,0,0,0,0,0,190,0,0,0,Real estate and housing services
2011-10-01,42,60,140,15,252,176,137,176,12,69314,182,5,0,0,0,0,0,0,0,0,0,3788,0,0,Business services
2011-10-01,42,12,62,2,96,125,72,146,5,548,73370,7,0,0,0,0,0,0,0,0,0,0,2703,0,Personal services
2011-10-01,3,2,2,0,14,4,1,6,0,4,9,6633,0,0,0,0,0,0,0,0,0,0,0,186,Public administration
2011-10-01,3271,12,155,6,225,136,67,19,3,137,74,13,24085,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-10-01,9,81,7,2,46,13,10,1,1,24,6,1,0,1320,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-10-01,172,24,1376,13,315,235,85,30,7,221,95,6,0,0,17001,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-10-01,8,2,6,36,21,11,8,1,0,12,6,0,0,0,0,873,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-10-01,180,59,306,52,4892,245,160,33,20,492,151,19,0,0,0,0,31967,0,0,0,0,0,0,0,Unemployment from Construction
2011-10-01,190,22,247,12,308,2426,171,65,13,386,244,12,0,0,0,0,0,36551,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-10-01,74,9,82,6,184,147,1094,32,4,190,88,6,0,0,0,0,0,0,13713,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-10-01,27,4,31,1,53,63,43,167,5,98,48,3,0,0,0,0,0,0,0,6097,0,0,0,0,Unemployment from Financial intermediation
2011-10-01,3,0,10,0,31,14,4,5,40,14,13,0,0,0,0,0,0,0,0,0,1575,0,0,0,Unemployment from Real estate and housing services
2011-10-01,127,32,213,16,560,371,150,72,12,2008,297,20,0,0,0,0,0,0,0,0,0,27352,0,0,Unemployment from Business services
2011-10-01,70,4,80,8,210,194,86,43,10,331,1379,20,0,0,0,0,0,0,0,0,0,0,26446,0,Unemployment from Personal services
2011-10-01,13,2,4,0,40,16,6,1,0,24,10,199,0,0,0,0,0,0,0,0,0,0,0,3101,Unemployment from Public administration
2011-10-01,240,74,488,31,589,1104,422,157,41,790,834,67,56,2,53,2,136,188,48,35,5,120,109,6,Entry
2011-11-01,30717,4,25,6,77,44,12,33,1,36,27,0,2209,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2011-11-01,1,11376,5,0,28,8,7,18,0,19,9,0,0,155,0,0,0,0,0,0,0,0,0,0,Mining
2011-11-01,39,11,56344,4,123,93,24,97,5,140,58,1,0,0,2082,0,0,0,0,0,0,0,0,0,Manufacturing
2011-11-01,0,3,6,4727,14,2,3,1,0,10,4,0,0,0,0,121,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-11-01,70,44,154,24,59488,76,54,87,26,300,84,6,0,0,0,0,5690,0,0,0,0,0,0,0,Construction
2011-11-01,57,15,111,5,88,98455,66,160,16,175,124,10,0,0,0,0,0,4365,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-11-01,18,15,36,6,88,79,49136,94,5,184,57,3,0,0,0,0,0,0,1945,0,0,0,0,0,"Transport, communications and information services"
2011-11-01,26,14,81,12,66,151,74,20582,13,142,146,6,0,0,0,0,0,0,0,535,0,0,0,0,Financial intermediation
2011-11-01,3,0,1,0,16,12,3,11,4430,5,11,0,0,0,0,0,0,0,0,0,149,0,0,0,Real estate and housing services
2011-11-01,30,42,135,8,262,166,143,161,16,70889,183,7,0,0,0,0,0,0,0,0,0,3566,0,0,Business services
2011-11-01,42,6,80,4,99,138,56,165,10,161,74136,9,0,0,0,0,0,0,0,0,0,0,2425,0,Personal services
2011-11-01,1,2,5,9,6,2,0,7,0,7,7,6785,0,0,0,0,0,0,0,0,0,0,0,192,Public administration
2011-11-01,3480,13,159,9,230,193,64,17,7,118,69,7,21900,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-11-01,6,73,11,1,44,7,14,3,1,18,5,0,0,1326,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-11-01,238,12,1295,7,346,310,95,26,8,273,95,8,0,0,16623,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-11-01,8,2,9,45,30,12,7,3,1,20,5,0,0,0,0,861,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-11-01,277,30,288,52,5092,260,174,27,22,631,186,22,0,0,0,0,31630,0,0,0,0,0,0,0,Unemployment from Construction
2011-11-01,262,19,300,14,307,2805,166,74,21,436,236,9,0,0,0,0,0,36509,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-11-01,63,21,90,13,189,154,1074,28,5,235,76,4,0,0,0,0,0,0,13719,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-11-01,46,2,24,2,45,68,35,192,13,95,44,2,0,0,0,0,0,0,0,6115,0,0,0,0,Unemployment from Financial intermediation
2011-11-01,7,2,11,0,23,26,9,4,57,29,16,2,0,0,0,0,0,0,0,0,1584,0,0,0,Unemployment from Real estate and housing services
2011-11-01,135,25,201,16,508,398,211,85,21,2101,290,7,0,0,0,0,0,0,0,0,0,27249,0,0,Unemployment from Business services
2011-11-01,101,5,85,9,196,244,93,45,12,341,1342,16,0,0,0,0,0,0,0,0,0,0,26750,0,Unemployment from Personal services
2011-11-01,16,1,12,2,32,18,5,4,2,9,21,133,0,0,0,0,0,0,0,0,0,0,0,3032,Unemployment from Public administration
2011-11-01,342,70,489,28,558,1084,387,164,34,860,697,59,79,4,47,4,104,130,39,26,3,119,86,11,Entry
2011-12-01,33070,9,24,1,59,39,28,35,2,47,30,2,2602,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
